data_point,region,vac_interval_group,age_group,vaccine,vac_count
2022.01_13-10-2022,Оренбургская область,21_195_days,18+,SputnikV,402747
2022.01_13-10-2022,Оренбургская область,21_195_days,18-59,AllVaccines,451620
2022.01_13-10-2022,Оренбургская область,21_195_days,18-59,CoviVac,4565
2022.01_13-10-2022,Оренбургская область,21_195_days,18-59,EpiVacCorona,14524
2022.01_13-10-2022,Оренбургская область,21_195_days,18-59,SputnikLite,119819
2022.01_13-10-2022,Оренбургская область,21_195_days,18-59,SputnikV,312712
2022.01_13-10-2022,Оренбургская область,21_195_days,60+,AllVaccines,189014
2022.01_13-10-2022,Оренбургская область,21_195_days,60+,CoviVac,698
2022.01_13-10-2022,Оренбургская область,21_195_days,60+,EpiVacCorona,5690
2022.01_13-10-2022,Оренбургская область,21_195_days,60+,SputnikLite,92591
2022.01_13-10-2022,Оренбургская область,21_195_days,60+,SputnikV,90035
2022.01_13-10-2022,Орловская область,21_195_days,18+,AllVaccines,286905
2022.01_13-10-2022,Орловская область,21_195_days,18+,CoviVac,3723
2022.01_13-10-2022,Орловская область,21_195_days,18+,EpiVacCorona,11593
2022.01_13-10-2022,Орловская область,21_195_days,18+,SputnikLite,113802
2022.01_13-10-2022,Орловская область,21_195_days,18+,SputnikV,157787
2022.01_13-10-2022,Орловская область,21_195_days,18-59,AllVaccines,202421
2022.01_13-10-2022,Орловская область,21_195_days,18-59,CoviVac,2959
2022.01_13-10-2022,Орловская область,21_195_days,18-59,EpiVacCorona,9091
2022.01_13-10-2022,Орловская область,21_195_days,18-59,SputnikLite,71735
2022.01_13-10-2022,Орловская область,21_195_days,18-59,SputnikV,118636
2022.01_13-10-2022,Орловская область,21_195_days,60+,AllVaccines,84484
2022.01_13-10-2022,Орловская область,21_195_days,60+,CoviVac,764
2022.01_13-10-2022,Орловская область,21_195_days,60+,EpiVacCorona,2502
2022.01_13-10-2022,Орловская область,21_195_days,60+,SputnikLite,42067
2022.01_13-10-2022,Орловская область,21_195_days,60+,SputnikV,39151
2022.01_13-10-2022,Пензенская область,21_195_days,18+,AllVaccines,582266
2022.01_13-10-2022,Пензенская область,21_195_days,18+,CoviVac,4399
2022.01_13-10-2022,Пензенская область,21_195_days,18+,EpiVacCorona,14067
2022.01_13-10-2022,Пензенская область,21_195_days,18+,SputnikLite,181388
2022.01_13-10-2022,Пензенская область,21_195_days,18+,SputnikV,382412
2022.01_13-10-2022,Пензенская область,21_195_days,18-59,AllVaccines,390197
2022.01_13-10-2022,Пензенская область,21_195_days,18-59,CoviVac,3682
2022.01_13-10-2022,Пензенская область,21_195_days,18-59,EpiVacCorona,7692
2022.01_13-10-2022,Пензенская область,21_195_days,18-59,SputnikLite,131012
2022.01_13-10-2022,Пензенская область,21_195_days,18-59,SputnikV,247811
2022.01_13-10-2022,Пензенская область,21_195_days,60+,AllVaccines,192069
2022.01_13-10-2022,Пензенская область,21_195_days,60+,CoviVac,717
2022.01_13-10-2022,Пензенская область,21_195_days,60+,EpiVacCorona,6375
2022.01_13-10-2022,Пензенская область,21_195_days,60+,SputnikLite,50376
2022.01_13-10-2022,Пензенская область,21_195_days,60+,SputnikV,134601
2022.01_13-10-2022,Пермский край,21_195_days,18+,AllVaccines,876927
2022.01_13-10-2022,Пермский край,21_195_days,18+,CoviVac,9793
2022.01_13-10-2022,Пермский край,21_195_days,18+,EpiVacCorona,14193
2022.01_13-10-2022,Пермский край,21_195_days,18+,SputnikLite,286603
2022.01_13-10-2022,Пермский край,21_195_days,18+,SputnikV,566338
2022.01_13-10-2022,Пермский край,21_195_days,18-59,AllVaccines,639055
2022.01_13-10-2022,Пермский край,21_195_days,18-59,CoviVac,8310
2022.01_13-10-2022,Пермский край,21_195_days,18-59,EpiVacCorona,10738
2022.01_13-10-2022,Пермский край,21_195_days,18-59,SputnikLite,181247
2022.01_13-10-2022,Пермский край,21_195_days,18-59,SputnikV,438760
2022.01_13-10-2022,Пермский край,21_195_days,60+,AllVaccines,237872
2022.01_13-10-2022,Пермский край,21_195_days,60+,CoviVac,1483
2022.01_13-10-2022,Пермский край,21_195_days,60+,EpiVacCorona,3455
2022.01_13-10-2022,Пермский край,21_195_days,60+,SputnikLite,105356
2022.01_13-10-2022,Пермский край,21_195_days,60+,SputnikV,127578
2022.01_13-10-2022,Приморский край,21_195_days,18+,AllVaccines,639284
2022.01_13-10-2022,Приморский край,21_195_days,18+,CoviVac,7401
2022.01_13-10-2022,Приморский край,21_195_days,18+,EpiVacCorona,11328
2022.01_13-10-2022,Приморский край,21_195_days,18+,SputnikLite,174288
2022.01_13-10-2022,Приморский край,21_195_days,18+,SputnikV,446267
2022.01_13-10-2022,Приморский край,21_195_days,18-59,AllVaccines,489445
2022.01_13-10-2022,Приморский край,21_195_days,18-59,CoviVac,6756
2022.01_13-10-2022,Приморский край,21_195_days,18-59,EpiVacCorona,7949
2022.01_13-10-2022,Приморский край,21_195_days,18-59,SputnikLite,108821
2022.01_13-10-2022,Приморский край,21_195_days,18-59,SputnikV,365919
2022.01_13-10-2022,Приморский край,21_195_days,60+,AllVaccines,149839
2022.01_13-10-2022,Приморский край,21_195_days,60+,CoviVac,645
2022.01_13-10-2022,Приморский край,21_195_days,60+,EpiVacCorona,3379
2022.01_13-10-2022,Приморский край,21_195_days,60+,SputnikLite,65467
2022.01_13-10-2022,Приморский край,21_195_days,60+,SputnikV,80348
2022.01_13-10-2022,Псковская область,21_195_days,18+,AllVaccines,190670
2022.01_13-10-2022,Псковская область,21_195_days,18+,CoviVac,1905
2022.01_13-10-2022,Псковская область,21_195_days,18+,EpiVacCorona,12701
2022.01_13-10-2022,Псковская область,21_195_days,18+,SputnikLite,63386
2022.01_13-10-2022,Псковская область,21_195_days,18+,SputnikV,112678
2022.01_13-10-2022,Псковская область,21_195_days,18-59,AllVaccines,129088
2022.01_13-10-2022,Псковская область,21_195_days,18-59,CoviVac,1655
2022.01_13-10-2022,Псковская область,21_195_days,18-59,EpiVacCorona,9663
2022.01_13-10-2022,Псковская область,21_195_days,18-59,SputnikLite,33085
2022.01_13-10-2022,Псковская область,21_195_days,18-59,SputnikV,84685
2022.01_13-10-2022,Псковская область,21_195_days,60+,AllVaccines,61582
2022.01_13-10-2022,Псковская область,21_195_days,60+,CoviVac,250
2022.01_13-10-2022,Псковская область,21_195_days,60+,EpiVacCorona,3038
2022.01_13-10-2022,Псковская область,21_195_days,60+,SputnikLite,30301
2022.01_13-10-2022,Псковская область,21_195_days,60+,SputnikV,27993
2022.01_13-10-2022,РФ,21_195_days,18+,AllVaccines,47726014
2022.01_13-10-2022,РФ,21_195_days,18+,CoviVac,515890
2022.01_13-10-2022,РФ,21_195_days,18+,EpiVacCorona,1100802
2022.01_13-10-2022,РФ,21_195_days,18+,SputnikLite,16762341
2022.01_13-10-2022,РФ,21_195_days,18+,SputnikV,29346981
2022.01_13-10-2022,РФ,21_195_days,18-59,AllVaccines,34551903
2022.01_13-10-2022,РФ,21_195_days,18-59,CoviVac,430893
2022.01_13-10-2022,РФ,21_195_days,18-59,EpiVacCorona,772789
2022.01_13-10-2022,РФ,21_195_days,18-59,SputnikLite,11046690
2022.01_13-10-2022,РФ,21_195_days,18-59,SputnikV,22301531
2022.01_13-10-2022,РФ,21_195_days,60+,AllVaccines,13174111
2022.01_13-10-2022,РФ,21_195_days,60+,CoviVac,84997
2022.01_13-10-2022,РФ,21_195_days,60+,EpiVacCorona,328013
2022.01_13-10-2022,РФ,21_195_days,60+,SputnikLite,5715651
2022.01_13-10-2022,РФ,21_195_days,60+,SputnikV,7045450
2022.01_13-10-2022,Республика Адыгея,21_195_days,18+,AllVaccines,129080
2022.01_13-10-2022,Республика Адыгея,21_195_days,18+,CoviVac,769
2022.01_13-10-2022,Республика Адыгея,21_195_days,18+,EpiVacCorona,2577
2022.01_13-10-2022,Республика Адыгея,21_195_days,18+,SputnikLite,56917
2022.01_13-10-2022,Республика Адыгея,21_195_days,18+,SputnikV,68817
2022.01_13-10-2022,Республика Адыгея,21_195_days,18-59,AllVaccines,93805
2022.01_13-10-2022,Республика Адыгея,21_195_days,18-59,CoviVac,611
2022.01_13-10-2022,Республика Адыгея,21_195_days,18-59,EpiVacCorona,1737
2022.01_13-10-2022,Республика Адыгея,21_195_days,18-59,SputnikLite,38698
2022.01_13-10-2022,Республика Адыгея,21_195_days,18-59,SputnikV,52759
2022.01_13-10-2022,Республика Адыгея,21_195_days,60+,AllVaccines,35275
2022.01_13-10-2022,Республика Адыгея,21_195_days,60+,CoviVac,158
2022.01_13-10-2022,Республика Адыгея,21_195_days,60+,EpiVacCorona,840
2022.01_13-10-2022,Республика Адыгея,21_195_days,60+,SputnikLite,18219
2022.01_13-10-2022,Республика Адыгея,21_195_days,60+,SputnikV,16058
2022.01_13-10-2022,Республика Алтай,21_195_days,18+,AllVaccines,66784
2022.01_13-10-2022,Республика Алтай,21_195_days,18+,CoviVac,892
2022.01_13-10-2022,Республика Алтай,21_195_days,18+,EpiVacCorona,969
2022.01_13-10-2022,Республика Алтай,21_195_days,18+,SputnikLite,38465
2022.01_13-10-2022,Республика Алтай,21_195_days,18+,SputnikV,26458
2022.01_13-10-2022,Республика Алтай,21_195_days,18-59,AllVaccines,49404
2022.01_13-10-2022,Республика Алтай,21_195_days,18-59,CoviVac,748
2022.01_13-10-2022,Республика Алтай,21_195_days,18-59,EpiVacCorona,710
2022.01_13-10-2022,Республика Алтай,21_195_days,18-59,SputnikLite,26790
2022.01_13-10-2022,Республика Алтай,21_195_days,18-59,SputnikV,21156
2022.01_13-10-2022,Республика Алтай,21_195_days,60+,AllVaccines,17380
2022.01_13-10-2022,Республика Алтай,21_195_days,60+,CoviVac,144
2022.01_13-10-2022,Республика Алтай,21_195_days,60+,EpiVacCorona,259
2022.01_13-10-2022,Республика Алтай,21_195_days,60+,SputnikLite,11675
2022.01_13-10-2022,Республика Алтай,21_195_days,60+,SputnikV,5302
2022.01_13-10-2022,Республика Башкортостан,21_195_days,18+,AllVaccines,1432047
2022.01_13-10-2022,Республика Башкортостан,21_195_days,18+,CoviVac,19744
2022.01_13-10-2022,Республика Башкортостан,21_195_days,18+,EpiVacCorona,36211
2022.01_13-10-2022,Республика Башкортостан,21_195_days,18+,SputnikLite,353501
2022.01_13-10-2022,Республика Башкортостан,21_195_days,18+,SputnikV,1022591
2022.01_13-10-2022,Республика Башкортостан,21_195_days,18-59,AllVaccines,1076750
2022.01_13-10-2022,Республика Башкортостан,21_195_days,18-59,CoviVac,16073
2022.01_13-10-2022,Республика Башкортостан,21_195_days,18-59,EpiVacCorona,24461
2022.01_13-10-2022,Республика Башкортостан,21_195_days,18-59,SputnikLite,248435
2022.01_13-10-2022,Республика Башкортостан,21_195_days,18-59,SputnikV,787781
2022.01_13-10-2022,Республика Башкортостан,21_195_days,60+,AllVaccines,355297
2022.01_13-10-2022,Республика Башкортостан,21_195_days,60+,CoviVac,3671
2022.01_13-10-2022,Республика Башкортостан,21_195_days,60+,EpiVacCorona,11750
2022.01_13-10-2022,Республика Башкортостан,21_195_days,60+,SputnikLite,105066
2022.01_13-10-2022,Республика Башкортостан,21_195_days,60+,SputnikV,234810
2022.01_13-10-2022,Республика Бурятия,21_195_days,18+,AllVaccines,322201
2022.01_13-10-2022,Республика Бурятия,21_195_days,18+,CoviVac,2610
2022.01_13-10-2022,Республика Бурятия,21_195_days,18+,EpiVacCorona,4862
2022.01_13-10-2022,Республика Бурятия,21_195_days,18+,SputnikLite,132190
2022.01_13-10-2022,Республика Бурятия,21_195_days,18+,SputnikV,182539
2022.01_13-10-2022,Республика Бурятия,21_195_days,18-59,AllVaccines,240563
2022.01_13-10-2022,Республика Бурятия,21_195_days,18-59,CoviVac,2056
2022.01_13-10-2022,Республика Бурятия,21_195_days,18-59,EpiVacCorona,3272
2022.01_13-10-2022,Республика Бурятия,21_195_days,18-59,SputnikLite,93302
2022.01_13-10-2022,Республика Бурятия,21_195_days,18-59,SputnikV,141933
2022.01_13-10-2022,Республика Бурятия,21_195_days,60+,AllVaccines,81638
2022.01_13-10-2022,Республика Бурятия,21_195_days,60+,CoviVac,554
2022.01_13-10-2022,Республика Бурятия,21_195_days,60+,EpiVacCorona,1590
2022.01_13-10-2022,Республика Бурятия,21_195_days,60+,SputnikLite,38888
2022.01_13-10-2022,Республика Бурятия,21_195_days,60+,SputnikV,40606
2022.01_13-10-2022,Республика Дагестан,21_195_days,18+,AllVaccines,594620
2022.01_13-10-2022,Республика Дагестан,21_195_days,18+,CoviVac,4994
2022.01_13-10-2022,Республика Дагестан,21_195_days,18+,EpiVacCorona,33728
2022.01_13-10-2022,Республика Дагестан,21_195_days,18+,SputnikLite,164808
2022.01_13-10-2022,Республика Дагестан,21_195_days,18+,SputnikV,391090
2022.01_13-10-2022,Республика Дагестан,21_195_days,18-59,AllVaccines,499580
2022.01_13-10-2022,Республика Дагестан,21_195_days,18-59,CoviVac,4117
2022.01_13-10-2022,Республика Дагестан,21_195_days,18-59,EpiVacCorona,28845
2022.01_13-10-2022,Республика Дагестан,21_195_days,18-59,SputnikLite,138546
2022.01_13-10-2022,Республика Дагестан,21_195_days,18-59,SputnikV,328072
2022.01_13-10-2022,Республика Дагестан,21_195_days,60+,AllVaccines,95040
2022.01_13-10-2022,Республика Дагестан,21_195_days,60+,CoviVac,877
2022.01_13-10-2022,Республика Дагестан,21_195_days,60+,EpiVacCorona,4883
2022.01_13-10-2022,Республика Дагестан,21_195_days,60+,SputnikLite,26262
2022.01_13-10-2022,Республика Дагестан,21_195_days,60+,SputnikV,63018
2022.01_13-10-2022,Республика Ингушетия,21_195_days,18+,AllVaccines,163558
2022.01_13-10-2022,Республика Ингушетия,21_195_days,18+,CoviVac,1267
2022.01_13-10-2022,Республика Ингушетия,21_195_days,18+,EpiVacCorona,1616
2022.01_13-10-2022,Республика Ингушетия,21_195_days,18+,SputnikLite,67727
2022.01_13-10-2022,Республика Ингушетия,21_195_days,18+,SputnikV,92948
2022.01_13-10-2022,Республика Ингушетия,21_195_days,18-59,AllVaccines,137928
2022.01_13-10-2022,Республика Ингушетия,21_195_days,18-59,CoviVac,988
2022.01_13-10-2022,Республика Ингушетия,21_195_days,18-59,EpiVacCorona,1353
2022.01_13-10-2022,Республика Ингушетия,21_195_days,18-59,SputnikLite,56722
2022.01_13-10-2022,Республика Ингушетия,21_195_days,18-59,SputnikV,78865
2022.01_13-10-2022,Республика Ингушетия,21_195_days,60+,AllVaccines,25630
2022.01_13-10-2022,Республика Ингушетия,21_195_days,60+,CoviVac,279
2022.01_13-10-2022,Республика Ингушетия,21_195_days,60+,EpiVacCorona,263
2022.01_13-10-2022,Республика Ингушетия,21_195_days,60+,SputnikLite,11005
2022.01_13-10-2022,Республика Ингушетия,21_195_days,60+,SputnikV,14083
2022.01_13-10-2022,Республика Калмыкия,21_195_days,18+,AllVaccines,85643
2022.01_13-10-2022,Республика Калмыкия,21_195_days,18+,CoviVac,1490
2022.01_13-10-2022,Республика Калмыкия,21_195_days,18+,EpiVacCorona,781
2022.01_13-10-2022,Республика Калмыкия,21_195_days,18+,SputnikLite,63454
2022.01_13-10-2022,Республика Калмыкия,21_195_days,18+,SputnikV,19918
2022.01_13-10-2022,Республика Калмыкия,21_195_days,18-59,AllVaccines,59499
2022.01_13-10-2022,Республика Калмыкия,21_195_days,18-59,CoviVac,1236
2022.01_13-10-2022,Республика Калмыкия,21_195_days,18-59,EpiVacCorona,506
2022.01_13-10-2022,Республика Калмыкия,21_195_days,18-59,SputnikLite,43134
2022.01_13-10-2022,Республика Калмыкия,21_195_days,18-59,SputnikV,14623
2022.01_13-10-2022,Республика Калмыкия,21_195_days,60+,AllVaccines,26144
2022.01_13-10-2022,Республика Калмыкия,21_195_days,60+,CoviVac,254
2022.01_13-10-2022,Республика Калмыкия,21_195_days,60+,EpiVacCorona,275
2022.01_13-10-2022,Республика Калмыкия,21_195_days,60+,SputnikLite,20320
2022.01_13-10-2022,Республика Калмыкия,21_195_days,60+,SputnikV,5295
2022.01_13-10-2022,Республика Карелия,21_195_days,18+,AllVaccines,216300
2022.01_13-10-2022,Республика Карелия,21_195_days,18+,CoviVac,2195
2022.01_13-10-2022,Республика Карелия,21_195_days,18+,EpiVacCorona,3666
2022.01_13-10-2022,Республика Карелия,21_195_days,18+,SputnikLite,114953
2022.01_13-10-2022,Республика Карелия,21_195_days,18+,SputnikV,95486
2022.01_13-10-2022,Республика Карелия,21_195_days,18-59,AllVaccines,142078
2022.01_13-10-2022,Республика Карелия,21_195_days,18-59,CoviVac,1790
2022.01_13-10-2022,Республика Карелия,21_195_days,18-59,EpiVacCorona,2336
2022.01_13-10-2022,Республика Карелия,21_195_days,18-59,SputnikLite,71939
2022.01_13-10-2022,Республика Карелия,21_195_days,18-59,SputnikV,66013
2022.01_13-10-2022,Республика Карелия,21_195_days,60+,AllVaccines,74222
2022.01_13-10-2022,Республика Карелия,21_195_days,60+,CoviVac,405
2022.01_13-10-2022,Республика Карелия,21_195_days,60+,EpiVacCorona,1330
2022.01_13-10-2022,Республика Карелия,21_195_days,60+,SputnikLite,43014
2022.01_13-10-2022,Республика Карелия,21_195_days,60+,SputnikV,29473
2022.01_13-10-2022,Республика Коми,21_195_days,18+,AllVaccines,241682
2022.01_13-10-2022,Республика Коми,21_195_days,18+,CoviVac,1907
2022.01_13-10-2022,Республика Коми,21_195_days,18+,EpiVacCorona,2670
2022.01_13-10-2022,Республика Коми,21_195_days,18+,SputnikLite,117035
2022.01_13-10-2022,Республика Коми,21_195_days,18+,SputnikV,120070
2022.01_13-10-2022,Республика Коми,21_195_days,18-59,AllVaccines,178415
2022.01_13-10-2022,Республика Коми,21_195_days,18-59,CoviVac,1600
2022.01_13-10-2022,Республика Коми,21_195_days,18-59,EpiVacCorona,1884
2022.01_13-10-2022,Республика Коми,21_195_days,18-59,SputnikLite,83668
2022.01_13-10-2022,Республика Коми,21_195_days,18-59,SputnikV,91263
2022.01_13-10-2022,Республика Коми,21_195_days,60+,AllVaccines,63267
2022.01_13-10-2022,Республика Коми,21_195_days,60+,CoviVac,307
2022.01_13-10-2022,Республика Коми,21_195_days,60+,EpiVacCorona,786
2022.01_13-10-2022,Республика Коми,21_195_days,60+,SputnikLite,33367
2022.01_13-10-2022,Республика Коми,21_195_days,60+,SputnikV,28807
2022.01_13-10-2022,Республика Крым,21_195_days,18+,AllVaccines,726117
2022.01_13-10-2022,Республика Крым,21_195_days,18+,CoviVac,6497
2022.01_13-10-2022,Республика Крым,21_195_days,18+,EpiVacCorona,17040
2022.01_13-10-2022,Республика Крым,21_195_days,18+,SputnikLite,202399
2022.01_13-10-2022,Республика Крым,21_195_days,18+,SputnikV,500181
2022.01_13-10-2022,Республика Крым,21_195_days,18-59,AllVaccines,530176
2022.01_13-10-2022,Республика Крым,21_195_days,18-59,CoviVac,5152
2022.01_13-10-2022,Республика Крым,21_195_days,18-59,EpiVacCorona,11992
2022.01_13-10-2022,Республика Крым,21_195_days,18-59,SputnikLite,104925
2022.01_13-10-2022,Республика Крым,21_195_days,18-59,SputnikV,408107
2022.01_13-10-2022,Республика Крым,21_195_days,60+,AllVaccines,195941
2022.01_13-10-2022,Республика Крым,21_195_days,60+,CoviVac,1345
2022.01_13-10-2022,Республика Крым,21_195_days,60+,EpiVacCorona,5048
2022.01_13-10-2022,Республика Крым,21_195_days,60+,SputnikLite,97474
2022.01_13-10-2022,Республика Крым,21_195_days,60+,SputnikV,92074
2022.01_13-10-2022,Республика Марий Эл,21_195_days,18+,AllVaccines,263016
2022.01_13-10-2022,Республика Марий Эл,21_195_days,18+,CoviVac,1637
2022.01_13-10-2022,Республика Марий Эл,21_195_days,18+,EpiVacCorona,8076
2022.01_13-10-2022,Республика Марий Эл,21_195_days,18+,SputnikLite,133855
2022.01_13-10-2022,Республика Марий Эл,21_195_days,18+,SputnikV,119448
2022.01_13-10-2022,Республика Марий Эл,21_195_days,18-59,AllVaccines,199120
2022.01_13-10-2022,Республика Марий Эл,21_195_days,18-59,CoviVac,1278
2022.01_13-10-2022,Республика Марий Эл,21_195_days,18-59,EpiVacCorona,5976
2022.01_13-10-2022,Республика Марий Эл,21_195_days,18-59,SputnikLite,102411
2022.01_13-10-2022,Республика Марий Эл,21_195_days,18-59,SputnikV,89455
2022.01_13-10-2022,Республика Марий Эл,21_195_days,60+,AllVaccines,63896
2022.01_13-10-2022,Республика Марий Эл,21_195_days,60+,CoviVac,359
2022.01_13-10-2022,Республика Марий Эл,21_195_days,60+,EpiVacCorona,2100
2022.01_13-10-2022,Республика Марий Эл,21_195_days,60+,SputnikLite,31444
2022.01_13-10-2022,Республика Марий Эл,21_195_days,60+,SputnikV,29993
2022.01_13-10-2022,Республика Мордовия,21_195_days,18+,AllVaccines,333365
2022.01_13-10-2022,Республика Мордовия,21_195_days,18+,CoviVac,2591
2022.01_13-10-2022,Республика Мордовия,21_195_days,18+,EpiVacCorona,6487
2022.01_13-10-2022,Республика Мордовия,21_195_days,18+,SputnikLite,147244
2022.01_13-10-2022,Республика Мордовия,21_195_days,18+,SputnikV,177043
2022.01_13-10-2022,Республика Мордовия,21_195_days,18-59,AllVaccines,224743
2022.01_13-10-2022,Республика Мордовия,21_195_days,18-59,CoviVac,2048
2022.01_13-10-2022,Республика Мордовия,21_195_days,18-59,EpiVacCorona,4575
2022.01_13-10-2022,Республика Мордовия,21_195_days,18-59,SputnikLite,94293
2022.01_13-10-2022,Республика Мордовия,21_195_days,18-59,SputnikV,123827
2022.01_13-10-2022,Республика Мордовия,21_195_days,60+,AllVaccines,108622
2022.01_13-10-2022,Республика Мордовия,21_195_days,60+,CoviVac,543
2022.01_13-10-2022,Республика Мордовия,21_195_days,60+,EpiVacCorona,1912
2022.01_13-10-2022,Республика Мордовия,21_195_days,60+,SputnikLite,52951
2022.01_13-10-2022,Республика Мордовия,21_195_days,60+,SputnikV,53216
2022.01_13-10-2022,Республика Саха (Якутия),21_195_days,18+,AllVaccines,287960
2022.01_13-10-2022,Республика Саха (Якутия),21_195_days,18+,CoviVac,2401
2022.01_13-10-2022,Республика Саха (Якутия),21_195_days,18+,EpiVacCorona,19226
2022.01_13-10-2022,Республика Саха (Якутия),21_195_days,18+,SputnikLite,172126
2022.01_13-10-2022,Республика Саха (Якутия),21_195_days,18+,SputnikV,94207
2022.01_13-10-2022,Республика Саха (Якутия),21_195_days,18-59,AllVaccines,234874
2022.01_13-10-2022,Республика Саха (Якутия),21_195_days,18-59,CoviVac,2074
2022.01_13-10-2022,Республика Саха (Якутия),21_195_days,18-59,EpiVacCorona,16254
2022.01_13-10-2022,Республика Саха (Якутия),21_195_days,18-59,SputnikLite,140585
2022.01_13-10-2022,Республика Саха (Якутия),21_195_days,18-59,SputnikV,75961
2022.01_13-10-2022,Республика Саха (Якутия),21_195_days,60+,AllVaccines,53086
2022.01_13-10-2022,Республика Саха (Якутия),21_195_days,60+,CoviVac,327
2022.01_13-10-2022,Республика Саха (Якутия),21_195_days,60+,EpiVacCorona,2972
2022.01_13-10-2022,Республика Саха (Якутия),21_195_days,60+,SputnikLite,31541
2022.01_13-10-2022,Республика Саха (Якутия),21_195_days,60+,SputnikV,18246
2022.01_13-10-2022,Республика Северная Осетия - Алания,21_195_days,18+,AllVaccines,141690
2022.01_13-10-2022,Республика Северная Осетия - Алания,21_195_days,18+,CoviVac,1038
2022.01_13-10-2022,Республика Северная Осетия - Алания,21_195_days,18+,EpiVacCorona,4318
2022.01_13-10-2022,Республика Северная Осетия - Алания,21_195_days,18+,SputnikLite,56280
2022.01_13-10-2022,Республика Северная Осетия - Алания,21_195_days,18+,SputnikV,80054
2022.01_13-10-2022,Республика Северная Осетия - Алания,21_195_days,18-59,AllVaccines,116882
2022.01_13-10-2022,Республика Северная Осетия - Алания,21_195_days,18-59,CoviVac,800
2022.01_13-10-2022,Республика Северная Осетия - Алания,21_195_days,18-59,EpiVacCorona,3527
2022.01_13-10-2022,Республика Северная Осетия - Алания,21_195_days,18-59,SputnikLite,45532
2022.01_13-10-2022,Республика Северная Осетия - Алания,21_195_days,18-59,SputnikV,67023
2022.01_13-10-2022,Республика Северная Осетия - Алания,21_195_days,60+,AllVaccines,24808
2022.01_13-10-2022,Республика Северная Осетия - Алания,21_195_days,60+,CoviVac,238
2022.01_13-10-2022,Республика Северная Осетия - Алания,21_195_days,60+,EpiVacCorona,791
2022.01_13-10-2022,Республика Северная Осетия - Алания,21_195_days,60+,SputnikLite,10748
2022.01_13-10-2022,Республика Северная Осетия - Алания,21_195_days,60+,SputnikV,13031
2022.01_13-10-2022,Республика Татарстан,21_195_days,18+,AllVaccines,1598737
2022.01_13-10-2022,Республика Татарстан,21_195_days,18+,CoviVac,15258
2022.01_13-10-2022,Республика Татарстан,21_195_days,18+,EpiVacCorona,35401
2022.01_13-10-2022,Республика Татарстан,21_195_days,18+,SputnikLite,323823
2022.01_13-10-2022,Республика Татарстан,21_195_days,18+,SputnikV,1224255
2022.01_13-10-2022,Республика Татарстан,21_195_days,18-59,AllVaccines,1219456
2022.01_13-10-2022,Республика Татарстан,21_195_days,18-59,CoviVac,12903
2022.01_13-10-2022,Республика Татарстан,21_195_days,18-59,EpiVacCorona,23806
2022.01_13-10-2022,Республика Татарстан,21_195_days,18-59,SputnikLite,219164
2022.01_13-10-2022,Республика Татарстан,21_195_days,18-59,SputnikV,963583
2022.01_13-10-2022,Республика Татарстан,21_195_days,60+,AllVaccines,379281
2022.01_13-10-2022,Республика Татарстан,21_195_days,60+,CoviVac,2355
2022.01_13-10-2022,Республика Татарстан,21_195_days,60+,EpiVacCorona,11595
2022.01_13-10-2022,Республика Татарстан,21_195_days,60+,SputnikLite,104659
2022.01_13-10-2022,Республика Татарстан,21_195_days,60+,SputnikV,260672
2022.01_13-10-2022,Республика Тыва,21_195_days,18+,AllVaccines,100129
2022.01_13-10-2022,Республика Тыва,21_195_days,18+,CoviVac,252
2022.01_13-10-2022,Республика Тыва,21_195_days,18+,EpiVacCorona,432
2022.01_13-10-2022,Республика Тыва,21_195_days,18+,SputnikLite,70034
2022.01_13-10-2022,Республика Тыва,21_195_days,18+,SputnikV,29411
2022.01_13-10-2022,Республика Тыва,21_195_days,18-59,AllVaccines,84536
2022.01_13-10-2022,Республика Тыва,21_195_days,18-59,CoviVac,238
2022.01_13-10-2022,Республика Тыва,21_195_days,18-59,EpiVacCorona,374
2022.01_13-10-2022,Республика Тыва,21_195_days,18-59,SputnikLite,58456
2022.01_13-10-2022,Республика Тыва,21_195_days,18-59,SputnikV,25468
2022.01_13-10-2022,Республика Тыва,21_195_days,60+,AllVaccines,15593
2022.01_13-10-2022,Республика Тыва,21_195_days,60+,CoviVac,14
2022.01_13-10-2022,Республика Тыва,21_195_days,60+,EpiVacCorona,58
2022.01_13-10-2022,Республика Тыва,21_195_days,60+,SputnikLite,11578
2022.01_13-10-2022,Республика Тыва,21_195_days,60+,SputnikV,3943
2022.01_13-10-2022,Республика Хакасия,21_195_days,18+,AllVaccines,156281
2022.01_13-10-2022,Республика Хакасия,21_195_days,18+,CoviVac,2198
2022.01_13-10-2022,Республика Хакасия,21_195_days,18+,EpiVacCorona,2485
2022.01_13-10-2022,Республика Хакасия,21_195_days,18+,SputnikLite,64879
2022.01_13-10-2022,Республика Хакасия,21_195_days,18+,SputnikV,86719
2022.01_13-10-2022,Республика Хакасия,21_195_days,18-59,AllVaccines,112961
2022.01_13-10-2022,Республика Хакасия,21_195_days,18-59,CoviVac,1677
2022.01_13-10-2022,Республика Хакасия,21_195_days,18-59,EpiVacCorona,1788
2022.01_13-10-2022,Республика Хакасия,21_195_days,18-59,SputnikLite,42952
2022.01_13-10-2022,Республика Хакасия,21_195_days,18-59,SputnikV,66544
2022.01_13-10-2022,Республика Хакасия,21_195_days,60+,AllVaccines,43320
