data_point;region;vac_interval_group;vaccine;count_vac_zab_18_59;count_vac_hosp_18_59;count_vac_severe_18_59;count_vac_death_18_59;count_vac_zab_60;count_vac_hosp_60;count_vac_severe_60;count_vac_death_60;count_vac_zab_total;count_vac_hosp_total;count_vac_severe_total;count_vac_death_total;count_zab_18_59;count_hosp_18_59;count_severe_18_59;count_death_18_59;count_zab_60;count_hosp_60;count_severe_60;count_death_60;count_zab_total;count_hosp_total;count_severe_total;count_death_total
2021.12_13-10-2022;Смоленская область;75_90_days;AllVaccines;67;7;0;0;25;7;0;1;92;14;0;1;4532;542;63;32;2522;1133;307;278;7054;1675;370;310
2021.12_13-10-2022;Смоленская область;75_90_days;EpiVacCorona;1;0;0;0;1;0;0;0;2;0;0;0;4532;542;63;32;2522;1133;307;278;7054;1675;370;310
2021.12_13-10-2022;Смоленская область;75_90_days;SputnikLite;15;2;0;0;11;3;0;1;26;5;0;1;4532;542;63;32;2522;1133;307;278;7054;1675;370;310
2021.12_13-10-2022;Смоленская область;75_90_days;SputnikV;51;5;0;0;13;4;0;0;64;9;0;0;4532;542;63;32;2522;1133;307;278;7054;1675;370;310
2021.12_13-10-2022;Смоленская область;90_105_days;AllVaccines;152;15;1;1;37;9;1;1;189;24;2;2;4532;542;63;32;2522;1133;307;278;7054;1675;370;310
2021.12_13-10-2022;Смоленская область;90_105_days;EpiVacCorona;6;2;0;0;1;1;0;0;7;3;0;0;4532;542;63;32;2522;1133;307;278;7054;1675;370;310
2021.12_13-10-2022;Смоленская область;90_105_days;SputnikLite;23;3;0;0;8;1;1;1;31;4;1;1;4532;542;63;32;2522;1133;307;278;7054;1675;370;310
2021.12_13-10-2022;Смоленская область;90_105_days;SputnikV;123;10;1;1;28;7;0;0;151;17;1;1;4532;542;63;32;2522;1133;307;278;7054;1675;370;310
2021.12_13-10-2022;Ставропольский край;105_165_days;AllVaccines;1891;241;28;11;509;197;37;26;2400;438;65;37;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;105_165_days;CoviVac;48;9;0;0;5;4;0;0;53;13;0;0;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;105_165_days;EpiVacCorona;58;9;0;0;37;18;6;8;95;27;6;8;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;105_165_days;SputnikLite;160;18;1;0;49;21;6;2;209;39;7;2;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;105_165_days;SputnikV;1625;205;27;11;418;154;25;16;2043;359;52;27;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;165_195_days;AllVaccines;414;61;6;2;244;108;21;16;658;169;27;18;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;165_195_days;CoviVac;7;2;0;0;2;2;0;0;9;4;0;0;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;165_195_days;EpiVacCorona;89;19;3;1;73;40;10;8;162;59;13;9;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;165_195_days;SputnikV;318;40;3;1;169;66;11;8;487;106;14;9;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;21_45_days;AllVaccines;526;75;6;0;196;79;9;1;722;154;15;1;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;21_45_days;CoviVac;16;1;0;0;3;2;0;0;19;3;0;0;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;21_45_days;EpiVacCorona;19;3;0;0;9;5;2;1;28;8;2;1;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;21_45_days;SputnikLite;123;14;2;0;67;25;2;0;190;39;4;0;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;21_45_days;SputnikV;368;57;4;0;117;47;5;0;485;104;9;0;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;45_75_days;AllVaccines;309;44;6;3;165;53;10;4;474;97;16;7;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;45_75_days;CoviVac;4;0;0;0;0;0;0;0;4;0;0;0;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;45_75_days;EpiVacCorona;2;0;0;0;3;2;1;0;5;2;1;0;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;45_75_days;SputnikLite;209;29;6;2;115;34;3;1;324;63;9;3;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;45_75_days;SputnikV;94;15;0;1;47;17;6;3;141;32;6;4;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;75_90_days;AllVaccines;124;13;2;1;54;13;1;2;178;26;3;3;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;75_90_days;CoviVac;5;1;0;0;1;0;0;0;6;1;0;0;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;75_90_days;EpiVacCorona;4;0;0;0;4;1;1;1;8;1;1;1;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;75_90_days;SputnikLite;44;6;1;1;27;5;0;0;71;11;1;1;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;75_90_days;SputnikV;71;6;1;0;22;7;0;1;93;13;1;1;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;90_105_days;AllVaccines;219;31;5;1;86;33;7;5;305;64;12;6;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;90_105_days;CoviVac;1;0;0;0;1;1;0;0;2;1;0;0;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;90_105_days;EpiVacCorona;4;0;0;0;0;0;0;0;4;0;0;0;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;90_105_days;SputnikLite;74;13;2;1;34;10;4;3;108;23;6;4;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Ставропольский край;90_105_days;SputnikV;140;18;3;0;51;22;3;2;191;40;6;2;9755;1633;185;72;6099;2978;751;532;15854;4611;936;604
2021.12_13-10-2022;Тамбовская область;105_165_days;AllVaccines;1301;103;15;5;280;84;15;14;1581;187;30;19;5436;610;64;35;3229;1267;278;267;8665;1877;342;302
2021.12_13-10-2022;Тамбовская область;105_165_days;CoviVac;12;0;0;0;1;0;0;0;13;0;0;0;5436;610;64;35;3229;1267;278;267;8665;1877;342;302
2021.12_13-10-2022;Тамбовская область;105_165_days;EpiVacCorona;9;1;0;0;6;3;1;1;15;4;1;1;5436;610;64;35;3229;1267;278;267;8665;1877;342;302
2021.12_13-10-2022;Тамбовская область;105_165_days;SputnikLite;348;31;0;0;60;25;6;3;408;56;6;3;5436;610;64;35;3229;1267;278;267;8665;1877;342;302
2021.12_13-10-2022;Тамбовская область;105_165_days;SputnikV;932;71;15;5;213;56;8;10;1145;127;23;15;5436;610;64;35;3229;1267;278;267;8665;1877;342;302
2021.12_13-10-2022;Тамбовская область;165_195_days;AllVaccines;295;32;0;0;151;53;6;7;446;85;6;7;5436;610;64;35;3229;1267;278;267;8665;1877;342;302
2021.12_13-10-2022;Тамбовская область;165_195_days;CoviVac;7;0;0;0;2;0;0;0;9;0;0;0;5436;610;64;35;3229;1267;278;267;8665;1877;342;302
2021.12_13-10-2022;Тамбовская область;165_195_days;EpiVacCorona;14;2;0;0;17;10;3;2;31;12;3;2;5436;610;64;35;3229;1267;278;267;8665;1877;342;302
2021.12_13-10-2022;Тамбовская область;165_195_days;SputnikV;274;30;0;0;132;43;3;5;406;73;3;5;5436;610;64;35;3229;1267;278;267;8665;1877;342;302
2021.12_13-10-2022;Тамбовская область;21_45_days;AllVaccines;234;18;2;0;154;42;5;6;388;60;7;6;5436;610;64;35;3229;1267;278;267;8665;1877;342;302
2021.12_13-10-2022;Тамбовская область;21_45_days;CoviVac;10;0;0;0;4;2;0;0;14;2;0;0;5436;610;64;35;3229;1267;278;267;8665;1877;342;302
2021.12_13-10-2022;Тамбовская область;21_45_days;EpiVacCorona;3;1;0;0;2;2;0;0;5;3;0;0;5436;610;64;35;3229;1267;278;267;8665;1877;342;302
2021.12_13-10-2022;Тамбовская область;21_45_days;SputnikLite;138;12;1;0;65;20;2;3;203;32;3;3;5436;610;64;35;3229;1267;278;267;8665;1877;342;302
2021.12_13-10-2022;Тамбовская область;21_45_days;SputnikV;83;5;1;0;83;18;3;3;166;23;4;3;5436;610;64;35;3229;1267;278;267;8665;1877;342;302
2021.12_13-10-2022;Тамбовская область;45_75_days;AllVaccines;237;22;2;1;112;26;3;3;349;48;5;4;5436;610;64;35;3229;1267;278;267;8665;1877;342;302
2021.12_13-10-2022;Тамбовская область;45_75_days;CoviVac;1;0;0;0;0;0;0;0;1;0;0;0;5436;610;64;35;3229;1267;278;267;8665;1877;342;302
2021.12_13-10-2022;Тамбовская область;45_75_days;EpiVacCorona;3;1;0;0;1;1;0;0;4;2;0;0;5436;610;64;35;3229;1267;278;267;8665;1877;342;302
2021.12_13-10-2022;Тамбовская область;45_75_days;SputnikLite;198;18;1;0;74;14;1;2;272;32;2;2;5436;610;64;35;3229;1267;278;267;8665;1877;342;302
2021.12_13-10-2022;Тамбовская область;45_75_days;SputnikV;35;3;1;1;37;11;2;1;72;14;3;2;5436;610;64;35;3229;1267;278;267;8665;1877;342;302
2021.12_13-10-2022;Тамбовская область;75_90_days;AllVaccines;88;4;1;0;61;18;2;1;149;22;3;1;5436;610;64;35;3229;1267;278;267;8665;1877;342;302
2021.12_13-10-2022;Тамбовская область;75_90_days;EpiVacCorona;0;0;0;0;1;0;0;0;1;0;0;0;5436;610;64;35;3229;1267;278;267;8665;1877;342;302
2021.12_13-10-2022;Тамбовская область;75_90_days;SputnikLite;58;2;1;0;35;10;1;0;93;12;2;0;5436;610;64;35;3229;1267;278;267;8665;1877;342;302
2021.12_13-10-2022;Тамбовская область;75_90_days;SputnikV;30;2;0;0;25;8;1;1;55;10;1;1;5436;610;64;35;3229;1267;278;267;8665;1877;342;302
2021.12_13-10-2022;Тамбовская область;90_105_days;AllVaccines;184;23;4;4;122;36;5;8;306;59;9;12;5436;610;64;35;3229;1267;278;267;8665;1877;342;302
2021.12_13-10-2022;Тамбовская область;90_105_days;EpiVacCorona;1;0;0;0;0;0;0;0;1;0;0;0;5436;610;64;35;3229;1267;278;267;8665;1877;342;302
2021.12_13-10-2022;Тамбовская область;90_105_days;SputnikLite;111;17;2;4;57;12;2;4;168;29;4;8;5436;610;64;35;3229;1267;278;267;8665;1877;342;302
2021.12_13-10-2022;Тамбовская область;90_105_days;SputnikV;72;6;2;0;65;24;3;4;137;30;5;4;5436;610;64;35;3229;1267;278;267;8665;1877;342;302
2021.12_13-10-2022;Тверская область;105_165_days;AllVaccines;1477;109;8;5;431;132;17;9;1908;241;25;14;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;105_165_days;CoviVac;23;4;1;0;5;3;1;0;28;7;2;0;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;105_165_days;EpiVacCorona;39;8;0;0;15;7;2;2;54;15;2;2;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;105_165_days;SputnikLite;46;3;0;0;18;4;2;1;64;7;2;1;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;105_165_days;SputnikV;1369;94;7;5;393;118;12;6;1762;212;19;11;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;165_195_days;AllVaccines;170;17;2;1;142;49;6;3;312;66;8;4;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;165_195_days;CoviVac;13;3;0;0;1;0;0;0;14;3;0;0;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;165_195_days;EpiVacCorona;15;1;0;0;19;12;2;1;34;13;2;1;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;165_195_days;SputnikV;142;13;2;1;122;37;4;2;264;50;6;3;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;21_45_days;AllVaccines;284;40;1;0;161;58;11;8;445;98;12;8;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;21_45_days;CoviVac;11;1;0;0;2;2;1;1;13;3;1;1;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;21_45_days;EpiVacCorona;18;10;0;0;10;6;1;1;28;16;1;1;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;21_45_days;SputnikLite;119;14;1;0;82;30;4;4;201;44;5;4;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;21_45_days;SputnikV;136;15;0;0;67;20;5;2;203;35;5;2;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;45_75_days;AllVaccines;215;23;3;3;159;45;7;3;374;68;10;6;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;45_75_days;CoviVac;4;1;0;0;2;0;0;0;6;1;0;0;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;45_75_days;EpiVacCorona;5;1;1;0;4;1;0;0;9;2;1;0;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;45_75_days;SputnikLite;132;11;0;0;113;29;5;1;245;40;5;1;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;45_75_days;SputnikV;74;10;2;3;40;15;2;2;114;25;4;5;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;75_90_days;AllVaccines;71;6;0;1;48;16;1;2;119;22;1;3;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;75_90_days;CoviVac;1;0;0;0;1;0;0;0;2;0;0;0;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;75_90_days;EpiVacCorona;4;1;0;0;2;2;1;1;6;3;1;1;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;75_90_days;SputnikLite;17;2;0;0;23;5;0;1;40;7;0;1;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;75_90_days;SputnikV;49;3;0;1;22;9;0;0;71;12;0;1;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;90_105_days;AllVaccines;170;10;3;1;73;21;2;2;243;31;5;3;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;90_105_days;CoviVac;7;2;0;0;2;2;0;0;9;4;0;0;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;90_105_days;EpiVacCorona;4;2;1;0;0;0;0;0;4;2;1;0;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;90_105_days;SputnikLite;30;2;0;0;18;4;1;0;48;6;1;0;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Тверская область;90_105_days;SputnikV;129;4;2;1;53;15;1;2;182;19;3;3;7867;1040;123;74;4250;2096;464;414;12117;3136;587;488
2021.12_13-10-2022;Томская область;105_165_days;AllVaccines;762;77;3;0;298;101;13;9;1060;178;16;9;5964;969;102;43;3134;1625;423;327;9098;2594;525;370
2021.12_13-10-2022;Томская область;105_165_days;CoviVac;14;2;0;0;2;0;0;0;16;2;0;0;5964;969;102;43;3134;1625;423;327;9098;2594;525;370
2021.12_13-10-2022;Томская область;105_165_days;EpiVacCorona;34;9;0;0;25;13;2;1;59;22;2;1;5964;969;102;43;3134;1625;423;327;9098;2594;525;370
2021.12_13-10-2022;Томская область;105_165_days;SputnikLite;43;4;0;0;4;1;0;0;47;5;0;0;5964;969;102;43;3134;1625;423;327;9098;2594;525;370
2021.12_13-10-2022;Томская область;105_165_days;SputnikV;671;62;3;0;267;87;11;8;938;149;14;8;5964;969;102;43;3134;1625;423;327;9098;2594;525;370
2021.12_13-10-2022;Томская область;165_195_days;AllVaccines;229;40;5;1;196;97;14;7;425;137;19;8;5964;969;102;43;3134;1625;423;327;9098;2594;525;370
2021.12_13-10-2022;Томская область;165_195_days;CoviVac;8;0;0;0;1;0;0;0;9;0;0;0;5964;969;102;43;3134;1625;423;327;9098;2594;525;370
2021.12_13-10-2022;Томская область;165_195_days;EpiVacCorona;93;27;4;1;91;56;10;6;184;83;14;7;5964;969;102;43;3134;1625;423;327;9098;2594;525;370
2021.12_13-10-2022;Томская область;165_195_days;SputnikV;128;13;1;0;104;41;4;1;232;54;5;1;5964;969;102;43;3134;1625;423;327;9098;2594;525;370
2021.12_13-10-2022;Томская область;21_45_days;AllVaccines;272;26;1;1;121;33;9;4;393;59;10;5;5964;969;102;43;3134;1625;423;327;9098;2594;525;370
2021.12_13-10-2022;Томская область;21_45_days;CoviVac;6;1;0;0;0;0;0;0;6;1;0;0;5964;969;102;43;3134;1625;423;327;9098;2594;525;370
2021.12_13-10-2022;Томская область;21_45_days;EpiVacCorona;13;2;0;0;4;3;1;1;17;5;1;1;5964;969;102;43;3134;1625;423;327;9098;2594;525;370
2021.12_13-10-2022;Томская область;21_45_days;SputnikLite;106;11;0;0;74;19;6;2;180;30;6;2;5964;969;102;43;3134;1625;423;327;9098;2594;525;370
2021.12_13-10-2022;Томская область;21_45_days;SputnikV;147;12;1;1;43;11;2;1;190;23;3;2;5964;969;102;43;3134;1625;423;327;9098;2594;525;370
2021.12_13-10-2022;Томская область;45_75_days;AllVaccines;150;12;2;0;91;31;5;5;241;43;7;5;5964;969;102;43;3134;1625;423;327;9098;2594;525;370
2021.12_13-10-2022;Томская область;45_75_days;EpiVacCorona;3;0;0;0;0;0;0;0;3;0;0;0;5964;969;102;43;3134;1625;423;327;9098;2594;525;370
2021.12_13-10-2022;Томская область;45_75_days;SputnikLite;98;9;2;0;70;23;4;4;168;32;6;4;5964;969;102;43;3134;1625;423;327;9098;2594;525;370
2021.12_13-10-2022;Томская область;45_75_days;SputnikV;49;3;0;0;21;8;1;1;70;11;1;1;5964;969;102;43;3134;1625;423;327;9098;2594;525;370
2021.12_13-10-2022;Томская область;75_90_days;AllVaccines;80;9;0;0;22;5;0;0;102;14;0;0;5964;969;102;43;3134;1625;423;327;9098;2594;525;370
2021.12_13-10-2022;Томская область;75_90_days;CoviVac;5;1;0;0;0;0;0;0;5;1;0;0;5964;969;102;43;3134;1625;423;327;9098;2594;525;370
2021.12_13-10-2022;Томская область;75_90_days;EpiVacCorona;1;0;0;0;1;1;0;0;2;1;0;0;5964;969;102;43;3134;1625;423;327;9098;2594;525;370
2021.12_13-10-2022;Томская область;75_90_days;SputnikLite;20;2;0;0;10;2;0;0;30;4;0;0;5964;969;102;43;3134;1625;423;327;9098;2594;525;370
2021.12_13-10-2022;Томская область;75_90_days;SputnikV;54;6;0;0;11;2;0;0;65;8;0;0;5964;969;102;43;3134;1625;423;327;9098;2594;525;370
2021.12_13-10-2022;Томская область;90_105_days;AllVaccines;78;7;1;0;43;13;2;1;121;20;3;1;5964;969;102;43;3134;1625;423;327;9098;2594;525;370
2021.12_13-10-2022;Томская область;90_105_days;EpiVacCorona;1;0;0;0;0;0;0;0;1;0;0;0;5964;969;102;43;3134;1625;423;327;9098;2594;525;370
2021.12_13-10-2022;Томская область;90_105_days;SputnikLite;22;3;0;0;18;6;1;0;40;9;1;0;5964;969;102;43;3134;1625;423;327;9098;2594;525;370
2021.12_13-10-2022;Томская область;90_105_days;SputnikV;55;4;1;0;25;7;1;1;80;11;2;1;5964;969;102;43;3134;1625;423;327;9098;2594;525;370
2021.12_13-10-2022;Тульская область;105_165_days;AllVaccines;2997;176;26;8;652;152;43;19;3649;328;69;27;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;105_165_days;CoviVac;18;4;0;0;3;0;0;0;21;4;0;0;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;105_165_days;EpiVacCorona;34;5;1;0;22;11;5;2;56;16;6;2;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;105_165_days;SputnikLite;93;3;0;0;8;3;2;0;101;6;2;0;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;105_165_days;SputnikV;2852;164;25;8;619;138;36;17;3471;302;61;25;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;165_195_days;AllVaccines;430;31;3;2;172;46;11;11;602;77;14;13;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;165_195_days;CoviVac;8;2;0;0;1;0;0;0;9;2;0;0;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;165_195_days;EpiVacCorona;31;5;0;0;17;5;2;2;48;10;2;2;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;165_195_days;SputnikLite;1;0;0;0;0;0;0;0;1;0;0;0;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;165_195_days;SputnikV;390;24;3;2;154;41;9;9;544;65;12;11;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;21_45_days;AllVaccines;347;29;4;2;215;47;12;7;562;76;16;9;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;21_45_days;CoviVac;13;3;0;0;8;2;0;0;21;5;0;0;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;21_45_days;EpiVacCorona;26;3;0;0;24;13;5;2;50;16;5;2;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;21_45_days;SputnikLite;187;11;0;0;98;20;2;2;285;31;2;2;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;21_45_days;SputnikV;121;12;4;2;85;12;5;3;206;24;9;5;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;45_75_days;AllVaccines;216;14;2;1;138;37;11;11;354;51;13;12;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;45_75_days;CoviVac;2;0;0;0;2;2;0;0;4;2;0;0;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;45_75_days;EpiVacCorona;2;1;0;0;6;2;1;2;8;3;1;2;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;45_75_days;SputnikLite;134;11;2;1;94;20;4;4;228;31;6;5;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;45_75_days;SputnikV;78;2;0;0;36;13;6;5;114;15;6;5;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;75_90_days;AllVaccines;101;5;3;1;57;14;4;3;158;19;7;4;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;75_90_days;CoviVac;0;0;0;0;1;0;0;0;1;0;0;0;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;75_90_days;EpiVacCorona;4;1;0;0;1;1;0;0;5;2;0;0;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;75_90_days;SputnikLite;23;0;0;0;27;5;0;0;50;5;0;0;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;75_90_days;SputnikV;74;4;3;1;28;8;4;3;102;12;7;4;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;90_105_days;AllVaccines;229;15;2;3;78;23;2;1;307;38;4;4;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;90_105_days;CoviVac;0;0;0;0;2;1;0;0;2;1;0;0;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;90_105_days;EpiVacCorona;6;0;0;0;6;3;0;0;12;3;0;0;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;90_105_days;SputnikLite;37;1;0;0;18;2;0;0;55;3;0;0;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тульская область;90_105_days;SputnikV;186;14;2;3;52;17;2;1;238;31;4;4;9311;860;159;63;5344;2151;832;659;14655;3011;991;722
2021.12_13-10-2022;Тюменская область;105_165_days;AllVaccines;1558;224;19;1;402;214;36;17;1960;438;55;18;7133;1213;133;28;3297;2094;535;258;10430;3307;668;286
2021.12_13-10-2022;Тюменская область;105_165_days;CoviVac;5;0;0;0;0;0;0;0;5;0;0;0;7133;1213;133;28;3297;2094;535;258;10430;3307;668;286
2021.12_13-10-2022;Тюменская область;105_165_days;EpiVacCorona;113;27;3;0;47;36;6;1;160;63;9;1;7133;1213;133;28;3297;2094;535;258;10430;3307;668;286
2021.12_13-10-2022;Тюменская область;105_165_days;SputnikLite;193;32;4;0;58;36;5;2;251;68;9;2;7133;1213;133;28;3297;2094;535;258;10430;3307;668;286
2021.12_13-10-2022;Тюменская область;105_165_days;SputnikV;1247;165;12;1;297;142;25;14;1544;307;37;15;7133;1213;133;28;3297;2094;535;258;10430;3307;668;286
2021.12_13-10-2022;Тюменская область;165_195_days;AllVaccines;498;80;6;0;299;177;28;17;797;257;34;17;7133;1213;133;28;3297;2094;535;258;10430;3307;668;286
2021.12_13-10-2022;Тюменская область;165_195_days;CoviVac;3;0;0;0;3;2;0;0;6;2;0;0;7133;1213;133;28;3297;2094;535;258;10430;3307;668;286
2021.12_13-10-2022;Тюменская область;165_195_days;EpiVacCorona;52;16;1;0;41;29;7;5;93;45;8;5;7133;1213;133;28;3297;2094;535;258;10430;3307;668;286
2021.12_13-10-2022;Тюменская область;165_195_days;SputnikV;443;64;5;0;255;146;21;12;698;210;26;12;7133;1213;133;28;3297;2094;535;258;10430;3307;668;286
2021.12_13-10-2022;Тюменская область;21_45_days;AllVaccines;228;34;5;1;106;51;8;2;334;85;13;3;7133;1213;133;28;3297;2094;535;258;10430;3307;668;286
2021.12_13-10-2022;Тюменская область;21_45_days;CoviVac;8;1;0;0;0;0;0;0;8;1;0;0;7133;1213;133;28;3297;2094;535;258;10430;3307;668;286
