data_point,region,age_group,vac_interval_group,vaccine,count_vac_zab,count_vac_hosp,count_vac_severe,count_vac_death
2022.02_01-07-2022,Саратовская область,18-59,21_195_days,SputnikLite,7141,162,17,3
2022.02_01-07-2022,Саратовская область,18-59,21_195_days,SputnikV,12785,384,43,9
2022.02_01-07-2022,Саратовская область,60+,21_195_days,AllVaccines,6894,837,159,59
2022.02_01-07-2022,Саратовская область,60+,21_195_days,CoviVac,85,8,0,0
2022.02_01-07-2022,Саратовская область,60+,21_195_days,EpiVacCorona,345,65,16,5
2022.02_01-07-2022,Саратовская область,60+,21_195_days,SputnikLite,2731,295,45,17
2022.02_01-07-2022,Саратовская область,60+,21_195_days,SputnikV,3733,469,98,37
2022.02_01-07-2022,Сахалинская область,18+,21_195_days,AllVaccines,3859,284,17,11
2022.02_01-07-2022,Сахалинская область,18+,21_195_days,CoviVac,51,1,0,0
2022.02_01-07-2022,Сахалинская область,18+,21_195_days,EpiVacCorona,213,25,1,2
2022.02_01-07-2022,Сахалинская область,18+,21_195_days,SputnikLite,1654,131,9,5
2022.02_01-07-2022,Сахалинская область,18+,21_195_days,SputnikV,1941,127,7,4
2022.02_01-07-2022,Сахалинская область,18-59,21_195_days,AllVaccines,2816,98,4,1
2022.02_01-07-2022,Сахалинская область,18-59,21_195_days,CoviVac,44,1,0,0
2022.02_01-07-2022,Сахалинская область,18-59,21_195_days,EpiVacCorona,152,7,0,0
2022.02_01-07-2022,Сахалинская область,18-59,21_195_days,SputnikLite,1004,29,1,1
2022.02_01-07-2022,Сахалинская область,18-59,21_195_days,SputnikV,1616,61,3,0
2022.02_01-07-2022,Сахалинская область,60+,21_195_days,AllVaccines,1043,186,13,10
2022.02_01-07-2022,Сахалинская область,60+,21_195_days,CoviVac,7,0,0,0
2022.02_01-07-2022,Сахалинская область,60+,21_195_days,EpiVacCorona,61,18,1,2
2022.02_01-07-2022,Сахалинская область,60+,21_195_days,SputnikLite,650,102,8,4
2022.02_01-07-2022,Сахалинская область,60+,21_195_days,SputnikV,325,66,4,4
2022.02_01-07-2022,Свердловская область,18+,21_195_days,AllVaccines,89123,3542,178,155
2022.02_01-07-2022,Свердловская область,18+,21_195_days,CoviVac,1055,49,2,2
2022.02_01-07-2022,Свердловская область,18+,21_195_days,EpiVacCorona,2839,152,10,12
2022.02_01-07-2022,Свердловская область,18+,21_195_days,SputnikLite,35125,1234,58,50
2022.02_01-07-2022,Свердловская область,18+,21_195_days,SputnikV,50104,2107,108,91
2022.02_01-07-2022,Свердловская область,18-59,21_195_days,AllVaccines,66355,1453,56,23
2022.02_01-07-2022,Свердловская область,18-59,21_195_days,CoviVac,858,26,1,1
2022.02_01-07-2022,Свердловская область,18-59,21_195_days,EpiVacCorona,2000,36,1,1
2022.02_01-07-2022,Свердловская область,18-59,21_195_days,SputnikLite,26041,510,14,6
2022.02_01-07-2022,Свердловская область,18-59,21_195_days,SputnikV,37456,881,40,15
2022.02_01-07-2022,Свердловская область,60+,21_195_days,AllVaccines,22768,2089,122,132
2022.02_01-07-2022,Свердловская область,60+,21_195_days,CoviVac,197,23,1,1
2022.02_01-07-2022,Свердловская область,60+,21_195_days,EpiVacCorona,839,116,9,11
2022.02_01-07-2022,Свердловская область,60+,21_195_days,SputnikLite,9084,724,44,44
2022.02_01-07-2022,Свердловская область,60+,21_195_days,SputnikV,12648,1226,68,76
2022.02_01-07-2022,Смоленская область,18+,21_195_days,AllVaccines,11603,485,32,30
2022.02_01-07-2022,Смоленская область,18+,21_195_days,CoviVac,118,3,0,0
2022.02_01-07-2022,Смоленская область,18+,21_195_days,EpiVacCorona,258,12,6,7
2022.02_01-07-2022,Смоленская область,18+,21_195_days,SputnikLite,4239,193,15,14
2022.02_01-07-2022,Смоленская область,18+,21_195_days,SputnikV,6988,277,11,9
2022.02_01-07-2022,Смоленская область,18-59,21_195_days,AllVaccines,8452,210,7,6
2022.02_01-07-2022,Смоленская область,18-59,21_195_days,CoviVac,101,2,0,0
2022.02_01-07-2022,Смоленская область,18-59,21_195_days,EpiVacCorona,176,4,2,2
2022.02_01-07-2022,Смоленская область,18-59,21_195_days,SputnikLite,2785,73,4,4
2022.02_01-07-2022,Смоленская область,18-59,21_195_days,SputnikV,5390,131,1,0
2022.02_01-07-2022,Смоленская область,60+,21_195_days,AllVaccines,3151,275,25,24
2022.02_01-07-2022,Смоленская область,60+,21_195_days,CoviVac,17,1,0,0
2022.02_01-07-2022,Смоленская область,60+,21_195_days,EpiVacCorona,82,8,4,5
2022.02_01-07-2022,Смоленская область,60+,21_195_days,SputnikLite,1454,120,11,10
2022.02_01-07-2022,Смоленская область,60+,21_195_days,SputnikV,1598,146,10,9
2022.02_01-07-2022,Ставропольский край,18+,21_195_days,AllVaccines,21415,1239,118,76
2022.02_01-07-2022,Ставропольский край,18+,21_195_days,CoviVac,353,27,4,2
2022.02_01-07-2022,Ставропольский край,18+,21_195_days,EpiVacCorona,575,51,4,3
2022.02_01-07-2022,Ставропольский край,18+,21_195_days,SputnikLite,7617,460,49,32
2022.02_01-07-2022,Ставропольский край,18+,21_195_days,SputnikV,12870,701,61,39
2022.02_01-07-2022,Ставропольский край,18-59,21_195_days,AllVaccines,15574,464,25,9
2022.02_01-07-2022,Ставропольский край,18-59,21_195_days,CoviVac,257,9,2,2
2022.02_01-07-2022,Ставропольский край,18-59,21_195_days,EpiVacCorona,372,13,1,1
2022.02_01-07-2022,Ставропольский край,18-59,21_195_days,SputnikLite,5057,150,8,1
2022.02_01-07-2022,Ставропольский край,18-59,21_195_days,SputnikV,9888,292,14,5
2022.02_01-07-2022,Ставропольский край,60+,21_195_days,AllVaccines,5841,775,93,67
2022.02_01-07-2022,Ставропольский край,60+,21_195_days,CoviVac,96,18,2,0
2022.02_01-07-2022,Ставропольский край,60+,21_195_days,EpiVacCorona,203,38,3,2
2022.02_01-07-2022,Ставропольский край,60+,21_195_days,SputnikLite,2560,310,41,31
2022.02_01-07-2022,Ставропольский край,60+,21_195_days,SputnikV,2982,409,47,34
2022.02_01-07-2022,Тамбовская область,18+,21_195_days,AllVaccines,18148,684,73,56
2022.02_01-07-2022,Тамбовская область,18+,21_195_days,CoviVac,240,11,1,1
2022.02_01-07-2022,Тамбовская область,18+,21_195_days,EpiVacCorona,364,15,1,1
2022.02_01-07-2022,Тамбовская область,18+,21_195_days,SputnikLite,9675,339,30,24
2022.02_01-07-2022,Тамбовская область,18+,21_195_days,SputnikV,7869,319,41,30
2022.02_01-07-2022,Тамбовская область,18-59,21_195_days,AllVaccines,13031,197,13,6
2022.02_01-07-2022,Тамбовская область,18-59,21_195_days,CoviVac,203,6,0,0
2022.02_01-07-2022,Тамбовская область,18-59,21_195_days,EpiVacCorona,228,3,0,0
2022.02_01-07-2022,Тамбовская область,18-59,21_195_days,SputnikLite,7238,107,7,1
2022.02_01-07-2022,Тамбовская область,18-59,21_195_days,SputnikV,5362,81,6,5
2022.02_01-07-2022,Тамбовская область,60+,21_195_days,AllVaccines,5117,487,60,50
2022.02_01-07-2022,Тамбовская область,60+,21_195_days,CoviVac,37,5,1,1
2022.02_01-07-2022,Тамбовская область,60+,21_195_days,EpiVacCorona,136,12,1,1
2022.02_01-07-2022,Тамбовская область,60+,21_195_days,SputnikLite,2437,232,23,23
2022.02_01-07-2022,Тамбовская область,60+,21_195_days,SputnikV,2507,238,35,25
2022.02_01-07-2022,Тверская область,18+,21_195_days,AllVaccines,17586,752,64,52
2022.02_01-07-2022,Тверская область,18+,21_195_days,CoviVac,386,15,1,1
2022.02_01-07-2022,Тверская область,18+,21_195_days,EpiVacCorona,976,74,5,3
2022.02_01-07-2022,Тверская область,18+,21_195_days,SputnikLite,6049,253,23,18
2022.02_01-07-2022,Тверская область,18+,21_195_days,SputnikV,10175,410,35,30
2022.02_01-07-2022,Тверская область,18-59,21_195_days,AllVaccines,12597,221,10,7
2022.02_01-07-2022,Тверская область,18-59,21_195_days,CoviVac,314,7,0,0
2022.02_01-07-2022,Тверская область,18-59,21_195_days,EpiVacCorona,674,21,1,0
2022.02_01-07-2022,Тверская область,18-59,21_195_days,SputnikLite,3838,65,2,1
2022.02_01-07-2022,Тверская область,18-59,21_195_days,SputnikV,7771,128,7,6
2022.02_01-07-2022,Тверская область,60+,21_195_days,AllVaccines,4989,531,54,45
2022.02_01-07-2022,Тверская область,60+,21_195_days,CoviVac,72,8,1,1
2022.02_01-07-2022,Тверская область,60+,21_195_days,EpiVacCorona,302,53,4,3
2022.02_01-07-2022,Тверская область,60+,21_195_days,SputnikLite,2211,188,21,17
2022.02_01-07-2022,Тверская область,60+,21_195_days,SputnikV,2404,282,28,24
2022.02_01-07-2022,Томская область,18+,21_195_days,AllVaccines,20146,1114,89,43
2022.02_01-07-2022,Томская область,18+,21_195_days,CoviVac,440,16,1,1
2022.02_01-07-2022,Томская область,18+,21_195_days,EpiVacCorona,402,49,3,2
2022.02_01-07-2022,Томская область,18+,21_195_days,SputnikLite,8166,469,32,15
2022.02_01-07-2022,Томская область,18+,21_195_days,SputnikV,11138,580,53,25
2022.02_01-07-2022,Томская область,18-59,21_195_days,AllVaccines,14945,427,23,6
2022.02_01-07-2022,Томская область,18-59,21_195_days,CoviVac,380,9,0,0
2022.02_01-07-2022,Томская область,18-59,21_195_days,EpiVacCorona,288,17,1,1
2022.02_01-07-2022,Томская область,18-59,21_195_days,SputnikLite,5417,141,4,0
2022.02_01-07-2022,Томская область,18-59,21_195_days,SputnikV,8860,260,18,5
2022.02_01-07-2022,Томская область,60+,21_195_days,AllVaccines,5201,687,66,37
2022.02_01-07-2022,Томская область,60+,21_195_days,CoviVac,60,7,1,1
2022.02_01-07-2022,Томская область,60+,21_195_days,EpiVacCorona,114,32,2,1
2022.02_01-07-2022,Томская область,60+,21_195_days,SputnikLite,2749,328,28,15
2022.02_01-07-2022,Томская область,60+,21_195_days,SputnikV,2278,320,35,20
2022.02_01-07-2022,Тульская область,18+,21_195_days,AllVaccines,18045,749,97,45
2022.02_01-07-2022,Тульская область,18+,21_195_days,CoviVac,253,12,0,0
2022.02_01-07-2022,Тульская область,18+,21_195_days,EpiVacCorona,738,59,15,6
2022.02_01-07-2022,Тульская область,18+,21_195_days,SputnikLite,6253,244,27,10
2022.02_01-07-2022,Тульская область,18+,21_195_days,SputnikV,10801,434,55,29
2022.02_01-07-2022,Тульская область,18-59,21_195_days,AllVaccines,12469,231,12,4
2022.02_01-07-2022,Тульская область,18-59,21_195_days,CoviVac,180,4,0,0
2022.02_01-07-2022,Тульская область,18-59,21_195_days,EpiVacCorona,408,9,0,0
2022.02_01-07-2022,Тульская область,18-59,21_195_days,SputnikLite,4093,74,6,3
2022.02_01-07-2022,Тульская область,18-59,21_195_days,SputnikV,7788,144,6,1
2022.02_01-07-2022,Тульская область,60+,21_195_days,AllVaccines,5576,518,85,41
2022.02_01-07-2022,Тульская область,60+,21_195_days,CoviVac,73,8,0,0
2022.02_01-07-2022,Тульская область,60+,21_195_days,EpiVacCorona,330,50,15,6
2022.02_01-07-2022,Тульская область,60+,21_195_days,SputnikLite,2160,170,21,7
2022.02_01-07-2022,Тульская область,60+,21_195_days,SputnikV,3013,290,49,28
2022.02_01-07-2022,Тюменская область,18+,21_195_days,AllVaccines,32835,1525,182,64
2022.02_01-07-2022,Тюменская область,18+,21_195_days,CoviVac,257,10,0,0
2022.02_01-07-2022,Тюменская область,18+,21_195_days,EpiVacCorona,400,36,8,0
2022.02_01-07-2022,Тюменская область,18+,21_195_days,SputnikLite,15989,789,101,40
2022.02_01-07-2022,Тюменская область,18+,21_195_days,SputnikV,16189,690,73,24
2022.02_01-07-2022,Тюменская область,18-59,21_195_days,AllVaccines,23946,528,41,13
2022.02_01-07-2022,Тюменская область,18-59,21_195_days,CoviVac,209,4,0,0
2022.02_01-07-2022,Тюменская область,18-59,21_195_days,EpiVacCorona,270,8,1,0
2022.02_01-07-2022,Тюменская область,18-59,21_195_days,SputnikLite,11024,252,17,6
2022.02_01-07-2022,Тюменская область,18-59,21_195_days,SputnikV,12443,264,23,7
2022.02_01-07-2022,Тюменская область,60+,21_195_days,AllVaccines,8889,997,141,51
2022.02_01-07-2022,Тюменская область,60+,21_195_days,CoviVac,48,6,0,0
2022.02_01-07-2022,Тюменская область,60+,21_195_days,EpiVacCorona,130,28,7,0
2022.02_01-07-2022,Тюменская область,60+,21_195_days,SputnikLite,4965,537,84,34
2022.02_01-07-2022,Тюменская область,60+,21_195_days,SputnikV,3746,426,50,17
2022.02_01-07-2022,Удмуртская Республика,18+,21_195_days,AllVaccines,28180,1050,93,33
2022.02_01-07-2022,Удмуртская Республика,18+,21_195_days,CoviVac,371,18,1,0
2022.02_01-07-2022,Удмуртская Республика,18+,21_195_days,EpiVacCorona,1906,143,22,11
2022.02_01-07-2022,Удмуртская Республика,18+,21_195_days,SputnikLite,10851,410,28,6
2022.02_01-07-2022,Удмуртская Республика,18+,21_195_days,SputnikV,15052,479,42,16
2022.02_01-07-2022,Удмуртская Республика,18-59,21_195_days,AllVaccines,20784,366,17,2
2022.02_01-07-2022,Удмуртская Республика,18-59,21_195_days,CoviVac,324,14,1,0
2022.02_01-07-2022,Удмуртская Республика,18-59,21_195_days,EpiVacCorona,1233,30,1,0
2022.02_01-07-2022,Удмуртская Республика,18-59,21_195_days,SputnikLite,7776,141,6,1
2022.02_01-07-2022,Удмуртская Республика,18-59,21_195_days,SputnikV,11451,181,9,1
2022.02_01-07-2022,Удмуртская Республика,60+,21_195_days,AllVaccines,7396,684,76,31
2022.02_01-07-2022,Удмуртская Республика,60+,21_195_days,CoviVac,47,4,0,0
2022.02_01-07-2022,Удмуртская Республика,60+,21_195_days,EpiVacCorona,673,113,21,11
2022.02_01-07-2022,Удмуртская Республика,60+,21_195_days,SputnikLite,3075,269,22,5
2022.02_01-07-2022,Удмуртская Республика,60+,21_195_days,SputnikV,3601,298,33,15
2022.02_01-07-2022,Ульяновская область,18+,21_195_days,AllVaccines,17350,671,82,44
2022.02_01-07-2022,Ульяновская область,18+,21_195_days,CoviVac,251,8,0,0
2022.02_01-07-2022,Ульяновская область,18+,21_195_days,EpiVacCorona,544,33,6,4
2022.02_01-07-2022,Ульяновская область,18+,21_195_days,SputnikLite,6896,243,30,18
2022.02_01-07-2022,Ульяновская область,18+,21_195_days,SputnikV,9659,387,46,22
2022.02_01-07-2022,Ульяновская область,18-59,21_195_days,AllVaccines,12699,228,19,7
2022.02_01-07-2022,Ульяновская область,18-59,21_195_days,CoviVac,207,1,0,0
2022.02_01-07-2022,Ульяновская область,18-59,21_195_days,EpiVacCorona,379,10,0,1
2022.02_01-07-2022,Ульяновская область,18-59,21_195_days,SputnikLite,4725,73,8,3
2022.02_01-07-2022,Ульяновская область,18-59,21_195_days,SputnikV,7388,144,11,3
2022.02_01-07-2022,Ульяновская область,60+,21_195_days,AllVaccines,4651,443,63,37
2022.02_01-07-2022,Ульяновская область,60+,21_195_days,CoviVac,44,7,0,0
2022.02_01-07-2022,Ульяновская область,60+,21_195_days,EpiVacCorona,165,23,6,3
2022.02_01-07-2022,Ульяновская область,60+,21_195_days,SputnikLite,2171,170,22,15
2022.02_01-07-2022,Ульяновская область,60+,21_195_days,SputnikV,2271,243,35,19
2022.02_01-07-2022,Хабаровский край,18+,21_195_days,AllVaccines,14447,989,52,26
2022.02_01-07-2022,Хабаровский край,18+,21_195_days,CoviVac,244,16,1,1
2022.02_01-07-2022,Хабаровский край,18+,21_195_days,EpiVacCorona,386,54,3,1
2022.02_01-07-2022,Хабаровский край,18+,21_195_days,SputnikLite,5680,423,19,13
2022.02_01-07-2022,Хабаровский край,18+,21_195_days,SputnikV,8137,496,29,11
2022.02_01-07-2022,Хабаровский край,18-59,21_195_days,AllVaccines,10981,390,13,2
2022.02_01-07-2022,Хабаровский край,18-59,21_195_days,CoviVac,201,7,0,0
2022.02_01-07-2022,Хабаровский край,18-59,21_195_days,EpiVacCorona,295,23,0,0
2022.02_01-07-2022,Хабаровский край,18-59,21_195_days,SputnikLite,4106,154,2,1
2022.02_01-07-2022,Хабаровский край,18-59,21_195_days,SputnikV,6379,206,11,1
2022.02_01-07-2022,Хабаровский край,60+,21_195_days,AllVaccines,3466,599,39,24
2022.02_01-07-2022,Хабаровский край,60+,21_195_days,CoviVac,43,9,1,1
2022.02_01-07-2022,Хабаровский край,60+,21_195_days,EpiVacCorona,91,31,3,1
2022.02_01-07-2022,Хабаровский край,60+,21_195_days,SputnikLite,1574,269,17,12
2022.02_01-07-2022,Хабаровский край,60+,21_195_days,SputnikV,1758,290,18,10
2022.02_01-07-2022,Ханты-Мансийский автономный округ - Югра,18+,21_195_days,AllVaccines,24984,959,79,41
2022.02_01-07-2022,Ханты-Мансийский автономный округ - Югра,18+,21_195_days,CoviVac,259,9,1,0
2022.02_01-07-2022,Ханты-Мансийский автономный округ - Югра,18+,21_195_days,EpiVacCorona,400,31,2,2
2022.02_01-07-2022,Ханты-Мансийский автономный округ - Югра,18+,21_195_days,SputnikLite,10397,365,27,12
2022.02_01-07-2022,Ханты-Мансийский автономный округ - Югра,18+,21_195_days,SputnikV,13928,554,49,27
2022.02_01-07-2022,Ханты-Мансийский автономный округ - Югра,18-59,21_195_days,AllVaccines,20028,359,18,6
2022.02_01-07-2022,Ханты-Мансийский автономный округ - Югра,18-59,21_195_days,CoviVac,225,5,0,0
2022.02_01-07-2022,Ханты-Мансийский автономный округ - Югра,18-59,21_195_days,EpiVacCorona,280,7,0,0
2022.02_01-07-2022,Ханты-Мансийский автономный округ - Югра,18-59,21_195_days,SputnikLite,7999,112,5,1
2022.02_01-07-2022,Ханты-Мансийский автономный округ - Югра,18-59,21_195_days,SputnikV,11524,235,13,5
2022.02_01-07-2022,Ханты-Мансийский автономный округ - Югра,60+,21_195_days,AllVaccines,4956,600,61,35
2022.02_01-07-2022,Ханты-Мансийский автономный округ - Югра,60+,21_195_days,CoviVac,34,4,1,0
2022.02_01-07-2022,Ханты-Мансийский автономный округ - Югра,60+,21_195_days,EpiVacCorona,120,24,2,2
2022.02_01-07-2022,Ханты-Мансийский автономный округ - Югра,60+,21_195_days,SputnikLite,2398,253,22,11
2022.02_01-07-2022,Ханты-Мансийский автономный округ - Югра,60+,21_195_days,SputnikV,2404,319,36,22
2022.02_01-07-2022,Челябинская область,18+,21_195_days,AllVaccines,47730,2148,189,120
2022.02_01-07-2022,Челябинская область,18+,21_195_days,CoviVac,927,37,2,0
2022.02_01-07-2022,Челябинская область,18+,21_195_days,EpiVacCorona,1803,142,19,12
2022.02_01-07-2022,Челябинская область,18+,21_195_days,SputnikLite,16727,683,67,50
2022.02_01-07-2022,Челябинская область,18+,21_195_days,SputnikV,28273,1286,101,58
2022.02_01-07-2022,Челябинская область,18-59,21_195_days,AllVaccines,35801,807,38,16
2022.02_01-07-2022,Челябинская область,18-59,21_195_days,CoviVac,758,12,1,0
2022.02_01-07-2022,Челябинская область,18-59,21_195_days,EpiVacCorona,1252,43,3,0
2022.02_01-07-2022,Челябинская область,18-59,21_195_days,SputnikLite,12298,246,10,5
2022.02_01-07-2022,Челябинская область,18-59,21_195_days,SputnikV,21493,506,24,11
2022.02_01-07-2022,Челябинская область,60+,21_195_days,AllVaccines,11929,1341,151,104
2022.02_01-07-2022,Челябинская область,60+,21_195_days,CoviVac,169,25,1,0
2022.02_01-07-2022,Челябинская область,60+,21_195_days,EpiVacCorona,551,99,16,12
2022.02_01-07-2022,Челябинская область,60+,21_195_days,SputnikLite,4429,437,57,45
2022.02_01-07-2022,Челябинская область,60+,21_195_days,SputnikV,6780,780,77,47
2022.02_01-07-2022,Чеченская Республика,18+,21_195_days,AllVaccines,1410,88,14,6
2022.02_01-07-2022,Чеченская Республика,18+,21_195_days,CoviVac,5,1,0,0
2022.02_01-07-2022,Чеченская Республика,18+,21_195_days,EpiVacCorona,57,2,1,0
2022.02_01-07-2022,Чеченская Республика,18+,21_195_days,SputnikLite,459,28,2,0
2022.02_01-07-2022,Чеченская Республика,18+,21_195_days,SputnikV,889,57,11,6
2022.02_01-07-2022,Чеченская Республика,18-59,21_195_days,AllVaccines,1088,60,5,0
2022.02_01-07-2022,Чеченская Республика,18-59,21_195_days,CoviVac,4,1,0,0
2022.02_01-07-2022,Чеченская Республика,18-59,21_195_days,EpiVacCorona,43,1,0,0
2022.02_01-07-2022,Чеченская Республика,18-59,21_195_days,SputnikLite,413,24,2,0
2022.02_01-07-2022,Чеченская Республика,18-59,21_195_days,SputnikV,628,34,3,0
2022.02_01-07-2022,Чеченская Республика,60+,21_195_days,AllVaccines,322,28,9,6
2022.02_01-07-2022,Чеченская Республика,60+,21_195_days,CoviVac,1,0,0,0
2022.02_01-07-2022,Чеченская Республика,60+,21_195_days,EpiVacCorona,14,1,1,0
2022.02_01-07-2022,Чеченская Республика,60+,21_195_days,SputnikLite,46,4,0,0
2022.02_01-07-2022,Чеченская Республика,60+,21_195_days,SputnikV,261,23,8,6
2022.02_01-07-2022,Чувашская Республика,18+,21_195_days,AllVaccines,6095,502,78,29
2022.02_01-07-2022,Чувашская Республика,18+,21_195_days,CoviVac,93,6,1,0
2022.02_01-07-2022,Чувашская Республика,18+,21_195_days,EpiVacCorona,199,23,3,1
2022.02_01-07-2022,Чувашская Республика,18+,21_195_days,SputnikLite,2387,176,20,5
2022.02_01-07-2022,Чувашская Республика,18+,21_195_days,SputnikV,3416,297,54,23
2022.02_01-07-2022,Чувашская Республика,18-59,21_195_days,AllVaccines,4193,175,27,8
2022.02_01-07-2022,Чувашская Республика,18-59,21_195_days,CoviVac,73,2,1,0
2022.02_01-07-2022,Чувашская Республика,18-59,21_195_days,EpiVacCorona,132,9,1,0
2022.02_01-07-2022,Чувашская Республика,18-59,21_195_days,SputnikLite,1537,66,5,1
2022.02_01-07-2022,Чувашская Республика,18-59,21_195_days,SputnikV,2451,98,20,7
2022.02_01-07-2022,Чувашская Республика,60+,21_195_days,AllVaccines,1902,327,51,21
2022.02_01-07-2022,Чувашская Республика,60+,21_195_days,CoviVac,20,4,0,0
2022.02_01-07-2022,Чувашская Республика,60+,21_195_days,EpiVacCorona,67,14,2,1
2022.02_01-07-2022,Чувашская Республика,60+,21_195_days,SputnikLite,850,110,15,4
2022.02_01-07-2022,Чувашская Республика,60+,21_195_days,SputnikV,965,199,34,16
2022.02_01-07-2022,Чукотский автономный округ,18+,21_195_days,AllVaccines,761,16,0,0
2022.02_01-07-2022,Чукотский автономный округ,18+,21_195_days,CoviVac,62,1,0,0
2022.02_01-07-2022,Чукотский автономный округ,18+,21_195_days,EpiVacCorona,31,1,0,0
2022.02_01-07-2022,Чукотский автономный округ,18+,21_195_days,SputnikLite,511,11,0,0
2022.02_01-07-2022,Чукотский автономный округ,18+,21_195_days,SputnikV,157,3,0,0
2022.02_01-07-2022,Чукотский автономный округ,18-59,21_195_days,AllVaccines,663,12,0,0
2022.02_01-07-2022,Чукотский автономный округ,18-59,21_195_days,CoviVac,58,1,0,0
2022.02_01-07-2022,Чукотский автономный округ,18-59,21_195_days,EpiVacCorona,26,1,0,0
2022.02_01-07-2022,Чукотский автономный округ,18-59,21_195_days,SputnikLite,442,8,0,0
2022.02_01-07-2022,Чукотский автономный округ,18-59,21_195_days,SputnikV,137,2,0,0
2022.02_01-07-2022,Чукотский автономный округ,60+,21_195_days,AllVaccines,98,4,0,0
2022.02_01-07-2022,Чукотский автономный округ,60+,21_195_days,CoviVac,4,0,0,0
2022.02_01-07-2022,Чукотский автономный округ,60+,21_195_days,EpiVacCorona,5,0,0,0
2022.02_01-07-2022,Чукотский автономный округ,60+,21_195_days,SputnikLite,69,3,0,0
2022.02_01-07-2022,Чукотский автономный округ,60+,21_195_days,SputnikV,20,1,0,0
2022.02_01-07-2022,Ямало-Ненецкий автономный округ,18+,21_195_days,AllVaccines,12337,440,28,6
2022.02_01-07-2022,Ямало-Ненецкий автономный округ,18+,21_195_days,CoviVac,200,11,1,0
2022.02_01-07-2022,Ямало-Ненецкий автономный округ,18+,21_195_days,EpiVacCorona,55,3,0,0
2022.02_01-07-2022,Ямало-Ненецкий автономный округ,18+,21_195_days,SputnikLite,6968,273,17,3
2022.02_01-07-2022,Ямало-Ненецкий автономный округ,18+,21_195_days,SputnikV,5114,153,10,3
2022.02_01-07-2022,Ямало-Ненецкий автономный округ,18-59,21_195_days,AllVaccines,11057,239,14,4
2022.02_01-07-2022,Ямало-Ненецкий автономный округ,18-59,21_195_days,CoviVac,173,4,0,0
2022.02_01-07-2022,Ямало-Ненецкий автономный округ,18-59,21_195_days,EpiVacCorona,49,2,0,0
2022.02_01-07-2022,Ямало-Ненецкий автономный округ,18-59,21_195_days,SputnikLite,6124,136,10,3
2022.02_01-07-2022,Ямало-Ненецкий автономный округ,18-59,21_195_days,SputnikV,4711,97,4,1
2022.02_01-07-2022,Ямало-Ненецкий автономный округ,60+,21_195_days,AllVaccines,1280,201,14,2
2022.02_01-07-2022,Ямало-Ненецкий автономный округ,60+,21_195_days,CoviVac,27,7,1,0
2022.02_01-07-2022,Ямало-Ненецкий автономный округ,60+,21_195_days,EpiVacCorona,6,1,0,0
2022.02_01-07-2022,Ямало-Ненецкий автономный округ,60+,21_195_days,SputnikLite,844,137,7,0
2022.02_01-07-2022,Ямало-Ненецкий автономный округ,60+,21_195_days,SputnikV,403,56,6,2
2022.02_01-07-2022,Ярославская область,18+,21_195_days,AllVaccines,17562,635,79,36
2022.02_01-07-2022,Ярославская область,18+,21_195_days,CoviVac,265,3,0,0
2022.02_01-07-2022,Ярославская область,18+,21_195_days,EpiVacCorona,553,45,6,4
2022.02_01-07-2022,Ярославская область,18+,21_195_days,SputnikLite,8309,260,27,12
2022.02_01-07-2022,Ярославская область,18+,21_195_days,SputnikV,8435,327,46,20
2022.02_01-07-2022,Ярославская область,18-59,21_195_days,AllVaccines,12920,189,17,5
2022.02_01-07-2022,Ярославская область,18-59,21_195_days,CoviVac,226,3,0,0
2022.02_01-07-2022,Ярославская область,18-59,21_195_days,EpiVacCorona,399,18,2,1
2022.02_01-07-2022,Ярославская область,18-59,21_195_days,SputnikLite,6102,67,5,1
2022.02_01-07-2022,Ярославская область,18-59,21_195_days,SputnikV,6193,101,10,3
2022.02_01-07-2022,Ярославская область,60+,21_195_days,AllVaccines,4642,446,62,31
2022.02_01-07-2022,Ярославская область,60+,21_195_days,CoviVac,39,0,0,0
2022.02_01-07-2022,Ярославская область,60+,21_195_days,EpiVacCorona,154,27,4,3
2022.02_01-07-2022,Ярославская область,60+,21_195_days,SputnikLite,2207,193,22,11
2022.02_01-07-2022,Ярославская область,60+,21_195_days,SputnikV,2242,226,36,17
2022.02_01-07-2022,г. Москва,18+,21_195_days,AllVaccines,71357,1564,1157,373
2022.02_01-07-2022,г. Москва,18+,21_195_days,CoviVac,2931,66,27,2
2022.02_01-07-2022,г. Москва,18+,21_195_days,EpiVacCorona,535,16,11,5
2022.02_01-07-2022,г. Москва,18+,21_195_days,SputnikLite,24397,525,403,133
2022.02_01-07-2022,г. Москва,18+,21_195_days,SputnikV,43494,957,716,233
2022.02_01-07-2022,г. Москва,18-59,21_195_days,AllVaccines,43065,449,234,23
2022.02_01-07-2022,г. Москва,18-59,21_195_days,CoviVac,2490,39,15,0
2022.02_01-07-2022,г. Москва,18-59,21_195_days,EpiVacCorona,304,0,1,0
2022.02_01-07-2022,г. Москва,18-59,21_195_days,SputnikLite,11856,108,71,10
2022.02_01-07-2022,г. Москва,18-59,21_195_days,SputnikV,28415,302,147,13
2022.02_01-07-2022,г. Москва,60+,21_195_days,AllVaccines,28292,1115,923,350
2022.02_01-07-2022,г. Москва,60+,21_195_days,CoviVac,441,27,12,2
2022.02_01-07-2022,г. Москва,60+,21_195_days,EpiVacCorona,231,16,10,5
