data_point,region,age_group,vac_interval_group,vaccine,count_vac_zab,count_vac_hosp,count_vac_severe,count_vac_death
2022.02_01-07-2022,Московская область,18+,21_45_days,SputnikV,1201,56,16,5
2022.02_01-07-2022,Московская область,18+,45_75_days,AllVaccines,8139,335,102,24
2022.02_01-07-2022,Московская область,18+,45_75_days,CoviVac,205,13,5,2
2022.02_01-07-2022,Московская область,18+,45_75_days,EpiVacCorona,293,29,5,5
2022.02_01-07-2022,Московская область,18+,45_75_days,SputnikLite,2148,76,30,7
2022.02_01-07-2022,Московская область,18+,45_75_days,SputnikV,5493,217,62,10
2022.02_01-07-2022,Московская область,18+,75_90_days,AllVaccines,5488,229,72,17
2022.02_01-07-2022,Московская область,18+,75_90_days,CoviVac,88,2,0,0
2022.02_01-07-2022,Московская область,18+,75_90_days,EpiVacCorona,188,18,4,2
2022.02_01-07-2022,Московская область,18+,75_90_days,SputnikLite,1433,58,15,4
2022.02_01-07-2022,Московская область,18+,75_90_days,SputnikV,3779,151,53,11
2022.02_01-07-2022,Московская область,18+,90_105_days,AllVaccines,5346,224,78,20
2022.02_01-07-2022,Московская область,18+,90_105_days,CoviVac,132,6,3,0
2022.02_01-07-2022,Московская область,18+,90_105_days,EpiVacCorona,148,18,8,1
2022.02_01-07-2022,Московская область,18+,90_105_days,SputnikLite,1659,79,22,8
2022.02_01-07-2022,Московская область,18+,90_105_days,SputnikV,3407,121,45,11
2022.02_01-07-2022,Московская область,18-59,105_165_days,AllVaccines,8785,141,28,2
2022.02_01-07-2022,Московская область,18-59,105_165_days,CoviVac,271,6,3,0
2022.02_01-07-2022,Московская область,18-59,105_165_days,EpiVacCorona,123,6,2,0
2022.02_01-07-2022,Московская область,18-59,105_165_days,SputnikLite,2271,29,3,0
2022.02_01-07-2022,Московская область,18-59,105_165_days,SputnikV,6120,100,20,2
2022.02_01-07-2022,Московская область,18-59,165_195_days,AllVaccines,15220,231,71,7
2022.02_01-07-2022,Московская область,18-59,165_195_days,CoviVac,293,6,2,0
2022.02_01-07-2022,Московская область,18-59,165_195_days,EpiVacCorona,145,5,1,1
2022.02_01-07-2022,Московская область,18-59,165_195_days,SputnikLite,465,4,1,0
2022.02_01-07-2022,Московская область,18-59,165_195_days,SputnikV,14317,216,67,6
2022.02_01-07-2022,Московская область,18-59,21_45_days,AllVaccines,2819,43,15,1
2022.02_01-07-2022,Московская область,18-59,21_45_days,CoviVac,22,1,0,0
2022.02_01-07-2022,Московская область,18-59,21_45_days,EpiVacCorona,36,2,1,0
2022.02_01-07-2022,Московская область,18-59,21_45_days,SputnikLite,1886,24,13,1
2022.02_01-07-2022,Московская область,18-59,21_45_days,SputnikV,875,16,1,0
2022.02_01-07-2022,Московская область,18-59,45_75_days,AllVaccines,5346,109,25,3
2022.02_01-07-2022,Московская область,18-59,45_75_days,CoviVac,135,5,2,1
2022.02_01-07-2022,Московская область,18-59,45_75_days,EpiVacCorona,134,8,0,1
2022.02_01-07-2022,Московская область,18-59,45_75_days,SputnikLite,1194,18,8,0
2022.02_01-07-2022,Московская область,18-59,45_75_days,SputnikV,3883,78,15,1
2022.02_01-07-2022,Московская область,18-59,75_90_days,AllVaccines,3556,61,19,1
2022.02_01-07-2022,Московская область,18-59,75_90_days,CoviVac,59,0,0,0
2022.02_01-07-2022,Московская область,18-59,75_90_days,EpiVacCorona,99,3,0,0
2022.02_01-07-2022,Московская область,18-59,75_90_days,SputnikLite,789,9,0,0
2022.02_01-07-2022,Московская область,18-59,75_90_days,SputnikV,2609,49,19,1
2022.02_01-07-2022,Московская область,18-59,90_105_days,AllVaccines,3457,61,20,2
2022.02_01-07-2022,Московская область,18-59,90_105_days,CoviVac,78,0,0,0
2022.02_01-07-2022,Московская область,18-59,90_105_days,EpiVacCorona,70,3,1,0
2022.02_01-07-2022,Московская область,18-59,90_105_days,SputnikLite,867,21,3,0
2022.02_01-07-2022,Московская область,18-59,90_105_days,SputnikV,2442,37,16,2
2022.02_01-07-2022,Московская область,60+,105_165_days,AllVaccines,4421,338,127,49
2022.02_01-07-2022,Московская область,60+,105_165_days,CoviVac,118,13,4,2
2022.02_01-07-2022,Московская область,60+,105_165_days,EpiVacCorona,107,15,5,2
2022.02_01-07-2022,Московская область,60+,105_165_days,SputnikLite,2253,159,64,27
2022.02_01-07-2022,Московская область,60+,105_165_days,SputnikV,1943,151,54,18
2022.02_01-07-2022,Московская область,60+,165_195_days,AllVaccines,3752,241,78,20
2022.02_01-07-2022,Московская область,60+,165_195_days,CoviVac,86,4,0,0
2022.02_01-07-2022,Московская область,60+,165_195_days,EpiVacCorona,75,7,2,2
2022.02_01-07-2022,Московская область,60+,165_195_days,SputnikLite,322,16,4,0
2022.02_01-07-2022,Московская область,60+,165_195_days,SputnikV,3269,214,72,18
2022.02_01-07-2022,Московская область,60+,21_45_days,AllVaccines,1354,105,39,11
2022.02_01-07-2022,Московская область,60+,21_45_days,CoviVac,12,1,0,0
2022.02_01-07-2022,Московская область,60+,21_45_days,EpiVacCorona,34,5,2,0
2022.02_01-07-2022,Московская область,60+,21_45_days,SputnikLite,982,59,22,6
2022.02_01-07-2022,Московская область,60+,21_45_days,SputnikV,326,40,15,5
2022.02_01-07-2022,Московская область,60+,45_75_days,AllVaccines,2793,226,77,21
2022.02_01-07-2022,Московская область,60+,45_75_days,CoviVac,70,8,3,1
2022.02_01-07-2022,Московская область,60+,45_75_days,EpiVacCorona,159,21,5,4
2022.02_01-07-2022,Московская область,60+,45_75_days,SputnikLite,954,58,22,7
2022.02_01-07-2022,Московская область,60+,45_75_days,SputnikV,1610,139,47,9
2022.02_01-07-2022,Московская область,60+,75_90_days,AllVaccines,1932,168,53,16
2022.02_01-07-2022,Московская область,60+,75_90_days,CoviVac,29,2,0,0
2022.02_01-07-2022,Московская область,60+,75_90_days,EpiVacCorona,89,15,4,2
2022.02_01-07-2022,Московская область,60+,75_90_days,SputnikLite,644,49,15,4
2022.02_01-07-2022,Московская область,60+,75_90_days,SputnikV,1170,102,34,10
2022.02_01-07-2022,Московская область,60+,90_105_days,AllVaccines,1889,163,58,18
2022.02_01-07-2022,Московская область,60+,90_105_days,CoviVac,54,6,3,0
2022.02_01-07-2022,Московская область,60+,90_105_days,EpiVacCorona,78,15,7,1
2022.02_01-07-2022,Московская область,60+,90_105_days,SputnikLite,792,58,19,8
2022.02_01-07-2022,Московская область,60+,90_105_days,SputnikV,965,84,29,9
2022.02_01-07-2022,РФ,18+,105_165_days,AllVaccines,457227,23108,2942,1325
2022.02_01-07-2022,РФ,18+,105_165_days,CoviVac,8958,372,36,13
2022.02_01-07-2022,РФ,18+,105_165_days,EpiVacCorona,7412,619,108,44
2022.02_01-07-2022,РФ,18+,105_165_days,SputnikLite,248577,12567,1403,623
2022.02_01-07-2022,РФ,18+,105_165_days,SputnikV,192280,9550,1395,645
2022.02_01-07-2022,РФ,18+,165_195_days,AllVaccines,485451,16451,1915,661
2022.02_01-07-2022,РФ,18+,165_195_days,CoviVac,8256,298,21,4
2022.02_01-07-2022,РФ,18+,165_195_days,EpiVacCorona,14609,917,125,45
2022.02_01-07-2022,РФ,18+,165_195_days,SputnikLite,111232,3545,307,123
2022.02_01-07-2022,РФ,18+,165_195_days,SputnikV,351354,11691,1462,489
2022.02_01-07-2022,РФ,18+,21_45_days,AllVaccines,134009,7489,1043,492
2022.02_01-07-2022,РФ,18+,21_45_days,CoviVac,1365,67,11,1
2022.02_01-07-2022,РФ,18+,21_45_days,EpiVacCorona,4452,618,120,63
2022.02_01-07-2022,РФ,18+,21_45_days,SputnikLite,93667,4162,519,225
2022.02_01-07-2022,РФ,18+,21_45_days,SputnikV,34525,2642,393,203
2022.02_01-07-2022,РФ,18+,45_75_days,AllVaccines,322419,19942,2628,1235
2022.02_01-07-2022,РФ,18+,45_75_days,CoviVac,5856,322,47,15
2022.02_01-07-2022,РФ,18+,45_75_days,EpiVacCorona,13403,1378,219,118
2022.02_01-07-2022,РФ,18+,45_75_days,SputnikLite,102959,6271,842,415
2022.02_01-07-2022,РФ,18+,45_75_days,SputnikV,200201,11971,1520,687
2022.02_01-07-2022,РФ,18+,75_90_days,AllVaccines,234329,12890,1567,678
2022.02_01-07-2022,РФ,18+,75_90_days,CoviVac,4121,208,27,10
2022.02_01-07-2022,РФ,18+,75_90_days,EpiVacCorona,8762,774,99,49
2022.02_01-07-2022,РФ,18+,75_90_days,SputnikLite,74236,4228,505,233
2022.02_01-07-2022,РФ,18+,75_90_days,SputnikV,147210,7680,936,386
2022.02_01-07-2022,РФ,18+,90_105_days,AllVaccines,169933,9016,1155,501
2022.02_01-07-2022,РФ,18+,90_105_days,CoviVac,4449,174,26,3
2022.02_01-07-2022,РФ,18+,90_105_days,EpiVacCorona,6655,594,93,43
2022.02_01-07-2022,РФ,18+,90_105_days,SputnikLite,55447,2883,359,168
2022.02_01-07-2022,РФ,18+,90_105_days,SputnikV,103382,5365,677,287
2022.02_01-07-2022,РФ,18-59,105_165_days,AllVaccines,320857,7881,585,155
2022.02_01-07-2022,РФ,18-59,105_165_days,CoviVac,7413,183,15,2
2022.02_01-07-2022,РФ,18-59,105_165_days,EpiVacCorona,4942,171,13,3
2022.02_01-07-2022,РФ,18-59,105_165_days,SputnikLite,167793,4172,283,73
2022.02_01-07-2022,РФ,18-59,105_165_days,SputnikV,140709,3355,274,77
2022.02_01-07-2022,РФ,18-59,165_195_days,AllVaccines,401803,8274,665,119
2022.02_01-07-2022,РФ,18-59,165_195_days,CoviVac,7146,189,11,0
2022.02_01-07-2022,РФ,18-59,165_195_days,EpiVacCorona,11042,355,28,4
2022.02_01-07-2022,РФ,18-59,165_195_days,SputnikLite,94501,1991,110,29
2022.02_01-07-2022,РФ,18-59,165_195_days,SputnikV,289114,5739,516,86
2022.02_01-07-2022,РФ,18-59,21_45_days,AllVaccines,92654,2443,180,38
2022.02_01-07-2022,РФ,18-59,21_45_days,CoviVac,1070,38,5,1
2022.02_01-07-2022,РФ,18-59,21_45_days,EpiVacCorona,2601,127,11,5
2022.02_01-07-2022,РФ,18-59,21_45_days,SputnikLite,65530,1428,106,21
2022.02_01-07-2022,РФ,18-59,21_45_days,SputnikV,23453,850,58,11
2022.02_01-07-2022,РФ,18-59,45_75_days,AllVaccines,220449,6602,506,143
2022.02_01-07-2022,РФ,18-59,45_75_days,CoviVac,4688,142,15,4
2022.02_01-07-2022,РФ,18-59,45_75_days,EpiVacCorona,8742,371,35,12
2022.02_01-07-2022,РФ,18-59,45_75_days,SputnikLite,64047,1706,127,34
2022.02_01-07-2022,РФ,18-59,45_75_days,SputnikV,142972,4383,329,93
2022.02_01-07-2022,РФ,18-59,75_90_days,AllVaccines,162149,4514,354,87
2022.02_01-07-2022,РФ,18-59,75_90_days,CoviVac,3391,101,11,3
2022.02_01-07-2022,РФ,18-59,75_90_days,EpiVacCorona,6004,241,17,2
2022.02_01-07-2022,РФ,18-59,75_90_days,SputnikLite,45001,1174,75,17
2022.02_01-07-2022,РФ,18-59,75_90_days,SputnikV,107753,2998,251,65
2022.02_01-07-2022,РФ,18-59,90_105_days,AllVaccines,118343,3068,253,63
2022.02_01-07-2022,РФ,18-59,90_105_days,CoviVac,3622,88,11,2
2022.02_01-07-2022,РФ,18-59,90_105_days,EpiVacCorona,4536,169,17,4
2022.02_01-07-2022,РФ,18-59,90_105_days,SputnikLite,35175,870,66,20
2022.02_01-07-2022,РФ,18-59,90_105_days,SputnikV,75010,1941,159,37
2022.02_01-07-2022,РФ,60+,105_165_days,AllVaccines,136370,15227,2357,1170
2022.02_01-07-2022,РФ,60+,105_165_days,CoviVac,1545,189,21,11
2022.02_01-07-2022,РФ,60+,105_165_days,EpiVacCorona,2470,448,95,41
2022.02_01-07-2022,РФ,60+,105_165_days,SputnikLite,80784,8395,1120,550
2022.02_01-07-2022,РФ,60+,105_165_days,SputnikV,51571,6195,1121,568
2022.02_01-07-2022,РФ,60+,165_195_days,AllVaccines,83648,8177,1250,542
2022.02_01-07-2022,РФ,60+,165_195_days,CoviVac,1110,109,10,4
2022.02_01-07-2022,РФ,60+,165_195_days,EpiVacCorona,3567,562,97,41
2022.02_01-07-2022,РФ,60+,165_195_days,SputnikLite,16731,1554,197,94
2022.02_01-07-2022,РФ,60+,165_195_days,SputnikV,62240,5952,946,403
2022.02_01-07-2022,РФ,60+,21_45_days,AllVaccines,41355,5046,863,454
2022.02_01-07-2022,РФ,60+,21_45_days,CoviVac,295,29,6,0
2022.02_01-07-2022,РФ,60+,21_45_days,EpiVacCorona,1851,491,109,58
2022.02_01-07-2022,РФ,60+,21_45_days,SputnikLite,28137,2734,413,204
2022.02_01-07-2022,РФ,60+,21_45_days,SputnikV,11072,1792,335,192
2022.02_01-07-2022,РФ,60+,45_75_days,AllVaccines,101970,13340,2122,1092
2022.02_01-07-2022,РФ,60+,45_75_days,CoviVac,1168,180,32,11
2022.02_01-07-2022,РФ,60+,45_75_days,EpiVacCorona,4661,1007,184,106
2022.02_01-07-2022,РФ,60+,45_75_days,SputnikLite,38912,4565,715,381
2022.02_01-07-2022,РФ,60+,45_75_days,SputnikV,57229,7588,1191,594
2022.02_01-07-2022,РФ,60+,75_90_days,AllVaccines,72180,8376,1213,591
2022.02_01-07-2022,РФ,60+,75_90_days,CoviVac,730,107,16,7
2022.02_01-07-2022,РФ,60+,75_90_days,EpiVacCorona,2758,533,82,47
2022.02_01-07-2022,РФ,60+,75_90_days,SputnikLite,29235,3054,430,216
2022.02_01-07-2022,РФ,60+,75_90_days,SputnikV,39457,4682,685,321
2022.02_01-07-2022,РФ,60+,90_105_days,AllVaccines,51590,5948,902,438
2022.02_01-07-2022,РФ,60+,90_105_days,CoviVac,827,86,15,1
2022.02_01-07-2022,РФ,60+,90_105_days,EpiVacCorona,2119,425,76,39
2022.02_01-07-2022,РФ,60+,90_105_days,SputnikLite,20272,2013,293,148
2022.02_01-07-2022,РФ,60+,90_105_days,SputnikV,28372,3424,518,250
2022.02_01-07-2022,г. Санкт-Петербург,18+,105_165_days,AllVaccines,27345,1039,127,64
2022.02_01-07-2022,г. Санкт-Петербург,18+,105_165_days,CoviVac,1212,30,2,1
2022.02_01-07-2022,г. Санкт-Петербург,18+,105_165_days,EpiVacCorona,106,7,2,2
2022.02_01-07-2022,г. Санкт-Петербург,18+,105_165_days,SputnikLite,14930,556,70,36
2022.02_01-07-2022,г. Санкт-Петербург,18+,105_165_days,SputnikV,11097,446,53,25
2022.02_01-07-2022,г. Санкт-Петербург,18+,165_195_days,AllVaccines,27182,741,72,27
2022.02_01-07-2022,г. Санкт-Петербург,18+,165_195_days,CoviVac,551,13,0,0
2022.02_01-07-2022,г. Санкт-Петербург,18+,165_195_days,EpiVacCorona,170,17,6,2
2022.02_01-07-2022,г. Санкт-Петербург,18+,165_195_days,SputnikLite,8789,198,13,4
2022.02_01-07-2022,г. Санкт-Петербург,18+,165_195_days,SputnikV,17672,513,53,21
2022.02_01-07-2022,г. Санкт-Петербург,18+,21_45_days,AllVaccines,6493,308,51,23
2022.02_01-07-2022,г. Санкт-Петербург,18+,21_45_days,CoviVac,39,2,0,0
2022.02_01-07-2022,г. Санкт-Петербург,18+,21_45_days,EpiVacCorona,108,14,4,2
2022.02_01-07-2022,г. Санкт-Петербург,18+,21_45_days,SputnikLite,3672,163,24,12
2022.02_01-07-2022,г. Санкт-Петербург,18+,21_45_days,SputnikV,2674,129,23,9
2022.02_01-07-2022,г. Санкт-Петербург,18+,45_75_days,AllVaccines,19568,842,112,55
2022.02_01-07-2022,г. Санкт-Петербург,18+,45_75_days,CoviVac,205,6,0,0
2022.02_01-07-2022,г. Санкт-Петербург,18+,45_75_days,EpiVacCorona,437,26,5,2
2022.02_01-07-2022,г. Санкт-Петербург,18+,45_75_days,SputnikLite,6133,318,47,28
2022.02_01-07-2022,г. Санкт-Петербург,18+,45_75_days,SputnikV,12793,492,60,25
2022.02_01-07-2022,г. Санкт-Петербург,18+,75_90_days,AllVaccines,11528,438,69,29
2022.02_01-07-2022,г. Санкт-Петербург,18+,75_90_days,CoviVac,82,4,0,0
2022.02_01-07-2022,г. Санкт-Петербург,18+,75_90_days,EpiVacCorona,203,10,4,2
2022.02_01-07-2022,г. Санкт-Петербург,18+,75_90_days,SputnikLite,4014,181,27,11
2022.02_01-07-2022,г. Санкт-Петербург,18+,75_90_days,SputnikV,7229,243,38,16
2022.02_01-07-2022,г. Санкт-Петербург,18+,90_105_days,AllVaccines,8745,340,34,16
2022.02_01-07-2022,г. Санкт-Петербург,18+,90_105_days,CoviVac,199,4,0,0
2022.02_01-07-2022,г. Санкт-Петербург,18+,90_105_days,EpiVacCorona,154,15,3,1
2022.02_01-07-2022,г. Санкт-Петербург,18+,90_105_days,SputnikLite,4255,145,15,7
2022.02_01-07-2022,г. Санкт-Петербург,18+,90_105_days,SputnikV,4137,176,16,8
2022.02_01-07-2022,г. Санкт-Петербург,18-59,105_165_days,AllVaccines,19139,439,32,9
2022.02_01-07-2022,г. Санкт-Петербург,18-59,105_165_days,CoviVac,1127,25,1,0
2022.02_01-07-2022,г. Санкт-Петербург,18-59,105_165_days,EpiVacCorona,63,1,0,0
2022.02_01-07-2022,г. Санкт-Петербург,18-59,105_165_days,SputnikLite,10392,239,22,8
2022.02_01-07-2022,г. Санкт-Петербург,18-59,105_165_days,SputnikV,7557,174,9,1
2022.02_01-07-2022,г. Санкт-Петербург,18-59,165_195_days,AllVaccines,22199,418,25,7
2022.02_01-07-2022,г. Санкт-Петербург,18-59,165_195_days,CoviVac,507,13,0,0
2022.02_01-07-2022,г. Санкт-Петербург,18-59,165_195_days,EpiVacCorona,114,4,1,1
2022.02_01-07-2022,г. Санкт-Петербург,18-59,165_195_days,SputnikLite,7809,147,7,3
2022.02_01-07-2022,г. Санкт-Петербург,18-59,165_195_days,SputnikV,13769,254,17,3
2022.02_01-07-2022,г. Санкт-Петербург,18-59,21_45_days,AllVaccines,4300,116,12,3
2022.02_01-07-2022,г. Санкт-Петербург,18-59,21_45_days,CoviVac,33,2,0,0
2022.02_01-07-2022,г. Санкт-Петербург,18-59,21_45_days,EpiVacCorona,62,4,1,0
2022.02_01-07-2022,г. Санкт-Петербург,18-59,21_45_days,SputnikLite,2317,64,6,2
2022.02_01-07-2022,г. Санкт-Петербург,18-59,21_45_days,SputnikV,1888,46,5,1
2022.02_01-07-2022,г. Санкт-Петербург,18-59,45_75_days,AllVaccines,13658,316,25,8
2022.02_01-07-2022,г. Санкт-Петербург,18-59,45_75_days,CoviVac,183,5,0,0
2022.02_01-07-2022,г. Санкт-Петербург,18-59,45_75_days,EpiVacCorona,277,4,1,1
2022.02_01-07-2022,г. Санкт-Петербург,18-59,45_75_days,SputnikLite,3706,100,8,4
2022.02_01-07-2022,г. Санкт-Петербург,18-59,45_75_days,SputnikV,9492,207,16,3
2022.02_01-07-2022,г. Санкт-Петербург,18-59,75_90_days,AllVaccines,7851,158,13,4
2022.02_01-07-2022,г. Санкт-Петербург,18-59,75_90_days,CoviVac,72,4,0,0
2022.02_01-07-2022,г. Санкт-Петербург,18-59,75_90_days,EpiVacCorona,127,2,0,0
2022.02_01-07-2022,г. Санкт-Петербург,18-59,75_90_days,SputnikLite,2424,59,5,1
2022.02_01-07-2022,г. Санкт-Петербург,18-59,75_90_days,SputnikV,5228,93,8,3
2022.02_01-07-2022,г. Санкт-Петербург,18-59,90_105_days,AllVaccines,5732,122,9,4
2022.02_01-07-2022,г. Санкт-Петербург,18-59,90_105_days,CoviVac,191,3,0,0
2022.02_01-07-2022,г. Санкт-Петербург,18-59,90_105_days,EpiVacCorona,88,4,1,1
2022.02_01-07-2022,г. Санкт-Петербург,18-59,90_105_days,SputnikLite,2668,47,5,2
2022.02_01-07-2022,г. Санкт-Петербург,18-59,90_105_days,SputnikV,2785,68,3,1
2022.02_01-07-2022,г. Санкт-Петербург,60+,105_165_days,AllVaccines,8206,600,95,55
2022.02_01-07-2022,г. Санкт-Петербург,60+,105_165_days,CoviVac,85,5,1,1
2022.02_01-07-2022,г. Санкт-Петербург,60+,105_165_days,EpiVacCorona,43,6,2,2
2022.02_01-07-2022,г. Санкт-Петербург,60+,105_165_days,SputnikLite,4538,317,48,28
2022.02_01-07-2022,г. Санкт-Петербург,60+,105_165_days,SputnikV,3540,272,44,24
2022.02_01-07-2022,г. Санкт-Петербург,60+,165_195_days,AllVaccines,4983,323,47,20
2022.02_01-07-2022,г. Санкт-Петербург,60+,165_195_days,CoviVac,44,0,0,0
2022.02_01-07-2022,г. Санкт-Петербург,60+,165_195_days,EpiVacCorona,56,13,5,1
2022.02_01-07-2022,г. Санкт-Петербург,60+,165_195_days,SputnikLite,980,51,6,1
2022.02_01-07-2022,г. Санкт-Петербург,60+,165_195_days,SputnikV,3903,259,36,18
2022.02_01-07-2022,г. Санкт-Петербург,60+,21_45_days,AllVaccines,2193,192,39,20
2022.02_01-07-2022,г. Санкт-Петербург,60+,21_45_days,CoviVac,6,0,0,0
2022.02_01-07-2022,г. Санкт-Петербург,60+,21_45_days,EpiVacCorona,46,10,3,2
2022.02_01-07-2022,г. Санкт-Петербург,60+,21_45_days,SputnikLite,1355,99,18,10
2022.02_01-07-2022,г. Санкт-Петербург,60+,21_45_days,SputnikV,786,83,18,8
2022.02_01-07-2022,г. Санкт-Петербург,60+,45_75_days,AllVaccines,5910,526,87,47
2022.02_01-07-2022,г. Санкт-Петербург,60+,45_75_days,CoviVac,22,1,0,0
2022.02_01-07-2022,г. Санкт-Петербург,60+,45_75_days,EpiVacCorona,160,22,4,1
2022.02_01-07-2022,г. Санкт-Петербург,60+,45_75_days,SputnikLite,2427,218,39,24
2022.02_01-07-2022,г. Санкт-Петербург,60+,45_75_days,SputnikV,3301,285,44,22
2022.02_01-07-2022,г. Санкт-Петербург,60+,75_90_days,AllVaccines,3677,280,56,25
2022.02_01-07-2022,г. Санкт-Петербург,60+,75_90_days,CoviVac,10,0,0,0
2022.02_01-07-2022,г. Санкт-Петербург,60+,75_90_days,EpiVacCorona,76,8,4,2
2022.02_01-07-2022,г. Санкт-Петербург,60+,75_90_days,SputnikLite,1590,122,22,10
2022.02_01-07-2022,г. Санкт-Петербург,60+,75_90_days,SputnikV,2001,150,30,13
2022.02_01-07-2022,г. Санкт-Петербург,60+,90_105_days,AllVaccines,3013,218,25,12
2022.02_01-07-2022,г. Санкт-Петербург,60+,90_105_days,CoviVac,8,1,0,0
2022.02_01-07-2022,г. Санкт-Петербург,60+,90_105_days,EpiVacCorona,66,11,2,0
2022.02_01-07-2022,г. Санкт-Петербург,60+,90_105_days,SputnikLite,1587,98,10,5
2022.02_01-07-2022,г. Санкт-Петербург,60+,90_105_days,SputnikV,1352,108,13,7
2022.03_13-10-2022,Московская область,18+,105_165_days,AllVaccines,2512,175,52,20
2022.03_13-10-2022,Московская область,18+,105_165_days,CoviVac,57,2,0,0
2022.03_13-10-2022,Московская область,18+,105_165_days,EpiVacCorona,74,8,5,1
2022.03_13-10-2022,Московская область,18+,105_165_days,SputnikLite,1018,87,22,11
2022.03_13-10-2022,Московская область,18+,105_165_days,SputnikV,1363,78,25,8
2022.03_13-10-2022,Московская область,18+,165_195_days,AllVaccines,1000,46,13,6
2022.03_13-10-2022,Московская область,18+,165_195_days,CoviVac,34,0,0,0
2022.03_13-10-2022,Московская область,18+,165_195_days,EpiVacCorona,24,1,0,0
2022.03_13-10-2022,Московская область,18+,165_195_days,SputnikLite,226,18,3,2
2022.03_13-10-2022,Московская область,18+,165_195_days,SputnikV,716,27,10,4
2022.03_13-10-2022,Московская область,18+,21_45_days,AllVaccines,507,31,10,4
2022.03_13-10-2022,Московская область,18+,21_45_days,CoviVac,11,1,0,0
2022.03_13-10-2022,Московская область,18+,21_45_days,EpiVacCorona,17,3,1,0
2022.03_13-10-2022,Московская область,18+,21_45_days,SputnikLite,243,15,6,2
2022.03_13-10-2022,Московская область,18+,21_45_days,SputnikV,236,12,3,2
2022.03_13-10-2022,Московская область,18+,45_75_days,AllVaccines,775,31,12,5
2022.03_13-10-2022,Московская область,18+,45_75_days,CoviVac,7,0,0,0
2022.03_13-10-2022,Московская область,18+,45_75_days,EpiVacCorona,24,3,2,2
2022.03_13-10-2022,Московская область,18+,45_75_days,SputnikLite,497,19,8,3
2022.03_13-10-2022,Московская область,18+,45_75_days,SputnikV,247,9,2,0
2022.03_13-10-2022,Московская область,18+,75_90_days,AllVaccines,557,36,11,1
2022.03_13-10-2022,Московская область,18+,75_90_days,CoviVac,7,0,0,0
2022.03_13-10-2022,Московская область,18+,75_90_days,EpiVacCorona,30,6,2,0
2022.03_13-10-2022,Московская область,18+,75_90_days,SputnikLite,151,11,1,0
2022.03_13-10-2022,Московская область,18+,75_90_days,SputnikV,369,19,8,1
2022.03_13-10-2022,Московская область,18+,90_105_days,AllVaccines,840,63,18,6
2022.03_13-10-2022,Московская область,18+,90_105_days,CoviVac,25,2,1,0
2022.03_13-10-2022,Московская область,18+,90_105_days,EpiVacCorona,27,2,1,1
2022.03_13-10-2022,Московская область,18+,90_105_days,SputnikLite,233,16,3,0
2022.03_13-10-2022,Московская область,18+,90_105_days,SputnikV,555,43,13,5
2022.03_13-10-2022,Московская область,18-59,105_165_days,AllVaccines,1312,40,13,3
2022.03_13-10-2022,Московская область,18-59,105_165_days,CoviVac,25,1,0,0
2022.03_13-10-2022,Московская область,18-59,105_165_days,EpiVacCorona,32,0,0,0
2022.03_13-10-2022,Московская область,18-59,105_165_days,SputnikLite,383,13,5,0
2022.03_13-10-2022,Московская область,18-59,105_165_days,SputnikV,872,26,8,3
2022.03_13-10-2022,Московская область,18-59,165_195_days,AllVaccines,618,11,2,2
2022.03_13-10-2022,Московская область,18-59,165_195_days,CoviVac,22,0,0,0
2022.03_13-10-2022,Московская область,18-59,165_195_days,EpiVacCorona,8,0,0,0
2022.03_13-10-2022,Московская область,18-59,165_195_days,SputnikLite,71,0,0,0
2022.03_13-10-2022,Московская область,18-59,165_195_days,SputnikV,517,11,2,2
2022.03_13-10-2022,Московская область,18-59,21_45_days,AllVaccines,325,6,3,1
2022.03_13-10-2022,Московская область,18-59,21_45_days,CoviVac,8,0,0,0
2022.03_13-10-2022,Московская область,18-59,21_45_days,EpiVacCorona,7,1,1,0
2022.03_13-10-2022,Московская область,18-59,21_45_days,SputnikLite,155,2,1,1
2022.03_13-10-2022,Московская область,18-59,21_45_days,SputnikV,155,3,1,0
2022.03_13-10-2022,Московская область,18-59,45_75_days,AllVaccines,473,6,0,0
2022.03_13-10-2022,Московская область,18-59,45_75_days,CoviVac,4,0,0,0
2022.03_13-10-2022,Московская область,18-59,45_75_days,EpiVacCorona,7,0,0,0
2022.03_13-10-2022,Московская область,18-59,45_75_days,SputnikLite,285,3,0,0
2022.03_13-10-2022,Московская область,18-59,45_75_days,SputnikV,177,3,0,0
2022.03_13-10-2022,Московская область,18-59,75_90_days,AllVaccines,306,6,1,1
2022.03_13-10-2022,Московская область,18-59,75_90_days,CoviVac,6,0,0,0
2022.03_13-10-2022,Московская область,18-59,75_90_days,EpiVacCorona,11,0,0,0
2022.03_13-10-2022,Московская область,18-59,75_90_days,SputnikLite,63,1,0,0
2022.03_13-10-2022,Московская область,18-59,75_90_days,SputnikV,226,5,1,1
2022.03_13-10-2022,Московская область,18-59,90_105_days,AllVaccines,432,9,1,1
2022.03_13-10-2022,Московская область,18-59,90_105_days,CoviVac,17,0,0,0
2022.03_13-10-2022,Московская область,18-59,90_105_days,EpiVacCorona,10,0,0,0
2022.03_13-10-2022,Московская область,18-59,90_105_days,SputnikLite,85,0,0,0
2022.03_13-10-2022,Московская область,18-59,90_105_days,SputnikV,320,9,1,1
2022.03_13-10-2022,Московская область,60+,105_165_days,AllVaccines,1200,135,39,17
