data_point;region;age_group;vac_interval_group;vaccine;ve_death;cil_death;cih_death
2021.11.B_26-08-2022;г. Санкт-Петербург;60-69;90_105_days;SputnikV;NULL;NULL;NULL
2021.11.B_26-08-2022;г. Санкт-Петербург;70-79;90_105_days;AllVaccines;NULL;NULL;NULL
2021.11.B_26-08-2022;г. Санкт-Петербург;70-79;90_105_days;CoviVac;NULL;NULL;NULL
2021.11.B_26-08-2022;г. Санкт-Петербург;70-79;90_105_days;EpiVacCorona;NULL;NULL;NULL
2021.11.B_26-08-2022;г. Санкт-Петербург;70-79;90_105_days;SputnikLite;NULL;NULL;NULL
2021.11.B_26-08-2022;г. Санкт-Петербург;70-79;90_105_days;SputnikV;NULL;NULL;NULL
2021.11.B_26-08-2022;г. Санкт-Петербург;80+;90_105_days;AllVaccines;NULL;NULL;NULL
2021.11.B_26-08-2022;г. Санкт-Петербург;80+;90_105_days;CoviVac;NULL;NULL;NULL
2021.11.B_26-08-2022;г. Санкт-Петербург;80+;90_105_days;EpiVacCorona;NULL;NULL;NULL
2021.11.B_26-08-2022;г. Санкт-Петербург;80+;90_105_days;SputnikLite;NULL;NULL;NULL
2021.11.B_26-08-2022;г. Санкт-Петербург;80+;90_105_days;SputnikV;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;18+;105_165_days;AllVaccines;0.59558;0.51049;0.66589
2021.12.B_13-10-2022;Московская область;18+;105_165_days;CoviVac;0.69183;-1.18917;0.95662
2021.12.B_13-10-2022;Московская область;18+;105_165_days;EpiVacCorona;-2.02893;-5.36453;-0.44149
2021.12.B_13-10-2022;Московская область;18+;105_165_days;SputnikLite;0.90367;0.61448;0.97593
2021.12.B_13-10-2022;Московская область;18+;105_165_days;SputnikV;0.58319;0.4913;0.65848
2021.12.B_13-10-2022;Московская область;20-29;105_165_days;AllVaccines;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;20-29;105_165_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;20-29;105_165_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;20-29;105_165_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;20-29;105_165_days;SputnikV;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;105_165_days;AllVaccines;-1.32319;-4.82283;0.0731
2021.12.B_13-10-2022;Московская область;30-39;105_165_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;105_165_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;105_165_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;105_165_days;SputnikV;-1.51043;-5.29212;-0.00161
2021.12.B_13-10-2022;Московская область;40-49;105_165_days;AllVaccines;-0.70661;-2.33331;0.12623
2021.12.B_13-10-2022;Московская область;40-49;105_165_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;40-49;105_165_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;40-49;105_165_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;40-49;105_165_days;SputnikV;-0.88223;-2.67632;0.03632
2021.12.B_13-10-2022;Московская область;50-59;105_165_days;AllVaccines;-0.02968;-0.71498;0.38178
2021.12.B_13-10-2022;Московская область;50-59;105_165_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;50-59;105_165_days;EpiVacCorona;-4.51452;-38.53583;0.23082
2021.12.B_13-10-2022;Московская область;50-59;105_165_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;50-59;105_165_days;SputnikV;-0.09917;-0.85213;0.34768
2021.12.B_13-10-2022;Московская область;60-69;105_165_days;AllVaccines;0.11402;-0.23351;0.36364
2021.12.B_13-10-2022;Московская область;60-69;105_165_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;60-69;105_165_days;EpiVacCorona;-3.36978;-12.62;-0.40198
2021.12.B_13-10-2022;Московская область;60-69;105_165_days;SputnikLite;0.85792;-0.0116;0.98005
2021.12.B_13-10-2022;Московская область;60-69;105_165_days;SputnikV;0.00543;-0.4063;0.29662
2021.12.B_13-10-2022;Московская область;70-79;105_165_days;AllVaccines;0.63244;0.39401;0.77705
2021.12.B_13-10-2022;Московская область;70-79;105_165_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;70-79;105_165_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;70-79;105_165_days;SputnikLite;0.91069;0.36444;0.98745
2021.12.B_13-10-2022;Московская область;70-79;105_165_days;SputnikV;0.49198;0.14917;0.69667
2021.12.B_13-10-2022;Московская область;80+;105_165_days;AllVaccines;0.35555;0.00401;0.58301
2021.12.B_13-10-2022;Московская область;80+;105_165_days;CoviVac;-2.28873;-22.3848;0.53749
2021.12.B_13-10-2022;Московская область;80+;105_165_days;EpiVacCorona;-2.74811;-10.65409;-0.20544
2021.12.B_13-10-2022;Московская область;80+;105_165_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;80+;105_165_days;SputnikV;0.27331;-0.17697;0.55132
2021.12.B_13-10-2022;Московская область;18+;165_195_days;AllVaccines;0.91508;0.87881;0.9405
2021.12.B_13-10-2022;Московская область;18+;165_195_days;CoviVac;0.14688;-1.64815;0.72516
2021.12.B_13-10-2022;Московская область;18+;165_195_days;EpiVacCorona;-1.50583;-3.53467;-0.38471
2021.12.B_13-10-2022;Московская область;18+;165_195_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;18+;165_195_days;SputnikV;0.95215;0.92283;0.97034
2021.12.B_13-10-2022;Московская область;20-29;165_195_days;AllVaccines;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;20-29;165_195_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;20-29;165_195_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;20-29;165_195_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;20-29;165_195_days;SputnikV;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;165_195_days;AllVaccines;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;165_195_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;165_195_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;165_195_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;165_195_days;SputnikV;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;40-49;165_195_days;AllVaccines;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;40-49;165_195_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;40-49;165_195_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;40-49;165_195_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;40-49;165_195_days;SputnikV;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;50-59;165_195_days;AllVaccines;0.88786;0.6462;0.96445
2021.12.B_13-10-2022;Московская область;50-59;165_195_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;50-59;165_195_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;50-59;165_195_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;50-59;165_195_days;SputnikV;0.88295;0.63072;0.9629
2021.12.B_13-10-2022;Московская область;60-69;165_195_days;AllVaccines;0.66298;0.43417;0.79927
2021.12.B_13-10-2022;Московская область;60-69;165_195_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;60-69;165_195_days;EpiVacCorona;-9.59155;-19.54491;-4.46028
2021.12.B_13-10-2022;Московская область;60-69;165_195_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;60-69;165_195_days;SputnikV;0.8633;0.69344;0.93905
2021.12.B_13-10-2022;Московская область;70-79;165_195_days;AllVaccines;0.88554;0.64361;0.96324
2021.12.B_13-10-2022;Московская область;70-79;165_195_days;CoviVac;-1.6975;-18.19626;0.62094
2021.12.B_13-10-2022;Московская область;70-79;165_195_days;EpiVacCorona;-0.15115;-7.19195;0.83824
2021.12.B_13-10-2022;Московская область;70-79;165_195_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;70-79;165_195_days;SputnikV;0.95979;0.71389;0.99435
2021.12.B_13-10-2022;Московская область;80+;165_195_days;AllVaccines;0.38403;-0.15077;0.67029
2021.12.B_13-10-2022;Московская область;80+;165_195_days;CoviVac;-11.65276;-49.70623;-2.15725
2021.12.B_13-10-2022;Московская область;80+;165_195_days;EpiVacCorona;-0.23224;-7.76193;0.8267
2021.12.B_13-10-2022;Московская область;80+;165_195_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;80+;165_195_days;SputnikV;0.54121;0.03347;0.78223
2021.12.B_13-10-2022;Московская область;18+;21_45_days;AllVaccines;0.71075;0.5796;0.80098
2021.12.B_13-10-2022;Московская область;18+;21_45_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;18+;21_45_days;EpiVacCorona;-1.13528;-4.6967;0.19964
2021.12.B_13-10-2022;Московская область;18+;21_45_days;SputnikLite;0.75192;0.44691;0.88872
2021.12.B_13-10-2022;Московская область;18+;21_45_days;SputnikV;0.73409;0.57678;0.83294
2021.12.B_13-10-2022;Московская область;20-29;21_45_days;AllVaccines;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;20-29;21_45_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;20-29;21_45_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;20-29;21_45_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;20-29;21_45_days;SputnikV;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;21_45_days;AllVaccines;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;21_45_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;21_45_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;21_45_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;21_45_days;SputnikV;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;40-49;21_45_days;AllVaccines;0.59307;-1.95819;0.94402
2021.12.B_13-10-2022;Московская область;40-49;21_45_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;40-49;21_45_days;EpiVacCorona;-23.81849;-179.41853;-2.41405
2021.12.B_13-10-2022;Московская область;40-49;21_45_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;40-49;21_45_days;SputnikV;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;50-59;21_45_days;AllVaccines;0.67473;-0.31899;0.91979
2021.12.B_13-10-2022;Московская область;50-59;21_45_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;50-59;21_45_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;50-59;21_45_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;50-59;21_45_days;SputnikV;0.50517;-1.00658;0.87797
2021.12.B_13-10-2022;Московская область;60-69;21_45_days;AllVaccines;0.70927;0.41359;0.85586
2021.12.B_13-10-2022;Московская область;60-69;21_45_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;60-69;21_45_days;EpiVacCorona;-0.45722;-9.37548;0.79533
2021.12.B_13-10-2022;Московская область;60-69;21_45_days;SputnikLite;0.88573;0.18636;0.98395
2021.12.B_13-10-2022;Московская область;60-69;21_45_days;SputnikV;0.64631;0.2068;0.84229
2021.12.B_13-10-2022;Московская область;70-79;21_45_days;AllVaccines;0.68859;0.43306;0.82895
2021.12.B_13-10-2022;Московская область;70-79;21_45_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;70-79;21_45_days;EpiVacCorona;-0.08213;-6.70078;0.84794
2021.12.B_13-10-2022;Московская область;70-79;21_45_days;SputnikLite;0.69251;0.17674;0.88516
2021.12.B_13-10-2022;Московская область;70-79;21_45_days;SputnikV;0.69947;0.32703;0.86579
2021.12.B_13-10-2022;Московская область;80+;21_45_days;AllVaccines;0.82223;0.60272;0.92045
2021.12.B_13-10-2022;Московская область;80+;21_45_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;80+;21_45_days;EpiVacCorona;-0.02392;-6.28065;0.856
2021.12.B_13-10-2022;Московская область;80+;21_45_days;SputnikLite;0.9229;0.45177;0.98916
2021.12.B_13-10-2022;Московская область;80+;21_45_days;SputnikV;0.78657;0.42947;0.92016
2021.12.B_13-10-2022;Московская область;18+;45_75_days;AllVaccines;0.79382;0.69616;0.86009
2021.12.B_13-10-2022;Московская область;18+;45_75_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;18+;45_75_days;EpiVacCorona;-0.292;-3.01049;0.58377
2021.12.B_13-10-2022;Московская область;18+;45_75_days;SputnikLite;0.82635;0.61285;0.92211
2021.12.B_13-10-2022;Московская область;18+;45_75_days;SputnikV;0.79842;0.67487;0.87503
2021.12.B_13-10-2022;Московская область;20-29;45_75_days;AllVaccines;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;20-29;45_75_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;20-29;45_75_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;20-29;45_75_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;20-29;45_75_days;SputnikV;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;45_75_days;AllVaccines;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;45_75_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;45_75_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;45_75_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;45_75_days;SputnikV;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;40-49;45_75_days;AllVaccines;0.01442;-2.18922;0.69542
2021.12.B_13-10-2022;Московская область;40-49;45_75_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;40-49;45_75_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;40-49;45_75_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;40-49;45_75_days;SputnikV;-0.38424;-3.47924;0.57222
2021.12.B_13-10-2022;Московская область;50-59;45_75_days;AllVaccines;0.35351;-0.58898;0.73697
2021.12.B_13-10-2022;Московская область;50-59;45_75_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;50-59;45_75_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;50-59;45_75_days;SputnikLite;0.58583;-1.96936;0.94223
2021.12.B_13-10-2022;Московская область;50-59;45_75_days;SputnikV;0.19254;-1.19533;0.70301
2021.12.B_13-10-2022;Московская область;60-69;45_75_days;AllVaccines;0.89612;0.72154;0.96125
2021.12.B_13-10-2022;Московская область;60-69;45_75_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;60-69;45_75_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;60-69;45_75_days;SputnikLite;0.92286;0.45078;0.98917
2021.12.B_13-10-2022;Московская область;60-69;45_75_days;SputnikV;0.86532;0.58022;0.95679
2021.12.B_13-10-2022;Московская область;70-79;45_75_days;AllVaccines;0.85182;0.68716;0.92982
2021.12.B_13-10-2022;Московская область;70-79;45_75_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;70-79;45_75_days;EpiVacCorona;-1.5854;-7.05007;0.16966
2021.12.B_13-10-2022;Московская область;70-79;45_75_days;SputnikLite;0.89742;0.58844;0.97443
2021.12.B_13-10-2022;Московская область;70-79;45_75_days;SputnikV;0.91685;0.66639;0.97928
2021.12.B_13-10-2022;Московская область;80+;45_75_days;AllVaccines;0.81962;0.62;0.91438
2021.12.B_13-10-2022;Московская область;80+;45_75_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;80+;45_75_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;80+;45_75_days;SputnikLite;0.88881;0.5544;0.97225
2021.12.B_13-10-2022;Московская область;80+;45_75_days;SputnikV;0.73068;0.35058;0.88831
2021.12.B_13-10-2022;Московская область;18+;75_90_days;AllVaccines;0.87998;0.71123;0.95012
2021.12.B_13-10-2022;Московская область;18+;75_90_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;18+;75_90_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;18+;75_90_days;SputnikLite;0.90894;0.63558;0.97725
2021.12.B_13-10-2022;Московская область;18+;75_90_days;SputnikV;0.83695;0.49387;0.94747
2021.12.B_13-10-2022;Московская область;20-29;75_90_days;AllVaccines;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;20-29;75_90_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;20-29;75_90_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;20-29;75_90_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;20-29;75_90_days;SputnikV;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;75_90_days;AllVaccines;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;75_90_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;75_90_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;75_90_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;75_90_days;SputnikV;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;40-49;75_90_days;AllVaccines;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;40-49;75_90_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;40-49;75_90_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;40-49;75_90_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;40-49;75_90_days;SputnikV;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;50-59;75_90_days;AllVaccines;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;50-59;75_90_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;50-59;75_90_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;50-59;75_90_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;50-59;75_90_days;SputnikV;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;60-69;75_90_days;AllVaccines;0.8443;0.37477;0.96123
2021.12.B_13-10-2022;Московская область;60-69;75_90_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;60-69;75_90_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;60-69;75_90_days;SputnikLite;0.88384;0.17296;0.98369
2021.12.B_13-10-2022;Московская область;60-69;75_90_days;SputnikV;0.73917;-0.85714;0.96337
2021.12.B_13-10-2022;Московская область;70-79;75_90_days;AllVaccines;0.88667;0.54529;0.97175
2021.12.B_13-10-2022;Московская область;70-79;75_90_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;70-79;75_90_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;70-79;75_90_days;SputnikLite;0.92065;0.43529;0.98885
2021.12.B_13-10-2022;Московская область;70-79;75_90_days;SputnikV;0.77779;-0.58134;0.96877
2021.12.B_13-10-2022;Московская область;80+;75_90_days;AllVaccines;0.93109;0.50999;0.99031
2021.12.B_13-10-2022;Московская область;80+;75_90_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;80+;75_90_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;80+;75_90_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;80+;75_90_days;SputnikV;0.72113;-0.98294;0.96078
2021.12.B_13-10-2022;Московская область;18+;90_105_days;AllVaccines;0.35978;-0.04779;0.60881
2021.12.B_13-10-2022;Московская область;18+;90_105_days;CoviVac;-1.25267;-15.00231;0.68289
2021.12.B_13-10-2022;Московская область;18+;90_105_days;EpiVacCorona;-8.39209;-36.58782;-1.3468
2021.12.B_13-10-2022;Московская область;18+;90_105_days;SputnikLite;0.905;0.32514;0.98663
2021.12.B_13-10-2022;Московская область;18+;90_105_days;SputnikV;0.12673;-0.5412;0.50519
2021.12.B_13-10-2022;Московская область;20-29;90_105_days;AllVaccines;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;20-29;90_105_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;20-29;90_105_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;20-29;90_105_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;20-29;90_105_days;SputnikV;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;90_105_days;AllVaccines;-2.79638;-27.35857;0.49178
2021.12.B_13-10-2022;Московская область;30-39;90_105_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;90_105_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;90_105_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;30-39;90_105_days;SputnikV;-4.25013;-38.21788;0.29716
2021.12.B_13-10-2022;Московская область;40-49;90_105_days;AllVaccines;-0.59505;-10.59522;0.78058
2021.12.B_13-10-2022;Московская область;40-49;90_105_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;40-49;90_105_days;EpiVacCorona;-209.96005;-1532.57867;-28.0198
2021.12.B_13-10-2022;Московская область;40-49;90_105_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;40-49;90_105_days;SputnikV;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;50-59;90_105_days;AllVaccines;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;50-59;90_105_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;50-59;90_105_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;50-59;90_105_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;50-59;90_105_days;SputnikV;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;60-69;90_105_days;AllVaccines;-0.01384;-1.14394;0.52057
2021.12.B_13-10-2022;Московская область;60-69;90_105_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;60-69;90_105_days;EpiVacCorona;-12.75752;-96.95405;-0.93223
2021.12.B_13-10-2022;Московская область;60-69;90_105_days;SputnikLite;0.75719;-0.7288;0.9659
2021.12.B_13-10-2022;Московская область;60-69;90_105_days;SputnikV;-0.90535;-3.609;0.21233
2021.12.B_13-10-2022;Московская область;70-79;90_105_days;AllVaccines;0.50988;-0.18397;0.79711
2021.12.B_13-10-2022;Московская область;70-79;90_105_days;CoviVac;-7.33396;-58.30697;-0.17111
2021.12.B_13-10-2022;Московская область;70-79;90_105_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;70-79;90_105_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;70-79;90_105_days;SputnikV;-0.30279;-2.48809;0.51341
2021.12.B_13-10-2022;Московская область;80+;90_105_days;AllVaccines;0.76296;0.05004;0.94085
2021.12.B_13-10-2022;Московская область;80+;90_105_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;80+;90_105_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;80+;90_105_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;Московская область;80+;90_105_days;SputnikV;0.28204;-1.87724;0.82085
2021.12.B_13-10-2022;РФ;18+;105_165_days;AllVaccines;0.73917;0.72474;0.75284
2021.12.B_13-10-2022;РФ;18+;105_165_days;CoviVac;0.60075;0.39911;0.73472
2021.12.B_13-10-2022;РФ;18+;105_165_days;EpiVacCorona;-0.67232;-0.96012;-0.42678
2021.12.B_13-10-2022;РФ;18+;105_165_days;SputnikLite;0.93333;0.91674;0.94661
2021.12.B_13-10-2022;РФ;18+;105_165_days;SputnikV;0.6989;0.68047;0.71626
2021.12.B_13-10-2022;РФ;20-29;105_165_days;AllVaccines;0.84962;0.38756;0.96307
2021.12.B_13-10-2022;РФ;20-29;105_165_days;CoviVac;NULL;NULL;NULL
2021.12.B_13-10-2022;РФ;20-29;105_165_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;РФ;20-29;105_165_days;SputnikLite;NULL;NULL;NULL
2021.12.B_13-10-2022;РФ;20-29;105_165_days;SputnikV;0.79642;0.17092;0.95001
2021.12.B_13-10-2022;РФ;30-39;105_165_days;AllVaccines;0.52028;0.31947;0.66183
2021.12.B_13-10-2022;РФ;30-39;105_165_days;CoviVac;-1.59043;-9.38984;0.35415
2021.12.B_13-10-2022;РФ;30-39;105_165_days;EpiVacCorona;NULL;NULL;NULL
2021.12.B_13-10-2022;РФ;30-39;105_165_days;SputnikLite;0.85647;0.42431;0.96421
2021.12.B_13-10-2022;РФ;30-39;105_165_days;SputnikV;0.42927;0.17336;0.60596
2021.12.B_13-10-2022;РФ;40-49;105_165_days;AllVaccines;0.4593;0.33161;0.56259
2021.12.B_13-10-2022;РФ;40-49;105_165_days;CoviVac;0.16949;-2.32519;0.79257
2021.12.B_13-10-2022;РФ;40-49;105_165_days;EpiVacCorona;-0.64708;-2.96556;0.31589
2021.12.B_13-10-2022;РФ;40-49;105_165_days;SputnikLite;0.86963;0.68612;0.94585
2021.12.B_13-10-2022;РФ;40-49;105_165_days;SputnikV;0.3364;0.1685;0.4704
2021.12.B_13-10-2022;РФ;50-59;105_165_days;AllVaccines;0.43622;0.35098;0.51027
2021.12.B_13-10-2022;РФ;50-59;105_165_days;CoviVac;0.12324;-1.10832;0.63539
2021.12.B_13-10-2022;РФ;50-59;105_165_days;EpiVacCorona;-1.0592;-2.42097;-0.2395
2021.12.B_13-10-2022;РФ;50-59;105_165_days;SputnikLite;0.87185;0.77403;0.92732
2021.12.B_13-10-2022;РФ;50-59;105_165_days;SputnikV;0.29872;0.18382;0.39745
2021.12.B_13-10-2022;РФ;60-69;105_165_days;AllVaccines;0.5351;0.48838;0.57756
2021.12.B_13-10-2022;РФ;60-69;105_165_days;CoviVac;-0.00955;-1.0194;0.4953
2021.12.B_13-10-2022;РФ;60-69;105_165_days;EpiVacCorona;-1.25682;-1.99724;-0.69931
2021.12.B_13-10-2022;РФ;60-69;105_165_days;SputnikLite;0.90822;0.8618;0.93904
