data_point;region;vac_interval_group;vaccine;count_vac_zab_18_59;count_vac_hosp_18_59;count_vac_severe_18_59;count_vac_death_18_59;count_vac_zab_60;count_vac_hosp_60;count_vac_severe_60;count_vac_death_60;count_vac_zab_total;count_vac_hosp_total;count_vac_severe_total;count_vac_death_total;count_zab_18_59;count_hosp_18_59;count_severe_18_59;count_death_18_59;count_zab_60;count_hosp_60;count_severe_60;count_death_60;count_zab_total;count_hosp_total;count_severe_total;count_death_total
2022.02_01-07-2022;Республика Коми;105_165_days;CoviVac;15;0;0;0;2;2;0;0;17;2;0;0;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Коми;105_165_days;SputnikLite;1671;59;3;1;622;94;8;6;2293;153;11;7;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Коми;105_165_days;SputnikV;1326;53;2;0;408;69;7;4;1734;122;9;4;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Коми;165_195_days;AllVaccines;5461;132;6;1;937;105;9;5;6398;237;15;6;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Коми;165_195_days;CoviVac;55;0;1;0;7;0;0;0;62;0;1;0;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Коми;165_195_days;EpiVacCorona;5;0;0;0;1;0;0;0;6;0;0;0;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Коми;165_195_days;SputnikLite;1807;48;2;1;181;15;1;1;1988;63;3;2;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Коми;165_195_days;SputnikV;3594;84;3;0;748;90;8;4;4342;174;11;4;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Коми;21_45_days;AllVaccines;894;37;2;1;427;82;8;6;1321;119;10;7;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Коми;21_45_days;CoviVac;12;1;0;0;8;1;0;0;20;2;0;0;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Коми;21_45_days;EpiVacCorona;20;1;0;0;10;4;0;0;30;5;0;0;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Коми;21_45_days;SputnikLite;685;28;1;1;284;55;3;2;969;83;4;3;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Коми;21_45_days;SputnikV;177;7;1;0;125;22;5;4;302;29;6;4;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Коми;45_75_days;AllVaccines;1746;66;4;1;912;147;22;12;2658;213;26;13;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Коми;45_75_days;CoviVac;39;1;1;0;13;1;0;0;52;2;1;0;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Коми;45_75_days;EpiVacCorona;74;6;1;0;38;12;2;1;112;18;3;1;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Коми;45_75_days;SputnikLite;652;18;0;0;386;64;11;6;1038;82;11;6;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Коми;45_75_days;SputnikV;981;41;2;1;475;70;9;5;1456;111;11;6;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Коми;75_90_days;AllVaccines;1196;47;1;0;679;109;9;4;1875;156;10;4;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Коми;75_90_days;CoviVac;24;0;0;0;2;0;0;0;26;0;0;0;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Коми;75_90_days;EpiVacCorona;30;2;0;0;13;5;0;0;43;7;0;0;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Коми;75_90_days;SputnikLite;713;32;1;0;400;59;6;3;1113;91;7;3;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Коми;75_90_days;SputnikV;429;13;0;0;264;45;3;1;693;58;3;1;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Коми;90_105_days;AllVaccines;977;31;4;3;492;69;4;3;1469;100;8;6;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Коми;90_105_days;CoviVac;30;1;0;0;4;0;0;0;34;1;0;0;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Коми;90_105_days;EpiVacCorona;10;0;0;0;3;1;0;0;13;1;0;0;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Коми;90_105_days;SputnikLite;682;21;2;2;333;44;3;3;1015;65;5;5;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Коми;90_105_days;SputnikV;255;9;2;1;152;24;1;0;407;33;3;1;37886;1680;101;32;12275;2733;455;299;50161;4413;556;331
2022.02_01-07-2022;Республика Крым;105_165_days;AllVaccines;1826;83;8;3;755;163;11;6;2581;246;19;9;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;105_165_days;CoviVac;36;0;0;0;15;6;0;0;51;6;0;0;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;105_165_days;EpiVacCorona;34;1;0;0;14;6;0;0;48;7;0;0;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;105_165_days;SputnikLite;609;25;2;1;455;81;7;4;1064;106;9;5;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;105_165_days;SputnikV;1147;57;6;2;271;70;4;2;1418;127;10;4;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;165_195_days;AllVaccines;1515;81;2;0;375;94;16;4;1890;175;18;4;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;165_195_days;CoviVac;23;2;0;0;3;0;0;0;26;2;0;0;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;165_195_days;EpiVacCorona;54;6;0;0;34;14;4;0;88;20;4;0;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;165_195_days;SputnikLite;98;6;0;0;51;10;0;0;149;16;0;0;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;165_195_days;SputnikV;1340;67;2;0;287;70;12;4;1627;137;14;4;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;21_45_days;AllVaccines;691;37;2;0;333;89;10;4;1024;126;12;4;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;21_45_days;CoviVac;3;0;0;0;0;0;0;0;3;0;0;0;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;21_45_days;EpiVacCorona;23;3;0;0;23;11;3;1;46;14;3;1;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;21_45_days;SputnikLite;506;20;1;0;253;61;5;3;759;81;6;3;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;21_45_days;SputnikV;159;14;1;0;57;17;2;0;216;31;3;0;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;45_75_days;AllVaccines;1968;122;12;6;857;211;27;6;2825;333;39;12;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;45_75_days;CoviVac;31;2;0;0;13;4;0;0;44;6;0;0;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;45_75_days;EpiVacCorona;95;6;0;0;37;17;5;2;132;23;5;2;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;45_75_days;SputnikLite;642;29;2;2;435;87;9;2;1077;116;11;4;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;45_75_days;SputnikV;1200;85;10;4;372;103;13;2;1572;188;23;6;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;75_90_days;AllVaccines;2133;103;8;2;710;145;17;5;2843;248;25;7;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;75_90_days;CoviVac;35;1;0;0;9;2;0;0;44;3;0;0;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;75_90_days;EpiVacCorona;66;1;0;0;36;11;2;0;102;12;2;0;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;75_90_days;SputnikLite;383;17;0;0;313;51;5;0;696;68;5;0;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;75_90_days;SputnikV;1649;84;8;2;352;81;10;5;2001;165;18;7;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;90_105_days;AllVaccines;1209;64;6;1;271;66;11;4;1480;130;17;5;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;90_105_days;CoviVac;38;2;0;0;6;1;0;0;44;3;0;0;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;90_105_days;EpiVacCorona;64;6;1;0;27;12;2;0;91;18;3;0;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;90_105_days;SputnikLite;69;1;0;0;31;7;2;2;100;8;2;2;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Крым;90_105_days;SputnikV;1038;55;5;1;207;46;7;2;1245;101;12;3;19530;1242;96;28;8659;2846;541;303;28189;4088;637;331
2022.02_01-07-2022;Республика Марий Эл;105_165_days;AllVaccines;696;21;2;0;478;49;6;3;1174;70;8;3;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;105_165_days;CoviVac;2;0;0;0;2;0;0;0;4;0;0;0;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;105_165_days;EpiVacCorona;4;0;0;0;6;0;0;0;10;0;0;0;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;105_165_days;SputnikLite;532;16;1;0;303;28;2;1;835;44;3;1;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;105_165_days;SputnikV;158;5;1;0;167;21;4;2;325;26;5;2;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;165_195_days;AllVaccines;1216;28;1;0;341;28;1;0;1557;56;2;0;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;165_195_days;CoviVac;21;0;0;0;8;1;0;0;29;1;0;0;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;165_195_days;EpiVacCorona;12;0;0;0;12;0;0;0;24;0;0;0;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;165_195_days;SputnikLite;573;10;1;0;87;5;0;0;660;15;1;0;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;165_195_days;SputnikV;610;18;0;0;234;22;1;0;844;40;1;0;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;21_45_days;AllVaccines;211;3;0;0;168;17;5;0;379;20;5;0;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;21_45_days;CoviVac;4;0;0;0;1;0;0;0;5;0;0;0;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;21_45_days;EpiVacCorona;3;1;0;0;7;2;1;0;10;3;1;0;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;21_45_days;SputnikLite;190;0;0;0;124;12;2;0;314;12;2;0;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;21_45_days;SputnikV;14;2;0;0;36;3;2;0;50;5;2;0;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;45_75_days;AllVaccines;437;13;0;0;379;54;11;4;816;67;11;4;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;45_75_days;CoviVac;12;1;0;0;5;0;0;0;17;1;0;0;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;45_75_days;EpiVacCorona;21;1;0;0;29;2;0;0;50;3;0;0;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;45_75_days;SputnikLite;189;6;0;0;141;25;5;2;330;31;5;2;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;45_75_days;SputnikV;215;5;0;0;204;27;6;2;419;32;6;2;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;75_90_days;AllVaccines;313;16;1;1;251;26;1;0;564;42;2;1;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;75_90_days;CoviVac;6;0;0;0;3;1;0;0;9;1;0;0;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;75_90_days;EpiVacCorona;27;2;0;0;25;4;0;0;52;6;0;0;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;75_90_days;SputnikLite;130;5;0;0;101;13;0;0;231;18;0;0;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;75_90_days;SputnikV;150;9;1;1;122;8;1;0;272;17;2;1;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;90_105_days;AllVaccines;209;11;3;0;261;28;1;1;470;39;4;1;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;90_105_days;CoviVac;10;0;0;0;7;0;0;0;17;0;0;0;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;90_105_days;EpiVacCorona;14;1;1;0;17;1;0;0;31;2;1;0;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;90_105_days;SputnikLite;65;4;2;0;111;10;0;0;176;14;2;0;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Марий Эл;90_105_days;SputnikV;120;6;0;0;126;17;1;1;246;23;1;1;5903;315;33;9;5357;942;203;81;11260;1257;236;90
2022.02_01-07-2022;Республика Мордовия;105_165_days;AllVaccines;1305;67;1;3;685;133;16;13;1990;200;17;16;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;105_165_days;CoviVac;2;0;0;0;0;0;0;0;2;0;0;0;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;105_165_days;EpiVacCorona;7;2;0;0;1;0;0;0;8;2;0;0;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;105_165_days;SputnikLite;824;38;0;1;441;63;6;4;1265;101;6;5;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;105_165_days;SputnikV;472;27;1;2;243;70;10;9;715;97;11;11;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;165_195_days;AllVaccines;1461;61;5;2;267;34;8;4;1728;95;13;6;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;165_195_days;CoviVac;13;0;0;0;1;0;0;0;14;0;0;0;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;165_195_days;EpiVacCorona;18;1;0;0;3;1;0;0;21;2;0;0;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;165_195_days;SputnikLite;387;17;1;0;92;17;3;3;479;34;4;3;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;165_195_days;SputnikV;1043;43;4;2;171;16;5;1;1214;59;9;3;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;21_45_days;AllVaccines;567;20;1;0;177;28;5;5;744;48;6;5;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;21_45_days;CoviVac;4;1;0;0;0;0;0;0;4;1;0;0;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;21_45_days;EpiVacCorona;14;1;0;0;2;0;0;0;16;1;0;0;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;21_45_days;SputnikLite;476;11;0;0;133;18;3;3;609;29;3;3;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;21_45_days;SputnikV;73;7;1;0;42;10;2;2;115;17;3;2;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;45_75_days;AllVaccines;746;45;4;2;332;80;14;9;1078;125;18;11;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;45_75_days;CoviVac;31;2;0;0;6;0;0;0;37;2;0;0;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;45_75_days;EpiVacCorona;37;2;1;1;18;7;1;1;55;9;2;2;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;45_75_days;SputnikLite;292;9;0;0;140;24;4;3;432;33;4;3;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;45_75_days;SputnikV;386;32;3;1;168;49;9;5;554;81;12;6;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;75_90_days;AllVaccines;678;48;4;1;313;52;7;5;991;100;11;6;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;75_90_days;CoviVac;24;2;0;0;3;1;0;0;27;3;0;0;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;75_90_days;EpiVacCorona;32;4;0;0;6;2;2;2;38;6;2;2;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;75_90_days;SputnikLite;266;11;1;0;148;18;3;2;414;29;4;2;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;75_90_days;SputnikV;356;31;3;1;156;31;2;1;512;62;5;2;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;90_105_days;AllVaccines;449;17;0;0;201;44;6;4;650;61;6;4;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;90_105_days;CoviVac;13;2;0;0;3;1;0;0;16;3;0;0;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;90_105_days;EpiVacCorona;18;3;0;0;4;1;0;0;22;4;0;0;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;90_105_days;SputnikLite;118;2;0;0;82;12;3;2;200;14;3;2;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Мордовия;90_105_days;SputnikV;300;10;0;0;112;30;3;2;412;40;3;2;8610;532;32;18;4033;1063;184;142;12643;1595;216;160
2022.02_01-07-2022;Республика Саха (Якутия);105_165_days;AllVaccines;3043;104;10;2;988;199;24;6;4031;303;34;8;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Саха (Якутия);105_165_days;EpiVacCorona;120;8;1;0;37;6;0;0;157;14;1;0;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Саха (Якутия);105_165_days;SputnikLite;2214;79;7;2;720;158;18;6;2934;237;25;8;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Саха (Якутия);105_165_days;SputnikV;709;17;2;0;231;35;6;0;940;52;8;0;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Саха (Якутия);165_195_days;AllVaccines;3745;147;5;1;510;78;9;0;4255;225;14;1;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Саха (Якутия);165_195_days;EpiVacCorona;884;33;2;0;173;26;4;0;1057;59;6;0;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Саха (Якутия);165_195_days;SputnikLite;1999;82;3;1;182;25;3;0;2181;107;6;1;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Саха (Якутия);165_195_days;SputnikV;862;32;0;0;155;27;2;0;1017;59;2;0;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Саха (Якутия);21_45_days;AllVaccines;1092;47;1;1;367;69;7;0;1459;116;8;1;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Саха (Якутия);21_45_days;CoviVac;5;0;0;0;1;0;0;0;6;0;0;0;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Саха (Якутия);21_45_days;EpiVacCorona;6;0;0;0;10;5;0;0;16;5;0;0;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Саха (Якутия);21_45_days;SputnikLite;813;29;0;0;235;42;6;0;1048;71;6;0;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Саха (Якутия);21_45_days;SputnikV;268;18;1;1;121;22;1;0;389;40;2;1;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Саха (Якутия);45_75_days;AllVaccines;1972;101;3;0;728;147;25;3;2700;248;28;3;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Саха (Якутия);45_75_days;CoviVac;45;1;0;0;11;2;0;0;56;3;0;0;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Саха (Якутия);45_75_days;EpiVacCorona;21;1;0;0;25;9;4;0;46;10;4;0;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Саха (Якутия);45_75_days;SputnikLite;898;36;2;0;322;63;11;3;1220;99;13;3;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Саха (Якутия);45_75_days;SputnikV;1008;63;1;0;370;73;10;0;1378;136;11;0;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Саха (Якутия);75_90_days;AllVaccines;1196;63;5;1;485;81;18;6;1681;144;23;7;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Саха (Якутия);75_90_days;CoviVac;32;3;1;0;11;2;0;0;43;5;1;0;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Саха (Якутия);75_90_days;EpiVacCorona;11;0;0;0;9;4;1;1;20;4;1;1;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Саха (Якутия);75_90_days;SputnikLite;606;29;2;0;264;46;11;3;870;75;13;3;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Саха (Якутия);75_90_days;SputnikV;547;31;2;1;201;29;6;2;748;60;8;3;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Саха (Якутия);90_105_days;AllVaccines;1160;48;6;0;462;86;13;2;1622;134;19;2;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Саха (Якутия);90_105_days;CoviVac;13;1;1;0;7;3;2;0;20;4;3;0;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Саха (Якутия);90_105_days;EpiVacCorona;16;1;0;0;18;5;0;0;34;6;0;0;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Саха (Якутия);90_105_days;SputnikLite;900;34;4;0;330;56;10;2;1230;90;14;2;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Саха (Якутия);90_105_days;SputnikV;231;12;1;0;107;22;1;0;338;34;2;0;29871;1683;124;16;9724;2439;520;133;39595;4122;644;149
2022.02_01-07-2022;Республика Северная Осетия - Алания;105_165_days;AllVaccines;290;10;0;0;127;8;1;0;417;18;1;0;3693;169;8;5;2586;495;116;89;6279;664;124;94
2022.02_01-07-2022;Республика Северная Осетия - Алания;105_165_days;CoviVac;1;0;0;0;0;0;0;0;1;0;0;0;3693;169;8;5;2586;495;116;89;6279;664;124;94
2022.02_01-07-2022;Республика Северная Осетия - Алания;105_165_days;EpiVacCorona;7;0;0;0;1;0;0;0;8;0;0;0;3693;169;8;5;2586;495;116;89;6279;664;124;94
2022.02_01-07-2022;Республика Северная Осетия - Алания;105_165_days;SputnikLite;139;5;0;0;71;4;0;0;210;9;0;0;3693;169;8;5;2586;495;116;89;6279;664;124;94
2022.02_01-07-2022;Республика Северная Осетия - Алания;105_165_days;SputnikV;143;5;0;0;55;4;1;0;198;9;1;0;3693;169;8;5;2586;495;116;89;6279;664;124;94
2022.02_01-07-2022;Республика Северная Осетия - Алания;165_195_days;AllVaccines;391;10;3;0;126;13;2;1;517;23;5;1;3693;169;8;5;2586;495;116;89;6279;664;124;94
2022.02_01-07-2022;Республика Северная Осетия - Алания;165_195_days;EpiVacCorona;5;0;0;0;0;0;0;0;5;0;0;0;3693;169;8;5;2586;495;116;89;6279;664;124;94
2022.02_01-07-2022;Республика Северная Осетия - Алания;165_195_days;SputnikLite;42;2;1;0;16;1;0;0;58;3;1;0;3693;169;8;5;2586;495;116;89;6279;664;124;94
2022.02_01-07-2022;Республика Северная Осетия - Алания;165_195_days;SputnikV;344;8;2;0;110;12;2;1;454;20;4;1;3693;169;8;5;2586;495;116;89;6279;664;124;94
2022.02_01-07-2022;Республика Северная Осетия - Алания;21_45_days;AllVaccines;93;1;0;0;44;5;2;1;137;6;2;1;3693;169;8;5;2586;495;116;89;6279;664;124;94
