data_point,region,vac_interval_group,age_group,vaccine,vac_count
2022.01_13-10-2022,Московская область,90_105_days,18+,CoviVac,2996
2022.01_13-10-2022,Московская область,90_105_days,18+,EpiVacCorona,3847
2022.01_13-10-2022,Московская область,90_105_days,18+,SputnikLite,70443
2022.01_13-10-2022,Московская область,90_105_days,18+,SputnikV,152316
2022.01_13-10-2022,Московская область,90_105_days,18-59,AllVaccines,148260
2022.01_13-10-2022,Московская область,90_105_days,18-59,CoviVac,2034
2022.01_13-10-2022,Московская область,90_105_days,18-59,EpiVacCorona,2001
2022.01_13-10-2022,Московская область,90_105_days,18-59,SputnikLite,36610
2022.01_13-10-2022,Московская область,90_105_days,18-59,SputnikV,107615
2022.01_13-10-2022,Московская область,90_105_days,60+,AllVaccines,81342
2022.01_13-10-2022,Московская область,90_105_days,60+,CoviVac,962
2022.01_13-10-2022,Московская область,90_105_days,60+,EpiVacCorona,1846
2022.01_13-10-2022,Московская область,90_105_days,60+,SputnikLite,33833
2022.01_13-10-2022,Московская область,90_105_days,60+,SputnikV,44701
2022.01_13-10-2022,РФ,105_165_days,18+,AllVaccines,11041831
2022.01_13-10-2022,РФ,105_165_days,18+,CoviVac,126821
2022.01_13-10-2022,РФ,105_165_days,18+,EpiVacCorona,130934
2022.01_13-10-2022,РФ,105_165_days,18+,SputnikLite,5690363
2022.01_13-10-2022,РФ,105_165_days,18+,SputnikV,5093713
2022.01_13-10-2022,РФ,105_165_days,18-59,AllVaccines,7684016
2022.01_13-10-2022,РФ,105_165_days,18-59,CoviVac,105090
2022.01_13-10-2022,РФ,105_165_days,18-59,EpiVacCorona,88305
2022.01_13-10-2022,РФ,105_165_days,18-59,SputnikLite,3757393
2022.01_13-10-2022,РФ,105_165_days,18-59,SputnikV,3733228
2022.01_13-10-2022,РФ,105_165_days,60+,AllVaccines,3357815
2022.01_13-10-2022,РФ,105_165_days,60+,CoviVac,21731
2022.01_13-10-2022,РФ,105_165_days,60+,EpiVacCorona,42629
2022.01_13-10-2022,РФ,105_165_days,60+,SputnikLite,1932970
2022.01_13-10-2022,РФ,105_165_days,60+,SputnikV,1360485
2022.01_13-10-2022,РФ,165_195_days,18+,AllVaccines,10516507
2022.01_13-10-2022,РФ,165_195_days,18+,CoviVac,112873
2022.01_13-10-2022,РФ,165_195_days,18+,EpiVacCorona,227771
2022.01_13-10-2022,РФ,165_195_days,18+,SputnikLite,1973415
2022.01_13-10-2022,РФ,165_195_days,18+,SputnikV,8202448
2022.01_13-10-2022,РФ,165_195_days,18-59,AllVaccines,8783592
2022.01_13-10-2022,РФ,165_195_days,18-59,CoviVac,99198
2022.01_13-10-2022,РФ,165_195_days,18-59,EpiVacCorona,175137
2022.01_13-10-2022,РФ,165_195_days,18-59,SputnikLite,1686621
2022.01_13-10-2022,РФ,165_195_days,18-59,SputnikV,6822636
2022.01_13-10-2022,РФ,165_195_days,60+,AllVaccines,1732915
2022.01_13-10-2022,РФ,165_195_days,60+,CoviVac,13675
2022.01_13-10-2022,РФ,165_195_days,60+,EpiVacCorona,52634
2022.01_13-10-2022,РФ,165_195_days,60+,SputnikLite,286794
2022.01_13-10-2022,РФ,165_195_days,60+,SputnikV,1379812
2022.01_13-10-2022,РФ,21_45_days,18+,AllVaccines,4239392
2022.01_13-10-2022,РФ,21_45_days,18+,CoviVac,30907
2022.01_13-10-2022,РФ,21_45_days,18+,EpiVacCorona,137341
2022.01_13-10-2022,РФ,21_45_days,18+,SputnikLite,2598979
2022.01_13-10-2022,РФ,21_45_days,18+,SputnikV,1472165
2022.01_13-10-2022,РФ,21_45_days,18-59,AllVaccines,2858177
2022.01_13-10-2022,РФ,21_45_days,18-59,CoviVac,24853
2022.01_13-10-2022,РФ,21_45_days,18-59,EpiVacCorona,88662
2022.01_13-10-2022,РФ,21_45_days,18-59,SputnikLite,1694220
2022.01_13-10-2022,РФ,21_45_days,18-59,SputnikV,1050442
2022.01_13-10-2022,РФ,21_45_days,60+,AllVaccines,1381215
2022.01_13-10-2022,РФ,21_45_days,60+,CoviVac,6054
2022.01_13-10-2022,РФ,21_45_days,60+,EpiVacCorona,48679
2022.01_13-10-2022,РФ,21_45_days,60+,SputnikLite,904759
2022.01_13-10-2022,РФ,21_45_days,60+,SputnikV,421723
2022.01_13-10-2022,РФ,45_75_days,18+,AllVaccines,10274116
2022.01_13-10-2022,РФ,45_75_days,18+,CoviVac,111304
2022.01_13-10-2022,РФ,45_75_days,18+,EpiVacCorona,296509
2022.01_13-10-2022,РФ,45_75_days,18+,SputnikLite,3047287
2022.01_13-10-2022,РФ,45_75_days,18+,SputnikV,6819016
2022.01_13-10-2022,РФ,45_75_days,18-59,AllVaccines,7058299
2022.01_13-10-2022,РФ,45_75_days,18-59,CoviVac,91455
2022.01_13-10-2022,РФ,45_75_days,18-59,EpiVacCorona,201520
2022.01_13-10-2022,РФ,45_75_days,18-59,SputnikLite,1820940
2022.01_13-10-2022,РФ,45_75_days,18-59,SputnikV,4944384
2022.01_13-10-2022,РФ,45_75_days,60+,AllVaccines,3215817
2022.01_13-10-2022,РФ,45_75_days,60+,CoviVac,19849
2022.01_13-10-2022,РФ,45_75_days,60+,EpiVacCorona,94989
2022.01_13-10-2022,РФ,45_75_days,60+,SputnikLite,1226347
2022.01_13-10-2022,РФ,45_75_days,60+,SputnikV,1874632
2022.01_13-10-2022,РФ,75_90_days,18+,AllVaccines,6887858
2022.01_13-10-2022,РФ,75_90_days,18+,CoviVac,66726
2022.01_13-10-2022,РФ,75_90_days,18+,EpiVacCorona,178312
2022.01_13-10-2022,РФ,75_90_days,18+,SputnikLite,1990915
2022.01_13-10-2022,РФ,75_90_days,18+,SputnikV,4651905
2022.01_13-10-2022,РФ,75_90_days,18-59,AllVaccines,4822794
2022.01_13-10-2022,РФ,75_90_days,18-59,CoviVac,55387
2022.01_13-10-2022,РФ,75_90_days,18-59,EpiVacCorona,127829
2022.01_13-10-2022,РФ,75_90_days,18-59,SputnikLite,1164458
2022.01_13-10-2022,РФ,75_90_days,18-59,SputnikV,3475120
2022.01_13-10-2022,РФ,75_90_days,60+,AllVaccines,2065064
2022.01_13-10-2022,РФ,75_90_days,60+,CoviVac,11339
2022.01_13-10-2022,РФ,75_90_days,60+,EpiVacCorona,50483
2022.01_13-10-2022,РФ,75_90_days,60+,SputnikLite,826457
2022.01_13-10-2022,РФ,75_90_days,60+,SputnikV,1176785
2022.01_13-10-2022,РФ,90_105_days,18+,AllVaccines,4766310
2022.01_13-10-2022,РФ,90_105_days,18+,CoviVac,67259
2022.01_13-10-2022,РФ,90_105_days,18+,EpiVacCorona,129935
2022.01_13-10-2022,РФ,90_105_days,18+,SputnikLite,1461382
2022.01_13-10-2022,РФ,90_105_days,18+,SputnikV,3107734
2022.01_13-10-2022,РФ,90_105_days,18-59,AllVaccines,3345025
2022.01_13-10-2022,РФ,90_105_days,18-59,CoviVac,54910
2022.01_13-10-2022,РФ,90_105_days,18-59,EpiVacCorona,91336
2022.01_13-10-2022,РФ,90_105_days,18-59,SputnikLite,923058
2022.01_13-10-2022,РФ,90_105_days,18-59,SputnikV,2275721
2022.01_13-10-2022,РФ,90_105_days,60+,AllVaccines,1421285
2022.01_13-10-2022,РФ,90_105_days,60+,CoviVac,12349
2022.01_13-10-2022,РФ,90_105_days,60+,EpiVacCorona,38599
2022.01_13-10-2022,РФ,90_105_days,60+,SputnikLite,538324
2022.01_13-10-2022,РФ,90_105_days,60+,SputnikV,832013
2022.01_13-10-2022,г. Санкт-Петербург,105_165_days,18+,AllVaccines,514947
2022.01_13-10-2022,г. Санкт-Петербург,105_165_days,18+,CoviVac,12760
2022.01_13-10-2022,г. Санкт-Петербург,105_165_days,18+,EpiVacCorona,1084
2022.01_13-10-2022,г. Санкт-Петербург,105_165_days,18+,SputnikLite,295687
2022.01_13-10-2022,г. Санкт-Петербург,105_165_days,18+,SputnikV,205416
2022.01_13-10-2022,г. Санкт-Петербург,105_165_days,18-59,AllVaccines,377526
2022.01_13-10-2022,г. Санкт-Петербург,105_165_days,18-59,CoviVac,12069
2022.01_13-10-2022,г. Санкт-Петербург,105_165_days,18-59,EpiVacCorona,721
2022.01_13-10-2022,г. Санкт-Петербург,105_165_days,18-59,SputnikLite,219670
2022.01_13-10-2022,г. Санкт-Петербург,105_165_days,18-59,SputnikV,145066
2022.01_13-10-2022,г. Санкт-Петербург,105_165_days,60+,AllVaccines,137421
2022.01_13-10-2022,г. Санкт-Петербург,105_165_days,60+,CoviVac,691
2022.01_13-10-2022,г. Санкт-Петербург,105_165_days,60+,EpiVacCorona,363
2022.01_13-10-2022,г. Санкт-Петербург,105_165_days,60+,SputnikLite,76017
2022.01_13-10-2022,г. Санкт-Петербург,105_165_days,60+,SputnikV,60350
2022.01_13-10-2022,г. Санкт-Петербург,165_195_days,18+,AllVaccines,436914
2022.01_13-10-2022,г. Санкт-Петербург,165_195_days,18+,CoviVac,5214
2022.01_13-10-2022,г. Санкт-Петербург,165_195_days,18+,EpiVacCorona,1650
2022.01_13-10-2022,г. Санкт-Петербург,165_195_days,18+,SputnikLite,140970
2022.01_13-10-2022,г. Санкт-Петербург,165_195_days,18+,SputnikV,289080
2022.01_13-10-2022,г. Санкт-Петербург,165_195_days,18-59,AllVaccines,369203
2022.01_13-10-2022,г. Санкт-Петербург,165_195_days,18-59,CoviVac,4996
2022.01_13-10-2022,г. Санкт-Петербург,165_195_days,18-59,EpiVacCorona,1173
2022.01_13-10-2022,г. Санкт-Петербург,165_195_days,18-59,SputnikLite,129553
2022.01_13-10-2022,г. Санкт-Петербург,165_195_days,18-59,SputnikV,233481
2022.01_13-10-2022,г. Санкт-Петербург,165_195_days,60+,AllVaccines,67711
2022.01_13-10-2022,г. Санкт-Петербург,165_195_days,60+,CoviVac,218
2022.01_13-10-2022,г. Санкт-Петербург,165_195_days,60+,EpiVacCorona,477
2022.01_13-10-2022,г. Санкт-Петербург,165_195_days,60+,SputnikLite,11417
2022.01_13-10-2022,г. Санкт-Петербург,165_195_days,60+,SputnikV,55599
2022.01_13-10-2022,г. Санкт-Петербург,21_45_days,18+,AllVaccines,196107
2022.01_13-10-2022,г. Санкт-Петербург,21_45_days,18+,CoviVac,695
2022.01_13-10-2022,г. Санкт-Петербург,21_45_days,18+,EpiVacCorona,1741
2022.01_13-10-2022,г. Санкт-Петербург,21_45_days,18+,SputnikLite,106189
2022.01_13-10-2022,г. Санкт-Петербург,21_45_days,18+,SputnikV,87482
2022.01_13-10-2022,г. Санкт-Петербург,21_45_days,18-59,AllVaccines,139839
2022.01_13-10-2022,г. Санкт-Петербург,21_45_days,18-59,CoviVac,634
2022.01_13-10-2022,г. Санкт-Петербург,21_45_days,18-59,EpiVacCorona,1204
2022.01_13-10-2022,г. Санкт-Петербург,21_45_days,18-59,SputnikLite,72065
2022.01_13-10-2022,г. Санкт-Петербург,21_45_days,18-59,SputnikV,65936
2022.01_13-10-2022,г. Санкт-Петербург,21_45_days,60+,AllVaccines,56268
2022.01_13-10-2022,г. Санкт-Петербург,21_45_days,60+,CoviVac,61
2022.01_13-10-2022,г. Санкт-Петербург,21_45_days,60+,EpiVacCorona,537
2022.01_13-10-2022,г. Санкт-Петербург,21_45_days,60+,SputnikLite,34124
2022.01_13-10-2022,г. Санкт-Петербург,21_45_days,60+,SputnikV,21546
2022.01_13-10-2022,г. Санкт-Петербург,45_75_days,18+,AllVaccines,505729
2022.01_13-10-2022,г. Санкт-Петербург,45_75_days,18+,CoviVac,2689
2022.01_13-10-2022,г. Санкт-Петербург,45_75_days,18+,EpiVacCorona,6405
2022.01_13-10-2022,г. Санкт-Петербург,45_75_days,18+,SputnikLite,171068
2022.01_13-10-2022,г. Санкт-Петербург,45_75_days,18+,SputnikV,325567
2022.01_13-10-2022,г. Санкт-Петербург,45_75_days,18-59,AllVaccines,371925
2022.01_13-10-2022,г. Санкт-Петербург,45_75_days,18-59,CoviVac,2495
2022.01_13-10-2022,г. Санкт-Петербург,45_75_days,18-59,EpiVacCorona,4420
2022.01_13-10-2022,г. Санкт-Петербург,45_75_days,18-59,SputnikLite,112564
2022.01_13-10-2022,г. Санкт-Петербург,45_75_days,18-59,SputnikV,252446
2022.01_13-10-2022,г. Санкт-Петербург,45_75_days,60+,AllVaccines,133804
2022.01_13-10-2022,г. Санкт-Петербург,45_75_days,60+,CoviVac,194
2022.01_13-10-2022,г. Санкт-Петербург,45_75_days,60+,EpiVacCorona,1985
2022.01_13-10-2022,г. Санкт-Петербург,45_75_days,60+,SputnikLite,58504
2022.01_13-10-2022,г. Санкт-Петербург,45_75_days,60+,SputnikV,73121
2022.01_13-10-2022,г. Санкт-Петербург,75_90_days,18+,AllVaccines,278258
2022.01_13-10-2022,г. Санкт-Петербург,75_90_days,18+,CoviVac,1265
2022.01_13-10-2022,г. Санкт-Петербург,75_90_days,18+,EpiVacCorona,2755
2022.01_13-10-2022,г. Санкт-Петербург,75_90_days,18+,SputnikLite,100743
2022.01_13-10-2022,г. Санкт-Петербург,75_90_days,18+,SputnikV,173495
2022.01_13-10-2022,г. Санкт-Петербург,75_90_days,18-59,AllVaccines,205180
2022.01_13-10-2022,г. Санкт-Петербург,75_90_days,18-59,CoviVac,1159
2022.01_13-10-2022,г. Санкт-Петербург,75_90_days,18-59,EpiVacCorona,1934
2022.01_13-10-2022,г. Санкт-Петербург,75_90_days,18-59,SputnikLite,69083
2022.01_13-10-2022,г. Санкт-Петербург,75_90_days,18-59,SputnikV,133004
2022.01_13-10-2022,г. Санкт-Петербург,75_90_days,60+,AllVaccines,73078
2022.01_13-10-2022,г. Санкт-Петербург,75_90_days,60+,CoviVac,106
2022.01_13-10-2022,г. Санкт-Петербург,75_90_days,60+,EpiVacCorona,821
2022.01_13-10-2022,г. Санкт-Петербург,75_90_days,60+,SputnikLite,31660
2022.01_13-10-2022,г. Санкт-Петербург,75_90_days,60+,SputnikV,40491
2022.01_13-10-2022,г. Санкт-Петербург,90_105_days,18+,AllVaccines,195360
2022.01_13-10-2022,г. Санкт-Петербург,90_105_days,18+,CoviVac,2546
2022.01_13-10-2022,г. Санкт-Петербург,90_105_days,18+,EpiVacCorona,1699
2022.01_13-10-2022,г. Санкт-Петербург,90_105_days,18+,SputnikLite,97524
2022.01_13-10-2022,г. Санкт-Петербург,90_105_days,18+,SputnikV,93591
2022.01_13-10-2022,г. Санкт-Петербург,90_105_days,18-59,AllVaccines,138179
2022.01_13-10-2022,г. Санкт-Петербург,90_105_days,18-59,CoviVac,2374
2022.01_13-10-2022,г. Санкт-Петербург,90_105_days,18-59,EpiVacCorona,1137
2022.01_13-10-2022,г. Санкт-Петербург,90_105_days,18-59,SputnikLite,68351
2022.01_13-10-2022,г. Санкт-Петербург,90_105_days,18-59,SputnikV,66317
2022.01_13-10-2022,г. Санкт-Петербург,90_105_days,60+,AllVaccines,57181
2022.01_13-10-2022,г. Санкт-Петербург,90_105_days,60+,CoviVac,172
2022.01_13-10-2022,г. Санкт-Петербург,90_105_days,60+,EpiVacCorona,562
2022.01_13-10-2022,г. Санкт-Петербург,90_105_days,60+,SputnikLite,29173
2022.01_13-10-2022,г. Санкт-Петербург,90_105_days,60+,SputnikV,27274
2022.02_01-07-2022,Московская область,105_165_days,18+,AllVaccines,542161
2022.02_01-07-2022,Московская область,105_165_days,18+,CoviVac,8006
2022.02_01-07-2022,Московская область,105_165_days,18+,EpiVacCorona,6194
2022.02_01-07-2022,Московская область,105_165_days,18+,SputnikLite,190959
2022.02_01-07-2022,Московская область,105_165_days,18+,SputnikV,337002
2022.02_01-07-2022,Московская область,105_165_days,18-59,AllVaccines,373619
2022.02_01-07-2022,Московская область,105_165_days,18-59,CoviVac,5998
2022.02_01-07-2022,Московская область,105_165_days,18-59,EpiVacCorona,3779
2022.02_01-07-2022,Московская область,105_165_days,18-59,SputnikLite,97288
2022.02_01-07-2022,Московская область,105_165_days,18-59,SputnikV,266554
2022.02_01-07-2022,Московская область,105_165_days,60+,AllVaccines,168542
2022.02_01-07-2022,Московская область,105_165_days,60+,CoviVac,2008
2022.02_01-07-2022,Московская область,105_165_days,60+,EpiVacCorona,2415
2022.02_01-07-2022,Московская область,105_165_days,60+,SputnikLite,93671
2022.02_01-07-2022,Московская область,105_165_days,60+,SputnikV,70448
2022.02_01-07-2022,Московская область,165_195_days,18+,AllVaccines,737928
2022.02_01-07-2022,Московская область,165_195_days,18+,CoviVac,8882
2022.02_01-07-2022,Московская область,165_195_days,18+,EpiVacCorona,5615
2022.02_01-07-2022,Московская область,165_195_days,18+,SputnikLite,30291
2022.02_01-07-2022,Московская область,165_195_days,18+,SputnikV,693140
2022.02_01-07-2022,Московская область,165_195_days,18-59,AllVaccines,622630
2022.02_01-07-2022,Московская область,165_195_days,18-59,CoviVac,7206
2022.02_01-07-2022,Московская область,165_195_days,18-59,EpiVacCorona,3826
2022.02_01-07-2022,Московская область,165_195_days,18-59,SputnikLite,20078
2022.02_01-07-2022,Московская область,165_195_days,18-59,SputnikV,591520
2022.02_01-07-2022,Московская область,165_195_days,60+,AllVaccines,115298
2022.02_01-07-2022,Московская область,165_195_days,60+,CoviVac,1676
2022.02_01-07-2022,Московская область,165_195_days,60+,EpiVacCorona,1789
2022.02_01-07-2022,Московская область,165_195_days,60+,SputnikLite,10213
2022.02_01-07-2022,Московская область,165_195_days,60+,SputnikV,101620
2022.02_01-07-2022,Московская область,21_45_days,18+,AllVaccines,204793
2022.02_01-07-2022,Московская область,21_45_days,18+,CoviVac,780
2022.02_01-07-2022,Московская область,21_45_days,18+,EpiVacCorona,2537
2022.02_01-07-2022,Московская область,21_45_days,18+,SputnikLite,124283
2022.02_01-07-2022,Московская область,21_45_days,18+,SputnikV,77193
2022.02_01-07-2022,Московская область,21_45_days,18-59,AllVaccines,139394
2022.02_01-07-2022,Московская область,21_45_days,18-59,CoviVac,557
2022.02_01-07-2022,Московская область,21_45_days,18-59,EpiVacCorona,1355
2022.02_01-07-2022,Московская область,21_45_days,18-59,SputnikLite,79385
2022.02_01-07-2022,Московская область,21_45_days,18-59,SputnikV,58097
2022.02_01-07-2022,Московская область,21_45_days,60+,AllVaccines,65399
2022.02_01-07-2022,Московская область,21_45_days,60+,CoviVac,223
2022.02_01-07-2022,Московская область,21_45_days,60+,EpiVacCorona,1182
2022.02_01-07-2022,Московская область,21_45_days,60+,SputnikLite,44898
2022.02_01-07-2022,Московская область,21_45_days,60+,SputnikV,19096
2022.02_01-07-2022,Московская область,45_75_days,18+,AllVaccines,409538
2022.02_01-07-2022,Московская область,45_75_days,18+,CoviVac,5204
2022.02_01-07-2022,Московская область,45_75_days,18+,EpiVacCorona,8464
2022.02_01-07-2022,Московская область,45_75_days,18+,SputnikLite,101193
2022.02_01-07-2022,Московская область,45_75_days,18+,SputnikV,294677
2022.02_01-07-2022,Московская область,45_75_days,18-59,AllVaccines,276323
2022.02_01-07-2022,Московская область,45_75_days,18-59,CoviVac,3761
2022.02_01-07-2022,Московская область,45_75_days,18-59,EpiVacCorona,4702
2022.02_01-07-2022,Московская область,45_75_days,18-59,SputnikLite,54714
2022.02_01-07-2022,Московская область,45_75_days,18-59,SputnikV,213146
2022.02_01-07-2022,Московская область,45_75_days,60+,AllVaccines,133215
2022.02_01-07-2022,Московская область,45_75_days,60+,CoviVac,1443
2022.02_01-07-2022,Московская область,45_75_days,60+,EpiVacCorona,3762
2022.02_01-07-2022,Московская область,45_75_days,60+,SputnikLite,46479
2022.02_01-07-2022,Московская область,45_75_days,60+,SputnikV,81531
2022.02_01-07-2022,Московская область,75_90_days,18+,AllVaccines,261676
2022.02_01-07-2022,Московская область,75_90_days,18+,CoviVac,2431
2022.02_01-07-2022,Московская область,75_90_days,18+,EpiVacCorona,5963
2022.02_01-07-2022,Московская область,75_90_days,18+,SputnikLite,66150
2022.02_01-07-2022,Московская область,75_90_days,18+,SputnikV,187132
2022.02_01-07-2022,Московская область,75_90_days,18-59,AllVaccines,174858
2022.02_01-07-2022,Московская область,75_90_days,18-59,CoviVac,1738
2022.02_01-07-2022,Московская область,75_90_days,18-59,EpiVacCorona,3354
2022.02_01-07-2022,Московская область,75_90_days,18-59,SputnikLite,35105
2022.02_01-07-2022,Московская область,75_90_days,18-59,SputnikV,134661
2022.02_01-07-2022,Московская область,75_90_days,60+,AllVaccines,86818
2022.02_01-07-2022,Московская область,75_90_days,60+,CoviVac,693
2022.02_01-07-2022,Московская область,75_90_days,60+,EpiVacCorona,2609
2022.02_01-07-2022,Московская область,75_90_days,60+,SputnikLite,31045
2022.02_01-07-2022,Московская область,75_90_days,60+,SputnikV,52471
2022.02_01-07-2022,Московская область,90_105_days,18+,AllVaccines,229591
2022.02_01-07-2022,Московская область,90_105_days,18+,CoviVac,2993
2022.02_01-07-2022,Московская область,90_105_days,18+,EpiVacCorona,3847
2022.02_01-07-2022,Московская область,90_105_days,18+,SputnikLite,70438
2022.02_01-07-2022,Московская область,90_105_days,18+,SputnikV,152313
2022.02_01-07-2022,Московская область,90_105_days,18-59,AllVaccines,148251
2022.02_01-07-2022,Московская область,90_105_days,18-59,CoviVac,2031
2022.02_01-07-2022,Московская область,90_105_days,18-59,EpiVacCorona,2001
2022.02_01-07-2022,Московская область,90_105_days,18-59,SputnikLite,36608
2022.02_01-07-2022,Московская область,90_105_days,18-59,SputnikV,107611
2022.02_01-07-2022,Московская область,90_105_days,60+,AllVaccines,81340
2022.02_01-07-2022,Московская область,90_105_days,60+,CoviVac,962
2022.02_01-07-2022,Московская область,90_105_days,60+,EpiVacCorona,1846
2022.02_01-07-2022,Московская область,90_105_days,60+,SputnikLite,33830
2022.02_01-07-2022,Московская область,90_105_days,60+,SputnikV,44702
2022.02_01-07-2022,РФ,105_165_days,18+,AllVaccines,11040494
2022.02_01-07-2022,РФ,105_165_days,18+,CoviVac,126788
2022.02_01-07-2022,РФ,105_165_days,18+,EpiVacCorona,130687
2022.02_01-07-2022,РФ,105_165_days,18+,SputnikLite,5690876
2022.02_01-07-2022,РФ,105_165_days,18+,SputnikV,5092143
2022.02_01-07-2022,РФ,105_165_days,18-59,AllVaccines,7683142
2022.02_01-07-2022,РФ,105_165_days,18-59,CoviVac,105072
2022.02_01-07-2022,РФ,105_165_days,18-59,EpiVacCorona,88249
2022.02_01-07-2022,РФ,105_165_days,18-59,SputnikLite,3757702
2022.02_01-07-2022,РФ,105_165_days,18-59,SputnikV,3732119
2022.02_01-07-2022,РФ,105_165_days,60+,AllVaccines,3357352
2022.02_01-07-2022,РФ,105_165_days,60+,CoviVac,21716
2022.02_01-07-2022,РФ,105_165_days,60+,EpiVacCorona,42438
2022.02_01-07-2022,РФ,105_165_days,60+,SputnikLite,1933174
2022.02_01-07-2022,РФ,105_165_days,60+,SputnikV,1360024
2022.02_01-07-2022,РФ,165_195_days,18+,AllVaccines,10516274
2022.02_01-07-2022,РФ,165_195_days,18+,CoviVac,112856
2022.02_01-07-2022,РФ,165_195_days,18+,EpiVacCorona,227606
2022.02_01-07-2022,РФ,165_195_days,18+,SputnikLite,1973755
2022.02_01-07-2022,РФ,165_195_days,18+,SputnikV,8202057
2022.02_01-07-2022,РФ,165_195_days,18-59,AllVaccines,8783490
2022.02_01-07-2022,РФ,165_195_days,18-59,CoviVac,99191
2022.02_01-07-2022,РФ,165_195_days,18-59,EpiVacCorona,175101
2022.02_01-07-2022,РФ,165_195_days,18-59,SputnikLite,1686908
2022.02_01-07-2022,РФ,165_195_days,18-59,SputnikV,6822290
2022.02_01-07-2022,РФ,165_195_days,60+,AllVaccines,1732784
2022.02_01-07-2022,РФ,165_195_days,60+,CoviVac,13665
2022.02_01-07-2022,РФ,165_195_days,60+,EpiVacCorona,52505
2022.02_01-07-2022,РФ,165_195_days,60+,SputnikLite,286847
2022.02_01-07-2022,РФ,165_195_days,60+,SputnikV,1379767
2022.02_01-07-2022,РФ,21_45_days,18+,AllVaccines,4238348
2022.02_01-07-2022,РФ,21_45_days,18+,CoviVac,30856
2022.02_01-07-2022,РФ,21_45_days,18+,EpiVacCorona,137019
2022.02_01-07-2022,РФ,21_45_days,18+,SputnikLite,2599523
2022.02_01-07-2022,РФ,21_45_days,18+,SputnikV,1470950
2022.02_01-07-2022,РФ,21_45_days,18-59,AllVaccines,2857484
2022.02_01-07-2022,РФ,21_45_days,18-59,CoviVac,24808
2022.02_01-07-2022,РФ,21_45_days,18-59,EpiVacCorona,88463
2022.02_01-07-2022,РФ,21_45_days,18-59,SputnikLite,1694480
2022.02_01-07-2022,РФ,21_45_days,18-59,SputnikV,1049733
2022.02_01-07-2022,РФ,21_45_days,60+,AllVaccines,1380864
2022.02_01-07-2022,РФ,21_45_days,60+,CoviVac,6048
2022.02_01-07-2022,РФ,21_45_days,60+,EpiVacCorona,48556
2022.02_01-07-2022,РФ,21_45_days,60+,SputnikLite,905043
2022.02_01-07-2022,РФ,21_45_days,60+,SputnikV,421217
2022.02_01-07-2022,РФ,45_75_days,18+,AllVaccines,10271487
2022.02_01-07-2022,РФ,45_75_days,18+,CoviVac,111276
2022.02_01-07-2022,РФ,45_75_days,18+,EpiVacCorona,296350
2022.02_01-07-2022,РФ,45_75_days,18+,SputnikLite,3047384
2022.02_01-07-2022,РФ,45_75_days,18+,SputnikV,6816477
2022.02_01-07-2022,РФ,45_75_days,18-59,AllVaccines,7056162
2022.02_01-07-2022,РФ,45_75_days,18-59,CoviVac,91422
2022.02_01-07-2022,РФ,45_75_days,18-59,EpiVacCorona,201443
2022.02_01-07-2022,РФ,45_75_days,18-59,SputnikLite,1820820
2022.02_01-07-2022,РФ,45_75_days,18-59,SputnikV,4942477
2022.02_01-07-2022,РФ,45_75_days,60+,AllVaccines,3215325
2022.02_01-07-2022,РФ,45_75_days,60+,CoviVac,19854
2022.02_01-07-2022,РФ,45_75_days,60+,EpiVacCorona,94907
2022.02_01-07-2022,РФ,45_75_days,60+,SputnikLite,1226564
2022.02_01-07-2022,РФ,45_75_days,60+,SputnikV,1874000
2022.02_01-07-2022,РФ,75_90_days,18+,AllVaccines,6886391
2022.02_01-07-2022,РФ,75_90_days,18+,CoviVac,66717
2022.02_01-07-2022,РФ,75_90_days,18+,EpiVacCorona,178163
2022.02_01-07-2022,РФ,75_90_days,18+,SputnikLite,1991066
2022.02_01-07-2022,РФ,75_90_days,18+,SputnikV,4650445
2022.02_01-07-2022,РФ,75_90_days,18-59,AllVaccines,4821736
2022.02_01-07-2022,РФ,75_90_days,18-59,CoviVac,55376
2022.02_01-07-2022,РФ,75_90_days,18-59,EpiVacCorona,127748
2022.02_01-07-2022,РФ,75_90_days,18-59,SputnikLite,1164487
2022.02_01-07-2022,РФ,75_90_days,18-59,SputnikV,3474125
2022.02_01-07-2022,РФ,75_90_days,60+,AllVaccines,2064655
2022.02_01-07-2022,РФ,75_90_days,60+,CoviVac,11341
2022.02_01-07-2022,РФ,75_90_days,60+,EpiVacCorona,50415
2022.02_01-07-2022,РФ,75_90_days,60+,SputnikLite,826579
2022.02_01-07-2022,РФ,75_90_days,60+,SputnikV,1176320
2022.02_01-07-2022,РФ,90_105_days,18+,AllVaccines,4765156
2022.02_01-07-2022,РФ,90_105_days,18+,CoviVac,67239
2022.02_01-07-2022,РФ,90_105_days,18+,EpiVacCorona,129821
2022.02_01-07-2022,РФ,90_105_days,18+,SputnikLite,1461435
2022.02_01-07-2022,РФ,90_105_days,18+,SputnikV,3106661
2022.02_01-07-2022,РФ,90_105_days,18-59,AllVaccines,3344252
2022.02_01-07-2022,РФ,90_105_days,18-59,CoviVac,54899
2022.02_01-07-2022,РФ,90_105_days,18-59,EpiVacCorona,91291
2022.02_01-07-2022,РФ,90_105_days,18-59,SputnikLite,923081
2022.02_01-07-2022,РФ,90_105_days,18-59,SputnikV,2274981
