data_point;region;age_group;vac_interval_group;vaccine;ve_zab;cil_zab;cih_zab;ve_hosp;cil_hosp;cih_hosp;ve_severe;cil_severe;cih_severe
2021.12.B_13-10-2022;РФ;30-39;90_105_days;CoviVac;-1.96454;-2.62124;-1.42693;-0.29741;-2.45725;0.51312;NULL;NULL;NULL
2021.12.B_13-10-2022;РФ;30-39;90_105_days;EpiVacCorona;-4.12485;-5.24727;-3.20408;-6.69455;-11.99503;-3.55606;-27.1434;-61.72513;-11.62733
2021.12.B_13-10-2022;РФ;30-39;90_105_days;SputnikLite;0.26417;0.21924;0.30651;0.41093;0.27006;0.52461;0.58269;0.12342;0.80133
2021.12.B_13-10-2022;РФ;30-39;90_105_days;SputnikV;-1.44496;-1.53742;-1.35586;-0.68486;-0.94618;-0.45864;-0.68773;-1.5696;-0.10851
2021.12.B_13-10-2022;РФ;40-49;90_105_days;AllVaccines;-0.45266;-0.49994;-0.40688;-0.14686;-0.26209;-0.04216;-0.19027;-0.50832;0.06072
2021.12.B_13-10-2022;РФ;40-49;90_105_days;CoviVac;-1.59487;-2.14786;-1.13902;-0.79677;-2.33985;0.03338;-0.13908;-7.08882;0.83959
2021.12.B_13-10-2022;РФ;40-49;90_105_days;EpiVacCorona;-4.29996;-5.40044;-3.3887;-6.00308;-9.85714;-3.51712;-5.66035;-19.66166;-1.14699
2021.12.B_13-10-2022;РФ;40-49;90_105_days;SputnikLite;0.29612;0.25347;0.33632;0.45799;0.35194;0.54669;0.5745;0.29338;0.74378
2021.12.B_13-10-2022;РФ;40-49;90_105_days;SputnikV;-1.48115;-1.58089;-1.38526;-0.94139;-1.18576;-0.72433;-1.27159;-1.99548;-0.72264
2021.12.B_13-10-2022;РФ;50-59;90_105_days;AllVaccines;-0.41951;-0.46847;-0.37218;-0.22905;-0.32289;-0.14186;-0.115;-0.32476;0.06155
2021.12.B_13-10-2022;РФ;50-59;90_105_days;CoviVac;-2.32727;-2.97363;-1.78604;-2.24657;-3.67262;-1.25574;-1.79851;-5.7258;-0.16442
2021.12.B_13-10-2022;РФ;50-59;90_105_days;EpiVacCorona;-4.52724;-5.68679;-3.56877;-8.20901;-11.41959;-5.8284;-10.78376;-20.28879;-5.52254
2021.12.B_13-10-2022;РФ;50-59;90_105_days;SputnikLite;0.27291;0.22886;0.31444;0.45486;0.37462;0.52481;0.64178;0.47724;0.75454
2021.12.B_13-10-2022;РФ;50-59;90_105_days;SputnikV;-1.49123;-1.60147;-1.38567;-1.20134;-1.41626;-1.00555;-1.18153;-1.68918;-0.7697
2021.12.B_13-10-2022;РФ;60-69;90_105_days;AllVaccines;0.05414;0.02066;0.08648;0.33935;0.29477;0.38112;0.46861;0.38523;0.54068
2021.12.B_13-10-2022;РФ;60-69;90_105_days;CoviVac;-1.2637;-1.92825;-0.74997;-0.75142;-1.78003;-0.10339;-0.56804;-3.17843;0.41156
2021.12.B_13-10-2022;РФ;60-69;90_105_days;EpiVacCorona;-3.16969;-4.02256;-2.46164;-3.87079;-5.39277;-2.71115;-4.28381;-7.92368;-2.1286
2021.12.B_13-10-2022;РФ;60-69;90_105_days;SputnikLite;0.50648;0.47644;0.5348;0.67764;0.63829;0.71271;0.74585;0.67036;0.80406
2021.12.B_13-10-2022;РФ;60-69;90_105_days;SputnikV;-0.72918;-0.80786;-0.65392;-0.20865;-0.3142;-0.11158;0.05079;-0.14698;0.21447
2021.12.B_13-10-2022;РФ;70-79;90_105_days;AllVaccines;0.30651;0.26936;0.34177;0.5125;0.46974;0.55181;0.63244;0.56345;0.69053
2021.12.B_13-10-2022;РФ;70-79;90_105_days;CoviVac;-0.58099;-1.50946;0.00396;-1.10495;-2.62539;-0.22216;-1.5705;-5.17664;-0.06975
2021.12.B_13-10-2022;РФ;70-79;90_105_days;EpiVacCorona;-1.78982;-2.74915;-1.07596;-2.38984;-3.87858;-1.35541;-2.33997;-5.42044;-0.73749
2021.12.B_13-10-2022;РФ;70-79;90_105_days;SputnikLite;0.55596;0.51902;0.59006;0.70897;0.66734;0.74538;0.82922;0.76708;0.87478
2021.12.B_13-10-2022;РФ;70-79;90_105_days;SputnikV;-0.13912;-0.22305;-0.06095;0.20276;0.10554;0.28942;0.33324;0.16588;0.46703
2021.12.B_13-10-2022;РФ;80+;90_105_days;AllVaccines;0.26143;0.19459;0.32272;0.41991;0.34582;0.48561;0.57145;0.47155;0.65247
2021.12.B_13-10-2022;РФ;80+;90_105_days;CoviVac;-0.6679;-3.00734;0.3058;-0.01299;-3.05038;0.74665;NULL;NULL;NULL
2021.12.B_13-10-2022;РФ;80+;90_105_days;EpiVacCorona;-0.49805;-1.44545;0.08232;-0.70607;-2.00443;0.0312;-0.60263;-2.85093;0.33304
2021.12.B_13-10-2022;РФ;80+;90_105_days;SputnikLite;0.49369;0.41551;0.56141;0.63036;0.5454;0.69943;0.73166;0.61373;0.81359
2021.12.B_13-10-2022;РФ;80+;90_105_days;SputnikV;0.02169;-0.09407;0.1252;0.21251;0.08193;0.32451;0.41614;0.2373;0.55304
2021.12.B_13-10-2022;г. Санкт-Петербург;18+;105_165_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;18+;105_165_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;18+;105_165_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;18+;105_165_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;18+;105_165_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;20-29;105_165_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;20-29;105_165_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;20-29;105_165_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;20-29;105_165_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;20-29;105_165_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;30-39;105_165_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;30-39;105_165_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;30-39;105_165_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;30-39;105_165_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;30-39;105_165_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;40-49;105_165_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;40-49;105_165_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;40-49;105_165_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;40-49;105_165_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;40-49;105_165_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;50-59;105_165_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;50-59;105_165_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;50-59;105_165_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;50-59;105_165_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;50-59;105_165_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;60-69;105_165_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;60-69;105_165_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;60-69;105_165_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;60-69;105_165_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;60-69;105_165_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;70-79;105_165_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;70-79;105_165_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;70-79;105_165_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;70-79;105_165_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;70-79;105_165_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;80+;105_165_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;80+;105_165_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;80+;105_165_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;80+;105_165_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;80+;105_165_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;18+;165_195_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;18+;165_195_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;18+;165_195_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;18+;165_195_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;18+;165_195_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;20-29;165_195_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;20-29;165_195_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;20-29;165_195_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;20-29;165_195_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;20-29;165_195_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;30-39;165_195_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;30-39;165_195_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;30-39;165_195_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;30-39;165_195_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;30-39;165_195_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;40-49;165_195_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;40-49;165_195_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;40-49;165_195_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;40-49;165_195_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;40-49;165_195_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;50-59;165_195_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;50-59;165_195_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;50-59;165_195_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;50-59;165_195_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;50-59;165_195_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;60-69;165_195_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;60-69;165_195_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;60-69;165_195_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;60-69;165_195_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;60-69;165_195_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;70-79;165_195_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;70-79;165_195_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;70-79;165_195_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;70-79;165_195_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;70-79;165_195_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;80+;165_195_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;80+;165_195_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;80+;165_195_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;80+;165_195_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;80+;165_195_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;18+;21_45_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;18+;21_45_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;18+;21_45_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;18+;21_45_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;18+;21_45_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;20-29;21_45_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;20-29;21_45_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;20-29;21_45_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;20-29;21_45_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;20-29;21_45_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;30-39;21_45_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;30-39;21_45_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;30-39;21_45_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;30-39;21_45_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;30-39;21_45_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;40-49;21_45_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;40-49;21_45_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;40-49;21_45_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;40-49;21_45_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;40-49;21_45_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;50-59;21_45_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;50-59;21_45_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;50-59;21_45_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;50-59;21_45_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;50-59;21_45_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;60-69;21_45_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;60-69;21_45_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;60-69;21_45_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;60-69;21_45_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;60-69;21_45_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;70-79;21_45_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;70-79;21_45_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;70-79;21_45_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;70-79;21_45_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;70-79;21_45_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;80+;21_45_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;80+;21_45_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;80+;21_45_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;80+;21_45_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;80+;21_45_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;18+;45_75_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;18+;45_75_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;18+;45_75_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;18+;45_75_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;18+;45_75_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;20-29;45_75_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;20-29;45_75_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;20-29;45_75_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;20-29;45_75_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;20-29;45_75_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;30-39;45_75_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;30-39;45_75_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;30-39;45_75_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;30-39;45_75_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;30-39;45_75_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;40-49;45_75_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;40-49;45_75_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;40-49;45_75_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;40-49;45_75_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;40-49;45_75_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;50-59;45_75_days;AllVaccines;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;50-59;45_75_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;50-59;45_75_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;50-59;45_75_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2021.12.B_13-10-2022;г. Санкт-Петербург;50-59;45_75_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
