data_point;region;vac_interval_group;vaccine;ve_zab_18_59;ve_hosp_18_59;ve_severe_18_59;ve_death_18_59;ve_zab_60;ve_hosp_60;ve_severe_60;ve_death_60;ve_zab_total;ve_hosp_total;ve_severe_total;ve_death_total
2021.11_01-07-2022;Новгородская область;75_90_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Новгородская область;75_90_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Новгородская область;90_105_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Новгородская область;90_105_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Новгородская область;90_105_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Новгородская область;90_105_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Новгородская область;90_105_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Новосибирская область;105_165_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Новосибирская область;105_165_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Новосибирская область;105_165_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Новосибирская область;105_165_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Новосибирская область;105_165_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Новосибирская область;165_195_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Новосибирская область;165_195_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Новосибирская область;165_195_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Новосибирская область;165_195_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Новосибирская область;165_195_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Новосибирская область;21_45_days;AllVaccines;-5.770690835480102;-4.27039725647559;-4.506044826116085;-4.0105007917656375;-6.6514938217229345;-4.091755694582031;-1.9978903926661737;-1.6479921444020977;-6.094870811129965;-4.4111303954492325;-2.6616052543295052;-2.1102651303388114
2021.11_01-07-2022;Новосибирская область;21_45_days;CoviVac;-12.432242207154937;-10.236142024576834;1.0;1.0;-8.828829683382232;-7.8079281787652395;-9.650141577423707;-5.347294199044933;-11.388159555442888;-7.390453539793729;-5.21645695370938;-3.086256430690055
2021.11_01-07-2022;Новосибирская область;21_45_days;EpiVacCorona;-72.17947767242623;-145.48204393422816;-188.96119439071566;-254.21503979210655;-103.64953408632095;-120.12446601941747;-97.91692071979112;-87.8632446075471;-87.3183568677792;-152.9113374772886;-141.3817819083536;-133.1860749434562
2021.11_01-07-2022;Новосибирская область;21_45_days;SputnikLite;-0.38542075658735175;-0.08862818961679109;-0.2600142527097391;-0.20733946974974327;0.24719763407444417;0.6364071644245344;0.8078078163599365;0.8998410219449301;-0.16803937990620965;0.39038969419938874;0.5963642442096435;0.7726286404224548
2021.11_01-07-2022;Новосибирская область;21_45_days;SputnikV;-14.936630383063562;-8.44783361406736;-8.130204582972324;-4.64117889956679;-16.809934714739775;-9.20910230878506;-3.937094749634226;-3.694754198882209;-15.655672606511299;-9.532284997822506;-5.083957146664922;-4.208053049521558
2021.11_01-07-2022;Новосибирская область;45_75_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Новосибирская область;45_75_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Новосибирская область;45_75_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Новосибирская область;45_75_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Новосибирская область;45_75_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Новосибирская область;75_90_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Новосибирская область;75_90_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Новосибирская область;75_90_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Новосибирская область;75_90_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Новосибирская область;75_90_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Новосибирская область;90_105_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Новосибирская область;90_105_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Новосибирская область;90_105_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Новосибирская область;90_105_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Новосибирская область;90_105_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Омская область;105_165_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Омская область;105_165_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Омская область;105_165_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Омская область;105_165_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Омская область;105_165_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Омская область;165_195_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Омская область;165_195_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Омская область;165_195_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Омская область;165_195_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Омская область;21_45_days;AllVaccines;-15.941255199571604;-10.033033293670236;-7.207133757961783;-2.751832575068244;-5.623760805261192;-3.085110104580939;-2.617337943719553;-1.891530681952427;-11.282710928071253;-5.214365897510029;-3.769206695845088;-2.370232447404097
2021.11_01-07-2022;Омская область;21_45_days;CoviVac;-24.109337985192965;-20.21421409925479;-33.37131254061079;1.0;-7.2936219699614835;-5.990489064316419;-2.604241937642179;1.0;-18.198618038968554;-9.480859244953631;-7.858393127000561;1.0
2021.11_01-07-2022;Омская область;21_45_days;EpiVacCorona;-50.16575300188118;-59.54038004312128;-68.515014127078;-27.379982831696978;-39.34096878824969;-38.40329853485363;-44.066845988605586;-38.867473517594064;-46.98388631587982;-51.48585792922985;-59.10387278789434;-49.24162740783736
2021.11_01-07-2022;Омская область;21_45_days;SputnikLite;-1.7040403874457377;-0.6460187465429206;-0.015758780394515837;-0.26499588854687395;-0.007318902043128128;0.5245704832357336;0.5799932738498075;0.8179970853349166;-0.942252968238432;0.13794101581792573;0.3829235297541125;0.671569921332488
2021.11_01-07-2022;Омская область;21_45_days;SputnikV;-29.07022109077448;-18.63391033758363;-12.799938038183422;-5.174244122261675;-16.045728341532563;-9.40546292901486;-7.746621012795099;-6.373248064294816;-23.463883268446487;-11.236318877467916;-7.826054562326579;-5.480892243769078
2021.11_01-07-2022;Омская область;45_75_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Омская область;45_75_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Омская область;45_75_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Омская область;45_75_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Омская область;45_75_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Омская область;75_90_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Омская область;75_90_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Омская область;75_90_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Омская область;75_90_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Омская область;75_90_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Омская область;90_105_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Омская область;90_105_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Омская область;90_105_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Омская область;90_105_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Омская область;90_105_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Оренбургская область;105_165_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Оренбургская область;105_165_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Оренбургская область;105_165_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Оренбургская область;105_165_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Оренбургская область;105_165_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Оренбургская область;165_195_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Оренбургская область;165_195_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Оренбургская область;165_195_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Оренбургская область;165_195_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Оренбургская область;21_45_days;AllVaccines;-13.167362151309721;-7.706780750117844;-6.074259359470747;-4.09474042392492;-4.415657246026053;-2.6308618722258568;-1.4443582073170687;-0.9321318541366439;-8.964860553226803;-4.5777614952064;-2.838210823741986;-1.726122937195671
2021.11_01-07-2022;Оренбургская область;21_45_days;CoviVac;-12.115032177862968;-12.872789592583938;-10.738514270647949;-37.68749773706506;-11.53539879656894;-15.350836549471985;1.0;-10.585018273604499;-10.861190580985918;-10.25782078472959;-2.3028311425682513;-10.035472972972974
2021.11_01-07-2022;Оренбургская область;21_45_days;EpiVacCorona;-65.5714290163396;-87.21559159754035;-36.13348620665695;1.0;-49.243195921415136;-61.90525217582297;-65.46152685860814;-10.911410883728474;-60.03933530785443;-77.90416525660392;-70.37950439799489;-12.120347351402097
2021.11_01-07-2022;Оренбургская область;21_45_days;SputnikLite;-0.05068911925096953;0.6175627216755555;0.6763992260331623;1.0;0.2711873657074131;0.7261089040163808;0.8724082037750391;0.7530269478476947;0.04261596726469763;0.595238379680491;0.7796740933728781;0.6317943323146743
2021.11_01-07-2022;Оренбургская область;21_45_days;SputnikV;-21.654495630014733;-12.949425968295474;-10.739161893108617;-7.175487746986358;-13.54727641986537;-9.068221830985916;-5.869025574295582;-4.4705426106066;-17.679119791227595;-9.40684246840709;-6.293211391047848;-4.1055493045993945
2021.11_01-07-2022;Оренбургская область;45_75_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Оренбургская область;45_75_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Оренбургская область;45_75_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Оренбургская область;45_75_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Оренбургская область;45_75_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Оренбургская область;75_90_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Оренбургская область;75_90_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Оренбургская область;75_90_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Оренбургская область;75_90_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Оренбургская область;75_90_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Оренбургская область;90_105_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Оренбургская область;90_105_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Оренбургская область;90_105_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Оренбургская область;90_105_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Оренбургская область;90_105_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Орловская область;105_165_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Орловская область;105_165_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Орловская область;105_165_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Орловская область;105_165_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Орловская область;105_165_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Орловская область;165_195_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Орловская область;165_195_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Орловская область;165_195_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Орловская область;165_195_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Орловская область;21_45_days;AllVaccines;-7.98872694938175;-6.154008499089383;-6.589805243238763;-3.297646131321094;-3.348932643994628;-1.821647536032129;-1.1157383227206505;-0.6271081838255059;-6.0257475929982505;-3.1718066089040766;-2.175687350977742;-1.056885112954792
2021.11_01-07-2022;Орловская область;21_45_days;CoviVac;-276.46380846325167;-306.60802469135797;-625.8238993710692;1.0;-inf;-inf;-inf;-inf;-379.44551591128254;-423.97881508079;-725.55985267035;-358.3096539162113
2021.11_01-07-2022;Орловская область;21_45_days;EpiVacCorona;-86.11322404371583;-97.72745739199364;-46.44559523809523;-109.70638888888887;-74.38642082429502;-74.67479872881356;-66.19477958236659;-63.35766666666666;-81.6070352182435;-78.06406569956674;-57.4344161545215;-63.44618736383441
2021.11_01-07-2022;Орловская область;21_45_days;SputnikLite;-0.8814921360121364;-0.9412730524875004;-1.642303405148021;-1.5109608382254587;0.22539416196372886;0.6350320285103442;0.8080120920487234;0.8524039941817874;-0.4292901863687335;0.16584758008617895;0.3689775875512201;0.6032242838329445
2021.11_01-07-2022;Орловская область;21_45_days;SputnikV;-26.83119266055046;-18.610478771454382;-18.989686924493554;-4.749152542372881;-14.303529835604582;-9.137052017108557;-6.642353152835744;-4.685916962374506;-21.733339538014643;-12.40788971291626;-9.363592978073418;-5.190752055411645
2021.11_01-07-2022;Орловская область;45_75_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Орловская область;45_75_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Орловская область;45_75_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Орловская область;45_75_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Орловская область;45_75_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Орловская область;75_90_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Орловская область;75_90_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Орловская область;75_90_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Орловская область;75_90_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Орловская область;75_90_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Орловская область;90_105_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Орловская область;90_105_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Орловская область;90_105_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Орловская область;90_105_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Орловская область;90_105_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Пензенская область;105_165_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Пензенская область;105_165_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Пензенская область;105_165_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Пензенская область;105_165_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Пензенская область;105_165_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Пензенская область;165_195_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Пензенская область;165_195_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Пензенская область;165_195_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Пензенская область;165_195_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Пензенская область;21_45_days;AllVaccines;-7.481750210089677;-5.51195155220078;-4.563975147579327;-3.7975091833719707;-5.655067217906999;-4.854569831526343;-3.519577560147333;-3.6889470446929256;-6.779741399814517;-5.225212599008808;-3.8779053054239547;-3.921232369572799
2021.11_01-07-2022;Пензенская область;21_45_days;CoviVac;-47.44088006330569;-34.5826539940143;1.0;1.0;-28.57660712177184;-10.836033481841504;1.0;1.0;-42.721205253669844;-16.128331041073423;1.0;1.0
2021.11_01-07-2022;Пензенская область;21_45_days;EpiVacCorona;-64.76180087381731;-100.10486303477992;-73.76294736842105;-60.28110440034512;-76.89324759299643;-90.3607481973299;-82.83949495432587;-76.49778956675507;-68.8486305121344;-90.82113754607059;-78.14577625618091;-71.60239191061987
2021.11_01-07-2022;Пензенская область;21_45_days;SputnikLite;-2.206900290639744;-2.064335287287989;-1.8798656746698277;-2.6391029889009636;-2.2576527749925024;-2.5772730097698364;-2.604920844051279;-2.823628468916768;-2.1197672899336157;-1.5765395348440578;-1.359507672782112;-1.4600380748805981
2021.11_01-07-2022;Пензенская область;21_45_days;SputnikV;-12.210973974931298;-7.662894950556536;-6.621888821787018;-3.7152959469965854;-5.57915696241201;-4.331940292463594;-2.7886012966698974;-2.933366757299624;-8.830020795744979;-6.756140865251857;-4.908124212720833;-4.938935812265662
2021.11_01-07-2022;Пензенская область;45_75_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Пензенская область;45_75_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Пензенская область;45_75_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Пензенская область;45_75_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Пензенская область;45_75_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Пензенская область;75_90_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Пензенская область;75_90_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Пензенская область;75_90_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Пензенская область;75_90_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Пензенская область;75_90_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Пензенская область;90_105_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Пензенская область;90_105_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Пензенская область;90_105_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Пензенская область;90_105_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Пензенская область;90_105_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Пермский край;105_165_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Пермский край;105_165_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Пермский край;105_165_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Пермский край;105_165_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Пермский край;105_165_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Пермский край;165_195_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Пермский край;165_195_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Пермский край;165_195_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Пермский край;165_195_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Пермский край;21_45_days;AllVaccines;-7.672481471577138;-4.870720679561678;-3.758232514256611;-4.129606759271761;-6.019337235562147;-3.8562670845504172;-1.2457700976872945;-0.7079780825359874;-7.122169557653086;-4.359878893256563;-1.7677443148057272;-1.1413730236505821
2021.11_01-07-2022;Пермский край;21_45_days;CoviVac;-9.688506773454554;-14.758417092327129;-20.716648341579628;-14.807356275843674;-4.136382567726738;-0.06429492232784595;1.0;1.0;-8.17716982527657;-5.498335206979757;-3.236699733952224;-0.9396166016202008
2021.11_01-07-2022;Пермский край;21_45_days;EpiVacCorona;-79.00902780635691;-150.6820435314258;-145.21656902045433;-194.26986959505834;-98.00977170064705;-112.5927184701041;-89.13463617463619;-76.17952631578947;-86.47487062781265;-132.46469663469986;-107.11623536072766;-96.65662621134041
2021.11_01-07-2022;Пермский край;21_45_days;SputnikLite;-0.809544933919432;-0.07949746669037605;0.1934539383681564;0.5617492063071869;-0.08408851227042446;0.17006481157239206;0.5641800830611583;0.7455236243832009;-0.5450240864293912;0.005389409711586635;0.4382548707385173;0.6838366237191844
2021.11_01-07-2022;Пермский край;21_45_days;SputnikV;-13.936737276390488;-7.00795385517012;-4.893210181818863;-5.515271256566409;-15.214315580723373;-9.019660523952535;-2.6896998133621226;-1.8086197651527347;-14.152657081719966;-7.488728038204082;-2.6644963446823224;-1.8597072138423214
2021.11_01-07-2022;Пермский край;45_75_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Пермский край;45_75_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Пермский край;45_75_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Пермский край;45_75_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Пермский край;45_75_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Пермский край;75_90_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Пермский край;75_90_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Пермский край;75_90_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Пермский край;75_90_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Пермский край;75_90_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Пермский край;90_105_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Пермский край;90_105_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Пермский край;90_105_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Пермский край;90_105_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Пермский край;90_105_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Приморский край;105_165_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Приморский край;105_165_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Приморский край;105_165_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Приморский край;105_165_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Приморский край;105_165_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Приморский край;165_195_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Приморский край;165_195_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Приморский край;165_195_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Приморский край;165_195_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Приморский край;21_45_days;AllVaccines;-6.281637314886174;-5.446039847661077;-4.368580267368307;-2.0902071782900498;-5.6787802593639;-3.938556694720768;-2.57286933636701;-1.8188367307444406;-6.121685219172871;-4.700621187510898;-3.20541412407679;-2.08536750520584
2021.11_01-07-2022;Приморский край;21_45_days;CoviVac;-7.175038017375069;-8.287197660931245;-5.3936118225440834;1.0;-5.1197354886113144;-0.7497815126050418;1.0;1.0;-6.42303638138343;-3.4678480619489056;-0.7664603561677983;1.0
2021.11_01-07-2022;Приморский край;21_45_days;EpiVacCorona;-37.26312057949226;-53.556309513120134;-37.11554931554931;-25.204440154440153;-50.816629916779284;-59.111175857204195;-61.01268143621085;-46.18729218306028;-43.02554463969989;-61.411510169657;-61.52880452880453;-48.98808691890453
2021.11_01-07-2022;Приморский край;21_45_days;SputnikLite;-0.08769474713454484;0.10820555488420125;0.3877282131693709;1.0;0.0748373073468781;0.6218069798000045;0.8703546746504282;0.8274433630965277;-0.04361634496314415;0.4096530666749185;0.749040263497041;0.8109436651677708
2021.11_01-07-2022;Приморский край;21_45_days;SputnikV;-12.939137451159647;-10.284618962265645;-9.279486235025592;-5.653742151279298;-15.274679845508732;-10.638936289700302;-6.687537213456386;-5.104808963627129;-13.458963595345246;-9.696349534542936;-6.571272879500999;-4.490792761065374
2021.11_01-07-2022;Приморский край;45_75_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Приморский край;45_75_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Приморский край;45_75_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Приморский край;45_75_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Приморский край;45_75_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Приморский край;75_90_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Приморский край;75_90_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Приморский край;75_90_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Приморский край;75_90_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Приморский край;75_90_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Приморский край;90_105_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Приморский край;90_105_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Приморский край;90_105_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Приморский край;90_105_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Приморский край;90_105_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Псковская область;105_165_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Псковская область;105_165_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Псковская область;105_165_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Псковская область;105_165_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Псковская область;105_165_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Псковская область;165_195_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Псковская область;165_195_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Псковская область;165_195_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Псковская область;21_45_days;AllVaccines;-10.183293669154663;-5.7880406811045875;-2.842699544663184;-0.37239269452256596;-5.228391066980883;-2.3281260965738806;-1.3727773280792732;-0.5784127443309948;-8.115704013561784;-3.6589284392983563;-2.0120426151794972;-0.8009655285006108
2021.11_01-07-2022;Псковская область;21_45_days;CoviVac;-287.870977770869;-760.6207382361229;1.0;1.0;-277.6989966555184;1.0;1.0;1.0;-280.81396989651927;-308.1519607843137;1.0;1.0
2021.11_01-07-2022;Псковская область;21_45_days;EpiVacCorona;-46.85995314966645;-71.07768125626463;-46.441095890410956;-30.466032988537886;-39.62171307791059;-39.55234539847427;-36.65134047651341;-19.443744374437447;-44.35617246778272;-48.550314465408796;-37.837676056338026;-20.65910652920962
2021.11_01-07-2022;Псковская область;21_45_days;SputnikLite;-0.45560638804701004;0.5057660846346215;1.0;1.0;0.3446469808428161;0.4197024803243502;0.6956808645039029;0.7219800490529483;-0.07008770344440518;0.30084723569529037;0.6598375147041626;0.6644813711587133
2021.11_01-07-2022;Псковская область;21_45_days;SputnikV;-17.087050613801413;-7.572246929822009;-5.026138286028253;-0.52498193360715;-17.267769463334602;-7.343779244758075;-4.911824630764608;-3.083126013392249;-17.01489776261986;-6.70196046517886;-4.316146076864407;-2.1229238397542676
2021.11_01-07-2022;Псковская область;45_75_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Псковская область;45_75_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Псковская область;45_75_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Псковская область;45_75_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Псковская область;45_75_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Псковская область;75_90_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Псковская область;75_90_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Псковская область;75_90_days;EpiVacCorona;;;;;;;;;;;;
