data_point;vaccine;region;zab_ve_18_59;zab_ve_18_59_R;zab_cil_18_59_R;zab_cih_18_59_R;zab_ve_60;zab_ve_60_R;zab_cil_60_R;zab_cih_60_R;zab_ve_total;zab_ve_total_R;zab_cil_total_R;zab_cih_total_R;st_ve_18_59;st_ve_18_59_R;st_cil_18_59_R;st_cih_18_59_R;st_ve_60;st_ve_60_R;st_cil_60_R;st_cih_60_R;st_ve_total;st_ve_total_R;st_cil_total_R;st_cih_total_R;tyazh_ve_18_59;tyazh_ve_18_59_R;tyazh_cil_18_59_R;tyazh_cih_18_59_R;tyazh_ve_60;tyazh_ve_60_R;tyazh_cil_60_R;tyazh_cih_60_R;tyazh_ve_total;tyazh_ve_total_R;tyazh_cil_total_R;tyazh_cih_total_R;sm_ve_18_59;sm_ve_18_59_R;sm_cil_18_59_R;sm_cih_18_59_R;sm_ve_60;sm_ve_60_R;sm_cil_60_R;sm_cih_60_R;sm_ve_total;sm_ve_total_R;sm_cil_total_R;sm_cih_total_R
2022.05_01-07-2022;AllVaccines;Московская область;0.095335;0.26337;0.20352;0.31962;0.133125;0.28682;0.21710;0.35138;0.082237;0.24839;0.20196;0.29263;1.000000;0.57848;0.42403;0.69983;0.080212;0.47809;0.36582;0.57413;0.261775;0.44680;0.34699;0.53443;1.000000;0.26434;-0.50170;0.68240;-1.932657;0.48209;0.21685;0.67108;-1.766317;0.34712;0.06218;0.55917;1.000000;NULL;NULL;NULL;1.000000;0.76195;0.57807;0.87921;1.000000;0.69292;0.48730;0.83070
2022.05_01-07-2022;AllVaccines;Республика Адыгея;1.000000;0.02004;-0.49518;0.38179;-4.652408;0.10130;-0.38221;0.43642;-2.667209;0.02048;-0.32823;0.29096;1.000000;0.23955;-0.82735;0.74334;-3.010154;NULL;NULL;NULL;-2.106181;0.45911;-0.03490;0.74980;1.000000;NULL;NULL;NULL;-28.675143;NULL;NULL;NULL;-25.014267;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-48.458571;NULL;NULL;NULL;-51.028534;NULL;NULL;NULL
2022.05_01-07-2022;AllVaccines;Республика Башкортостан;-0.794860;-0.19312;-0.34969;-0.05351;-0.280833;0.13423;-0.00577;0.25670;-0.632608;-0.05275;-0.15789;0.04364;-0.131638;0.09643;-0.17354;0.30998;0.059365;0.28114;0.10134;0.42915;-0.169045;0.19729;0.04827;0.32561;1.000000;0.48555;0.09694;0.72591;-1.581712;0.42046;0.12436;0.62813;-1.258213;0.43374;0.20759;0.60384;1.000000;NULL;NULL;NULL;-0.974783;0.39317;-0.06467;0.67321;-1.095621;0.47666;0.12418;0.70383
2022.05_01-07-2022;AllVaccines;Республика Дагестан;0.248747;-1.34764;NULL;NULL;0.634906;0.07532;-0.48467;0.43815;0.364927;-0.83049;-1.35305;-0.42200;1.000000;-0.75743;NULL;NULL;-0.642922;-0.57812;NULL;NULL;0.153236;-0.75341;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
2022.05_01-07-2022;AllVaccines;Ростовская область;0.025202;-0.05491;-0.17977;0.05875;0.246608;0.21450;0.11473;0.30475;0.084819;0.03964;-0.04234;0.11619;1.000000;0.43385;0.19222;0.61571;0.171209;0.19659;0.03235;0.33689;0.200398;0.16061;0.01029;0.29177;1.000000;NULL;NULL;NULL;0.026171;0.41521;0.16837;0.59972;-0.048139;0.39596;0.15746;0.57811;1.000000;NULL;NULL;NULL;1.000000;0.48262;0.08897;0.72819;1.000000;0.40169;-0.01197;0.66964
2022.05_01-07-2022;AllVaccines;Самарская область;-0.692339;-0.02371;-0.16333;0.10119;0.074568;0.14083;0.02966;0.24049;-0.385898;-0.00718;-0.10008;0.07876;-0.081436;0.44530;0.22700;0.61171;0.052299;0.31358;0.17451;0.43202;-0.387150;0.23918;0.10620;0.35514;-6.465398;0.21898;-0.65732;0.67049;0.574104;0.40356;0.09402;0.61882;-0.724397;0.24908;-0.08555;0.49256;1.000000;NULL;NULL;NULL;1.000000;0.33388;-0.11378;0.61763;1.000000;0.17716;-0.32342;0.50666
2022.05_01-07-2022;AllVaccines;Челябинская область;0.233273;0.09737;0.02277;0.16689;0.114565;0.21188;0.13003;0.28696;0.134394;0.14056;0.08561;0.19260;0.358376;0.51105;0.37359;0.62317;0.346913;0.37495;0.26191;0.47311;0.241801;0.41229;0.32503;0.49003;1.000000;0.66686;0.30251;0.86351;1.000000;0.58074;0.34022;0.74586;1.000000;0.59871;0.40634;0.73837;1.000000;0.63391;0.12398;0.87617;1.000000;0.48479;0.16056;0.69880;1.000000;0.51549;0.25448;0.69740
2022.05_01-07-2022;AllVaccines;Владимирская область;0.204277;-0.04395;-0.29751;0.16720;1.000000;-0.01961;-0.23861;0.16581;0.714374;-0.06620;-0.23332;0.08156;1.000000;0.43912;-0.01842;0.71987;1.000000;0.08148;-0.25753;0.34088;1.000000;0.12649;-0.15441;0.34919;1.000000;NULL;NULL;NULL;1.000000;0.45215;-0.22241;0.79396;1.000000;0.55077;0.02215;0.82868;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
2022.05_01-07-2022;AllVaccines;Волгоградская область;-0.531122;-0.15326;-0.24808;-0.06480;-0.196507;0.04982;-0.04198;0.13434;-0.429353;-0.09582;-0.16366;-0.03149;1.000000;0.15594;-0.07118;0.34139;-0.033623;0.25672;0.12989;0.36737;0.037122;0.13522;0.01337;0.24404;1.000000;0.45803;0.00053;0.73203;0.627510;0.50171;0.32094;0.64146;0.599172;0.41463;0.22665;0.56402;1.000000;NULL;NULL;NULL;-0.065605;0.60584;0.32026;0.78746;-0.215141;0.50894;0.19226;0.71872
2022.05_01-07-2022;AllVaccines;Камчатский край;0.467112;-0.02476;-0.39002;0.25644;0.196856;0.25706;-0.08579;0.50722;0.373871;0.10070;-0.14212;0.29941;1.000000;-0.33992;-1.85839;0.41989;-0.818885;0.43639;-0.03041;0.71976;-0.161888;0.23686;-0.22110;0.54537;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
2022.05_01-07-2022;AllVaccines;Карачаево-Черкесская Республика;0.446027;-1.40667;NULL;NULL;0.050418;-1.27234;NULL;NULL;0.182062;-1.37202;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;-2.70426;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
2022.05_01-07-2022;AllVaccines;Костромская область;1.000000;0.10820;-0.18071;0.33571;-0.386227;0.22436;0.00404;0.40242;-0.097391;0.14366;-0.03323;0.29455;1.000000;0.37596;-0.41766;0.76765;-3.571601;0.40326;0.04443;0.64470;-3.877293;0.35304;0.02171;0.58770;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;-4.968479;NULL;NULL;NULL;-6.878704;0.41751;-0.42058;0.80493
2022.05_01-07-2022;AllVaccines;Омская область;0.303810;0.18356;0.05749;0.29500;0.699696;0.31107;0.21202;0.39952;0.517505;0.24764;0.16987;0.31918;0.586836;0.42480;0.24871;0.56593;0.835399;0.44503;0.33455;0.54020;0.751722;0.42974;0.33682;0.51184;1.000000;0.59594;0.24085;0.80640;1.000000;0.56120;0.36653;0.70550;1.000000;0.56209;0.39635;0.68994;1.000000;0.60342;0.05469;0.86558;1.000000;0.64613;0.41614;0.79938;1.000000;0.62960;0.42445;0.77339
2022.05_01-07-2022;AllVaccines;Оренбургская область;0.463010;0.10839;-0.05098;0.24637;0.663416;0.23224;0.08626;0.35767;0.553206;0.15339;0.04554;0.25054;-0.308664;0.41691;0.06160;0.65408;1.000000;0.34994;0.14291;0.51326;0.671128;0.33667;0.15631;0.48372;1.000000;NULL;NULL;NULL;1.000000;0.71693;0.41332;0.88333;1.000000;0.69406;0.41464;0.85848;1.000000;NULL;NULL;NULL;1.000000;0.45995;-0.08791;0.75801;1.000000;0.44289;-0.07979;0.73826
2022.05_01-07-2022;AllVaccines;Республика Мордовия;-0.760269;-0.26545;-0.57229;-0.01672;0.526882;0.17677;-0.00666;0.32832;-0.022501;-0.07698;-0.24831;0.07180;-0.499222;0.06337;-0.63604;0.47839;0.364143;0.13679;-0.19726;0.38089;0.028507;-0.00813;-0.33715;0.24349;1.000000;NULL;NULL;NULL;0.501912;0.18681;-0.45400;0.55427;0.469587;0.20902;-0.33369;0.54362;1.000000;NULL;NULL;NULL;1.000000;0.22961;-0.86219;0.69816;1.000000;0.28435;-0.62688;0.70984
2022.05_01-07-2022;AllVaccines;Республика Саха (Якутия);-0.007678;-0.07390;-0.22211;0.05859;-0.128671;0.13061;-0.04263;0.27899;-0.036843;-0.00777;-0.12002;0.09474;1.000000;0.19168;-0.08536;0.40767;1.000000;0.38080;0.18062;0.53977;1.000000;0.28469;0.12252;0.42166;1.000000;NULL;NULL;NULL;1.000000;0.69714;0.38050;0.87420;1.000000;0.69265;0.41959;0.85666;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;0.23665;-0.92965;0.74908
2022.05_01-07-2022;AllVaccines;Алтайский край;-0.224911;-0.06530;-0.18962;0.04779;0.038968;0.00014;-0.12052;0.10905;-0.154369;-0.08738;-0.17705;-0.00371;1.000000;0.27884;0.02439;0.47698;-0.229359;0.35054;0.20917;0.47019;-0.139741;0.23623;0.09858;0.35607;1.000000;0.12094;-0.63142;0.56004;1.000000;0.41211;0.15606;0.60055;1.000000;0.24437;-0.03514;0.45856;1.000000;NULL;NULL;NULL;1.000000;0.44477;0.05600;0.69172;1.000000;0.29385;-0.13750;0.58134
2022.05_01-07-2022;AllVaccines;Архангельская область;0.224795;-0.00288;-0.15635;0.13326;0.724459;0.23805;0.10949;0.35042;0.475768;0.06510;-0.03883;0.16013;-1.137228;0.24910;-0.06814;0.48613;1.000000;0.43099;0.28726;0.55011;0.486341;0.26936;0.11566;0.40064;1.000000;NULL;NULL;NULL;1.000000;0.64807;0.38701;0.81376;1.000000;0.58332;0.31503;0.76316;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;0.68687;0.28030;0.89179
2022.05_01-07-2022;AllVaccines;Воронежская область;-0.542717;-0.02643;-0.12024;0.06047;0.299653;0.07919;-0.02624;0.17523;-0.135727;0.01717;-0.05217;0.08252;0.082281;0.26556;-0.05611;0.50164;0.656154;0.26001;0.08028;0.40968;0.439853;0.26188;0.10957;0.39199;1.000000;0.44140;-0.37031;0.81350;1.000000;0.14571;-0.34300;0.47483;1.000000;0.21762;-0.17554;0.49447;1.000000;NULL;NULL;NULL;1.000000;0.09643;-0.60364;0.51717;1.000000;0.09315;-0.55664;0.49575
2022.05_01-07-2022;AllVaccines;г. Санкт-Петербург;0.203655;0.41069;0.36538;0.45332;0.221870;0.13928;0.07071;0.20352;0.177607;0.31662;0.27920;0.35241;0.389500;0.64716;0.56980;0.71337;0.414299;0.36598;0.28226;0.44163;0.345788;0.50427;0.44922;0.55485;-0.816486;0.63784;0.42395;0.78459;0.214185;0.55769;0.43198;0.66074;-0.100756;0.60978;0.51275;0.69116;1.000000;0.62496;0.20985;0.84691;1.000000;0.61820;0.47124;0.73182;1.000000;0.65338;0.53153;0.74944
2022.05_01-07-2022;AllVaccines;Ненецкий автономный округ;NULL;-0.74292;NULL;NULL;NULL;-1.34937;NULL;NULL;NULL;-0.94971;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-2.50338;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.05_01-07-2022;AllVaccines;Новгородская область;0.455860;0.12197;-0.10701;0.31150;-0.077229;0.11098;-0.11599;0.29765;0.066349;0.07074;-0.09335;0.21409;1.000000;0.22466;-0.42982;0.61665;-0.754414;0.12062;-0.25068;0.39427;-0.761105;0.01366;-0.34047;0.28666;1.000000;NULL;NULL;NULL;1.000000;0.28227;-0.81433;0.76408;1.000000;0.25403;-0.82994;0.75094;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
2022.05_01-07-2022;AllVaccines;Пензенская область;0.086867;0.08256;-0.07821;0.22094;0.127856;0.08468;-0.04394;0.19689;-0.249500;-0.10941;-0.22664;-0.00331;-0.132636;0.30589;-0.01845;0.53551;0.256766;0.15944;-0.00872;0.29895;-0.350093;-0.14067;-0.34183;0.03037;1.000000;0.32465;-0.70893;0.76274;-0.332442;0.13917;-0.32194;0.43628;-1.225115;-0.17464;-0.72449;0.19952;1.000000;NULL;NULL;NULL;-0.332442;0.09772;-0.66649;0.50450;-1.457976;-0.25269;-1.22029;0.29005
2022.05_01-07-2022;AllVaccines;Приморский край;-0.518916;-0.01205;-0.22072;0.16321;1.000000;0.22196;0.02992;0.38074;0.242220;0.13630;0.00431;0.25250;1.000000;0.46523;0.21163;0.64684;1.000000;0.32180;0.09190;0.50114;1.000000;0.43472;0.28503;0.55738;1.000000;NULL;NULL;NULL;1.000000;0.42908;0.04674;0.67639;1.000000;0.64388;0.42319;0.79227;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;0.73105;0.36901;0.90807
2022.05_01-07-2022;AllVaccines;Сахалинская область;1.000000;0.31831;-0.08288;0.58959;0.272249;0.49038;0.21232;0.68406;0.618146;0.39364;0.16440;0.56948;1.000000;NULL;NULL;NULL;1.000000;0.56286;0.21653;0.77617;1.000000;0.60904;0.34650;0.78236;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
2022.05_01-07-2022;AllVaccines;Иркутская область;0.479329;0.22588;0.12240;0.31872;0.228798;0.09392;-0.03928;0.21201;0.304190;0.17735;0.09738;0.25114;1.000000;0.51626;0.36715;0.63586;-0.348886;0.17713;0.01100;0.31875;-0.076777;0.32806;0.21793;0.42492;1.000000;0.59993;0.18895;0.82657;1.000000;0.55572;0.31009;0.72673;1.000000;0.57897;0.38516;0.72125;1.000000;NULL;NULL;NULL;1.000000;0.54784;0.11271;0.79411;1.000000;0.58340;0.25167;0.78700
2022.05_01-07-2022;AllVaccines;Калининградская область;0.028394;-0.11610;-0.38179;0.10415;1.000000;0.09086;-0.17763;0.30345;0.561649;-0.06732;-0.25899;0.09832;-1.820557;0.43990;-0.00729;0.71386;1.000000;0.22828;-0.11872;0.47787;0.276946;0.19251;-0.10511;0.41983;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;0.44245;-0.36774;0.81385;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
2022.05_01-07-2022;AllVaccines;Краснодарский край;0.096655;0.05287;-0.07119;0.16449;0.193607;0.27401;0.18146;0.35734;-0.020445;0.10570;0.02530;0.18033;-0.034665;0.28666;0.04212;0.47771;0.342521;0.33769;0.19870;0.45550;-0.017687;0.21152;0.07433;0.33117;1.000000;0.61793;0.16384;0.85473;0.633103;0.57855;0.36271;0.73141;0.516321;0.50553;0.28464;0.66869;1.000000;NULL;NULL;NULL;1.000000;0.52816;0.15276;0.75533;1.000000;0.46915;0.09308;0.70890
2022.05_01-07-2022;AllVaccines;Курганская область;0.173338;0.06385;-0.06569;0.17886;0.014112;0.15467;0.00376;0.28450;0.072323;0.09666;-0.00026;0.18494;1.000000;0.29937;-0.19964;0.60694;-0.707166;0.38788;0.19350;0.54045;-0.821621;0.34737;0.16494;0.49429;1.000000;NULL;NULL;NULL;1.000000;0.48629;0.09682;0.72375;1.000000;0.45989;0.06695;0.70338;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;0.54329;-0.15450;0.84988
2022.05_01-07-2022;AllVaccines;Республика Ингушетия;0.406636;-1.48461;NULL;NULL;-0.290112;-0.65594;NULL;NULL;0.313702;-1.30937;NULL;NULL;1.000000;0.20094;-0.39673;0.55804;-4.644238;NULL;NULL;NULL;0.416647;0.13499;-0.44464;0.49514;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.05_01-07-2022;AllVaccines;Республика Карелия;0.197470;0.17658;0.04480;0.29324;0.118529;0.28688;0.16147;0.39567;0.076758;0.17944;0.08471;0.26585;1.000000;0.22925;-0.08349;0.46499;0.139148;0.48630;0.34586;0.60085;0.098194;0.28148;0.12392;0.41507;1.000000;NULL;NULL;NULL;1.000000;0.57002;0.26115;0.76514;1.000000;0.36999;-0.03312;0.63573;1.000000;NULL;NULL;NULL;1.000000;0.83327;0.62040;0.94209;1.000000;0.62307;0.25164;0.83452
2022.05_01-07-2022;AllVaccines;Республика Татарстан;-0.266589;0.05919;-0.00460;0.11916;-0.285688;0.22056;0.13845;0.29567;-0.282323;0.11634;0.06660;0.16363;1.000000;0.22094;0.02746;0.37882;0.349856;0.44966;0.33344;0.54845;0.541494;0.39741;0.30373;0.48000;1.000000;0.13979;-0.86944;0.62302;1.000000;0.57005;0.28366;0.75593;1.000000;0.51381;0.25833;0.69120;1.000000;NULL;NULL;NULL;1.000000;0.60521;0.24375;0.81315;1.000000;0.55182;0.20518;0.76286
2022.05_01-07-2022;AllVaccines;Республика Хакасия;NULL;0.17451;-0.14380;0.41717;NULL;0.53541;0.31895;0.69411;NULL;0.33016;0.13972;0.48551;NULL;0.55572;-0.03469;0.84755;NULL;0.76770;0.52969;0.90292;NULL;0.67358;0.43144;0.82966;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.05_01-07-2022;AllVaccines;Ярославская область;0.042875;0.03551;-0.12687;0.17836;0.306778;0.08065;-0.07944;0.22048;0.136531;0.02717;-0.08822;0.13233;1.000000;0.45632;0.05990;0.71086;0.533640;0.47159;0.28344;0.61905;0.528634;0.41538;0.23501;0.56111;1.000000;NULL;NULL;NULL;1.000000;0.72544;0.41536;0.89397;1.000000;0.73081;0.43108;0.89560;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
2022.05_01-07-2022;AllVaccines;г. Севастополь;-1.371584;-0.02968;-0.33809;0.21405;0.138686;0.36401;0.18630;0.50814;-0.545789;0.18906;0.02950;0.32563;1.000000;0.38452;-0.08563;0.67314;1.000000;0.48801;0.24944;0.66121;1.000000;0.43685;0.22424;0.59958;1.000000;NULL;NULL;NULL;1.000000;0.70526;0.35495;0.88794;1.000000;0.73230;0.42084;0.89755;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
2022.05_01-07-2022;AllVaccines;Забайкальский край;-0.137386;0.03815;-0.15991;0.20556;0.193835;0.28077;0.08934;0.43597;-0.024590;0.11517;-0.02507;0.23816;0.527410;0.44220;0.20479;0.61828;0.352114;0.48252;0.28864;0.63024;0.382884;0.42986;0.27624;0.55552;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;0.65356;0.27011;0.85858;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
2022.05_01-07-2022;AllVaccines;Ленинградская область;0.270825;0.03142;-0.11672;0.16299;0.337596;0.16569;0.03192;0.28362;0.243487;0.05834;-0.04398;0.15219;1.000000;-0.03747;-0.53776;0.31926;0.554884;0.36107;0.17235;0.51347;0.545855;0.18452;-0.01358;0.34992;1.000000;-0.00096;-1.23009;0.60432;1.000000;0.37101;-0.09937;0.66391;1.000000;0.19782;-0.27530;0.51732;1.000000;NULL;NULL;NULL;1.000000;0.47259;-0.00098;0.74892;1.000000;0.47216;0.06042;0.72850
2022.05_01-07-2022;AllVaccines;Магаданская область;NULL;-0.05691;-1.08510;0.49123;NULL;NULL;NULL;NULL;NULL;0.07542;-0.66519;0.51077;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.05_01-07-2022;AllVaccines;Республика Алтай;1.000000;-0.15889;-0.60259;0.17017;0.573656;0.39079;0.07033;0.61094;0.748662;0.04956;-0.22997;0.27099;1.000000;-0.23447;-1.37070;0.38005;0.234159;0.59549;0.25769;0.79606;0.306748;0.26438;-0.14321;0.54065;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
2022.05_01-07-2022;AllVaccines;Республика Бурятия;0.451315;-0.08298;-0.33360;0.12464;0.495876;0.20299;-0.00924;0.37429;0.437142;-0.00461;-0.17490;0.14324;-0.386151;-0.12532;-0.78137;0.30456;1.000000;0.35792;0.07795;0.56106;0.544353;0.10693;-0.18788;0.33542;1.000000;NULL;NULL;NULL;1.000000;0.65928;0.27054;0.86221;1.000000;0.56013;0.18519;0.78314;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
2022.05_01-07-2022;AllVaccines;Рязанская область;0.317781;0.13639;0.03515;0.22823;0.377473;0.14078;0.01925;0.24933;0.314228;0.15376;0.07861;0.22358;1.000000;0.41967;0.07257;0.65213;-0.379175;0.22289;-0.02908;0.42124;-0.404103;0.33485;0.15227;0.48355;1.000000;NULL;NULL;NULL;1.000000;0.18238;-0.43752;0.56032;1.000000;0.35386;-0.10653;0.64302;1.000000;NULL;NULL;NULL;1.000000;0.25423;-0.66153;0.70520;1.000000;0.44550;-0.20973;0.77817
2022.05_01-07-2022;AllVaccines;Саратовская область;-0.201886;0.07321;-0.03252;0.16960;-0.571965;0.25670;0.16001;0.34394;-0.521140;0.15065;0.07887;0.21767;0.570144;0.46123;0.27702;0.60630;0.204577;0.45047;0.32653;0.55549;0.156459;0.43747;0.33434;0.52748;-0.887337;0.50290;0.08691;0.75358;-0.151921;0.51138;0.30500;0.66621;-0.575486;0.49109;0.30739;0.63418;1.000000;NULL;NULL;NULL;-0.743692;0.56894;0.26098;0.76664;-1.044949;0.61724;0.34964;0.79151
2022.05_01-07-2022;AllVaccines;Чеченская Республика;-0.881977;-2.53718;NULL;NULL;-1.383281;-2.13207;NULL;NULL;-0.950647;-2.48062;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.05_01-07-2022;AllVaccines;Чукотский автономный округ;NULL;0.58424;0.04676;0.84598;NULL;NULL;NULL;NULL;NULL;0.54531;0.01227;0.81765;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.05_01-07-2022;AllVaccines;Тульская область;-0.133339;0.11341;-0.00788;0.22246;0.468338;0.06511;-0.08486;0.19716;0.120706;0.08382;-0.00985;0.17016;-0.368378;0.23316;-0.22795;0.54342;0.601716;0.38526;0.18361;0.54509;0.346460;0.30950;0.11785;0.46636;-4.052472;0.32902;-0.63640;0.77529;1.000000;0.38150;-0.02457;0.64747;-0.107547;0.32866;-0.04788;0.58863;1.000000;NULL;NULL;NULL;1.000000;0.31672;-0.28204;0.66590;1.000000;0.35214;-0.17117;0.67014
2022.05_01-07-2022;AllVaccines;Тверская область;-1.132421;-0.06048;-0.26824;0.11862;0.526603;0.25304;0.11773;0.37088;-0.111135;0.05931;-0.06319;0.17003;1.000000;0.46108;0.07068;0.71287;0.678646;0.56692;0.40419;0.69328;0.623980;0.47152;0.30186;0.60782;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;0.76668;0.47751;0.91822;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
2022.05_01-07-2022;AllVaccines;Тюменская область;0.409841;0.15201;-0.02272;0.29995;1.000000;0.31047;0.16619;0.43232;0.726803;0.19540;0.08020;0.29772;-0.961880;0.65329;0.38115;0.82199;1.000000;0.47387;0.28506;0.61880;0.517683;0.46989;0.30440;0.60150;-8.073695;NULL;NULL;NULL;1.000000;0.67628;0.42935;0.83006;-0.507241;0.65119;0.41048;0.80730;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL;1.000000;NULL;NULL;NULL
2022.05_01-07-2022;AllVaccines;Ульяновская область;-0.585474;0.03079;-0.14816;0.18572;0.639450;0.22217;0.08248;0.34377;0.091232;0.11310;0.00132;0.21426;1.000000;0.52269;0.27858;0.69789;1.000000;0.37633;0.17400;0.53677;1.000000;0.40397;0.24695;0.53394;1.000000;NULL;NULL;NULL;1.000000;0.58125;0.19252;0.80725;1.000000;0.63756;0.33150;0.82428;1.000000;NULL;NULL;NULL;1.000000;0.43072;-0.16818;0.75500;1.000000;0.45882;-0.05604;0.75272
2022.05_01-07-2022;AllVaccines;Ямало-Ненецкий автономный округ;NULL;0.51348;0.32662;0.65663;NULL;-0.50915;-1.88293;0.24837;NULL;0.41558;0.21933;0.56992;NULL;0.53085;0.07749;0.78665;NULL;-1.71647;NULL;NULL;NULL;0.21199;-0.32455;0.55220;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2022.05_01-07-2022;AllVaccines;Чувашская Республика;-0.018809;-0.05145;-0.27812;0.13917;0.037271;0.10993;-0.06288;0.25750;-0.100802;-0.00624;-0.14788;0.11981;1.000000;0.37562;0.11201;0.57191;-0.049898;0.14810;-0.06178;0.32078;0.056238;0.16203;-0.01004;0.30843;1.000000;0.45759;-0.33060;0.81890;1.000000;0.43110;0.06916;0.66840;1.000000;0.38458;0.04764;0.61726;1.000000;NULL;NULL;NULL;1.000000;0.67477;0.23015;0.88936;1.000000;0.50766;-0.00758;0.78777
2022.05_01-07-2022;AllVaccines;РФ;0.035929;0.05946;0.04458;0.07415;0.170047;0.14786;0.13280;0.16270;0.044020;0.07943;0.06860;0.09015;0.498487;0.35761;0.32843;0.38576;0.291904;0.31542;0.29519;0.33517;0.215910;0.28800;0.27045;0.30521;0.574975;0.56102;0.50236;0.61422;0.430092;0.49519;0.46201;0.52673;0.326272;0.47310;0.44229;0.50256;1.000000;0.60226;0.51276;0.67870;0.624869;0.56533;0.52468;0.60321;0.586347;0.53588;0.49622;0.57309
